ResID,GLWD_ID,GRAND_ID,Source,LAKE_NAME,DAM_NAME,LONG_DEG,LAT_DEG,LONG_OUTLE,LAT_OUTLET,VOLUME_Gra,VOL_SRC,COUNTRY,SEC_CNTRY,RIVER,NEAR_CITY,DAM_YEAR,note,X_coord,Y_coord,X_CORRECT,Y_CORRECT,LisfloodX3,LisfloodY3,remap_com
268,3696,NA,GLWD,,Gangnan,113.94,38.33,NA,NA,NA,ICOLD,China,,Hutuo He,Shijiazhuang,1962,,113.95,38.35,113.95,38.35,114.025,38.325,remapped
269,3650,NA,GLWD,,Passo Fundo,-52.51,-28.49,NA,NA,NA,ICOLD,Brazil,,Passo Fundo,S.Valentim,1972,,-52.55,-28.55,-52.55,-28.55,-52.525,-28.575,remapped
270,1776,NA,GLWD,Lake George,,-73.56,43.62,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0584,-73.45,43.75,-73.45,43.75,-73.475,43.725,remapped
271,574,NA,GLWD,M'Bakaou,M'bakaou,12.81,6.41,NA,NA,NA,ICOLD,Cameroon,,Djerem,Tibati,1971,"cat2, not mr, not fc",12.85,6.35,12.85,6.35,12.825,6.325,remapped
272,1595,NA,GLWD,,Powell,-124.5,50.07,NA,NA,NA,ICOLD_LRs,Canada,,Powell,Powell,1912,"cat2, cts 1 pixel",-124.55,49.85,-124.55,49.85,-124.525,49.925,remapped
273,1761,NA,GLWD,Cascade Reservoir,,-116.1,44.63,NA,NA,NA,Statistics,United States,,,,0,,-116.05,44.55,-116.05,44.55,-116.075,44.525,remapped
274,3679,NA,GLWD,,Bersimis,-69.33,49.23,NA,NA,NA,ICOLD,Canada,,Bersimis,Labrieville,1959,,-69.25,49.15,-69.25,49.15,-69.275,49.175,remapped
275,1755,NA,GLWD,Palestine,,-95.5,32.18,NA,NA,NA,Statistics,United States,,,,0,,-95.45,32.05,-95.45,32.05,-95.425,32.075,remapped
276,2729,NA,GLWD,,Nanwan,113.96,32.04,NA,NA,NA,ICOLD_LRs,China,,Tr. Huai He,Xin'yang,1955,,113.95,32.05,113.95,32.05,113.975,32.125,remapped
277,3555,NA,GLWD,,Blowering,148.25,-35.49,NA,NA,NA,ICOLD_LRs,Australia,,Tumut,Tumut,1968,,148.25,-35.45,148.25,-35.45,148.275,-35.425,remapped
278,2268,NA,GLWD,Center Hill Lake,Center Hill,-85.72,35.96,NA,NA,NA,ICOLD,United States,,Caney Fork,Lancaster,1951,,-85.85,36.05,-85.85,36.05,-85.825,36.075,remapped
279,2446,NA,GLWD,,Cijara,-4.86,39.31,NA,NA,NA,ICOLD,Spain,,Guadiana,Alia,1956,,-4.95,39.35,-4.95,39.35,-5.025,39.375,remapped
280,3659,NA,GLWD,,Mossyrock,-122.19,46.5,NA,NA,NA,LRs,United States,,Cowlitz,Toledo,1968,,-122.35,46.45,-122.45,46.55,-122.425,46.525,remapped
281,1798,NA,GLWD,,Pedra,-40.25,-13.87,NA,NA,NA,ICOLD,Brazil,,Rio De Contas,Jequie,1970,,-40.25,-13.85,-40.25,-13.85,-40.225,-13.875,correct position - centered in pixel
282,3672,NA,GLWD,,Turkwel,35.14,1.71,NA,NA,NA,LRs,Kenya,,Suam,Eldoret,1991,"cat2, endoheic basin",35.15,1.75,35.15,1.75,35.325,1.875,remapped
283,200,NA,GLWD,Abitibi,Twin Falls,-79.59,48.76,NA,NA,NA,ICOLD_LRs,Canada,,Abitibi,Iroqois,1921,GloFAS station below G0401,-80.15,48.75,-80.57875,48.74958,-80.575,48.775,remapped
284,3655,NA,GLWD,,Montary Lock and Dam,-119.67,45.89,NA,NA,NA,LRs,United States,,Columbia,Umatilla,1957,,-119.75,45.85,-119.75,45.85,-119.725,45.825,remapped
285,1696,NA,GLWD,,,121.33,16.73,NA,NA,NA,Statistics,Philippines,,,,0,,121.45,16.85,121.45,16.85,121.425,16.825,remapped
286,1702,NA,GLWD,Lake Whitney,,-97.42,32,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0882,-97.35,31.85,-97.35,31.85,-97.375,31.875,remapped
287,1311,NA,GLWD,Lewis Smith Lake,Lewis Smith,-87.12,34.06,NA,NA,NA,ICOLD_LRs,United States,,Dippey Fork,Haleyvile,1961,,-87.15,33.95,-87.15,33.95,-87.125,33.975,remapped
288,2807,NA,GLWD,Palisades Reservoir,Palisades,-111.12,43.24,NA,NA,NA,ICOLD_LRs,United States,,S. Fork Snake,"Jackson, Wyo",1957,GloFAS station G0645,-111.25,43.35,-111.15,43.25,-111.175,43.325,remapped
289,3253,NA,GLWD,,Duncan,-117.39,49.93,NA,NA,NA,ICOLD_LRs,Canada,,Columbia,Kaslo,1967,,-117.45,49.75,-117.45,49.75,-117.475,49.775,remapped
290,1648,NA,GLWD,Lewisville Lake,,-97,33.15,NA,NA,NA,Statistics,United States,,,,0,,-96.95,33.05,-96.95,33.05,-96.975,33.075,remapped
291,637,NA,GLWD,Hondo,Rio Hondo,-64.98,-27.53,NA,NA,NA,ICOLD_LRs,Argentina,,Dulce,Termas de Rio Hondo,1967,,-64.95,-27.55,-64.95,-27.55,-64.925,-27.525,remapped
292,1639,NA,GLWD,Lake Seminole,,-84.8,30.8,NA,NA,NA,Statistics,United States,,,,0,"GloFAS station G0895, downstream G0899",-84.95,30.75,-84.85,30.65,-84.875,30.725,remapped
293,3177,NA,GLWD,,Andizhan,73.05,40.78,NA,NA,NA,ICOLD_LRs,Uzbekistan,Kyrgyzstan,Karadarya,Osh,1980,"cat2, not mr, not fc, res.down",73.05,40.75,73.05,40.75,73.075,40.775,remapped
294,2377,NA,GLWD,,Erlonggshan,124.82,43.2,NA,NA,NA,ICOLD_LRs,China,,Dongliac He,Siping,1967,,124.85,43.15,124.75,43.25,124.775,43.225,remapped
295,2606,NA,GLWD,,Big Horn (Abraham Lake Res.),-116.44,52.15,NA,NA,NA,LRs,Canada,,North Saskatchewan,Brazeau/Nordegg,1972,GloFAS station below G0318,-116.35,52.25,-116.35,52.25,-116.325,52.325,remapped
296,3651,NA,GLWD,,Ross,-121.03,48.87,NA,NA,NA,ICOLD_LRs,United States,Canada,Skagit,Rockport,1949,,-121.05,48.75,-121.05,48.75,-121.075,48.725,remapped
297,248,NA,GLWD,Outardes Quatre,Outardes (Quatre Dam),-69.15,50.16,NA,NA,NA,ICOLD,Canada,,Outardes,Baie Comeau,1968,GloFas station below G0420,-68.85,49.65,-68.95,49.65,-68.925,49.725,remapped
298,399,NA,GLWD,Grand,Plain Diversion Dam Grand L.. Res.,-57.35,49.01,NA,NA,NA,LRs,Canada,,Junction Brook,Deer Lake,1924,"cat2, Newfoundland",-57.25,49.15,-57.25,49.15,-57.225,49.125,remapped
299,705,NA,GLWD,Minindee,Menindee,142.33,-32.41,NA,NA,NA,ICOLD_LRs,Australia,,Darling,Broken Hill,1960,"remove, lake not connected to channel",142.35,-32.45,142.35,-32.35,142.375,-32.375,remapped
300,3030,NA,GLWD,,Gustavo Diaz Ordaz FDTE. (Bacurato),-108.26,25.77,NA,NA,NA,ICOLD_LRs,Mexico,,Sinaloa,Guamuchil,1982,,-108.25,25.75,-107.95,25.85,-107.925,25.875,remapped
301,541,NA,GLWD,,Bamendjin,10.57,5.83,NA,NA,NA,ICOLD_LRs,Cameroon,,Noun,Tcherenoqu,1974,"cat2, not mr, not fc",10.55,5.75,10.55,5.75,10.525,5.725,remapped
302,860,NA,GLWD,John H. Kerr Reservoir,John H. Kerr,-78.32,36.55,NA,NA,NA,ICOLD,United States,,Roanoke,Roanoke Rapids,1953,,-78.25,36.55,-78.25,36.55,-78.275,36.575,remapped
303,1007,NA,GLWD,Guarico,Guarico,-67.37,9.05,NA,NA,NA,ICOLD_LRs,Venezuela,,Guarico,Calabozo,1957,,-67.35,9.05,-67.35,9.05,-67.375,9.025,remapped
304,301,NA,GLWD,Sipiwesk,Kelsey (Sipiwesk and Cauchon Ls.),-97.81,54.99,NA,NA,NA,ICOLD_LRs,Canada,,Nelson,Thompson,1960,,-97.35,55.15,-97.35,55.15,-97.375,55.175,remapped
305,1562,NA,GLWD,Almendra,,-6.16,41.22,NA,NA,NA,Statistics,Spain,,,,0,,-6.25,41.25,-6.25,41.25,-6.275,41.275,remapped
306,855,NA,GLWD,,Burdekin Falls,147.05,-20.61,NA,NA,NA,ICOLD_LRs,Australia,,Burdekin,Ravenswood,1988,GloFAS station downstream G1397,147.15,-20.65,147.15,-20.65,147.175,-20.625,remapped
307,3358,NA,GLWD,,Florentino Ameghino,-66.49,-43.82,NA,NA,NA,ICOLD_LRs,Argentina,,Chubut,Gaiman,1963,,-66.45,-43.85,-66.45,-43.65,-66.475,-43.725,remapped
308,898,NA,GLWD,Lake Of The Cherokees,Pensacola,-94.78,36.67,NA,NA,NA,ICOLD,United States,,Grand,Pensacola,1940,GloFAS station below (below a lake) G0809,-95.05,36.45,-95.05,36.45,-94.975,36.475,remapped
309,1157,NA,GLWD,K'ok'a,Koka,39.08,8.38,NA,NA,NA,ICOLD_LRs,Ethiopia,,Avash,Addis Abeba,1960,GloFAS station below G1074,39.15,8.45,39.15,8.45,39.125,8.425,remapped
310,3624,NA,GLWD,,Sariyar,31.23,40.06,NA,NA,NA,ICOLD_LRs,Turkey,,Sakarya,Ankara,1956,GloFAS station downstream G0704,31.05,40.05,31.05,40.05,31.425,40.075,remapped
312,606,NA,GLWD,,Rosanna,-52.51,-22.62,NA,NA,NA,LRs,Brazil,,Paranapanema,Teodoro Sampaio,1985,,-52.15,-22.55,-52.15,-22.55,-52.875,-22.575,remapped - duplicate
313,1512,NA,GLWD,Keystone Lake,,-96.25,36.22,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0811,-96.25,36.15,-96.25,36.15,-96.275,36.175,remapped
314,1946,NA,GLWD,Yojoa,El Pescadero,-87.99,14.86,NA,NA,NA,ICOLD_LRs,Honduras,,Perscadero,San Pedro Sula,1964,"cat2, not mr, not fc",-88.05,14.95,-88.05,14.95,-88.025,14.925,remapped
315,1168,NA,GLWD,Sardis Lake,Sardis,-89.68,34.47,NA,NA,NA,LRs,United States,,Ltl Tallahatchie,Batesville,1940,GloFAS station below G0856,-89.75,34.45,-89.75,34.45,-89.775,34.425,remapped
316,2195,NA,GLWD,Voivis,Polyphyton,21.96,40.22,NA,NA,NA,ICOLD,Greece,,Allakmon,Kozani,1974,"cat2, cts, not mr, not fc",22.05,40.25,22.10042,40.30125,22.075,40.275,remapped
317,958,NA,GLWD,,Caribou Falls,-94.4,50.21,NA,NA,NA,ICOLD_LRs,Canada,,English,Kenora,1958,,-94.55,50.25,-94.95,50.25,-94.975,50.275,remapped
318,2005,NA,GLWD,,Fengshuba,115.47,24.5,NA,NA,NA,LRs,China,,Dong Jiang,Longchuan,1974,,115.35,24.45,115.35,24.45,115.375,24.425,remapped
319,1488,NA,GLWD,Banabuiu,,-38.98,-5.34,NA,NA,NA,Statistics,Brazil,,,,0,GloFAS station downstream G1191,-38.95,-5.35,-38.95,-5.35,-38.925,-5.325,remapped
320,475,NA,GLWD,,Tiga,8.58,11.33,NA,NA,NA,ICOLD_LRs,Nigeria,,Kano,Chiroma,1974,GloFAS station below G1043,8.35,11.45,8.35,11.45,8.425,11.425,remapped
321,833,NA,GLWD,Noi,Sirindhorn,105.39,15.01,NA,NA,NA,ICOLD,Thailand,,Lam Dom Noi,Ubon Rathatani,1971,"cat2, not mr, not fc",105.35,15.15,105.35,15.15,105.425,15.175,remapped
322,2025,NA,GLWD,,Betania,-75.49,2.6,NA,NA,NA,LRs,Colombia,,Magdalena,Neiva,1984,GloFAS station downstream G1691,-75.45,2.65,-75.45,2.65,-75.425,2.725,gets water from west river too
323,2718,NA,GLWD,Lake Berryessa,Monticello,-122.22,38.59,NA,NA,NA,ICOLD_LRs,United States,,Putah Creek,Sacramento,1957,,-122.15,38.55,-122.15,38.55,-122.125,38.525,remapped
324,548,NA,GLWD,Umbozero,Iova,34.4,67.71,NA,NA,NA,ICOLD_LRs,Russia,,Iova,Murmansk,1960,"cat2, cts",34.25,67.55,34.25,67.55,34.225,67.525,remapped
325,854,NA,GLWD,,Kompienga,0.63,11.16,NA,NA,NA,ICOLD_LRs,Burkina Faso,,Kompienga,Pama,1987,"cat2, other reservoir downstream, not mr",0.65,11.15,0.65,11.15,0.675,11.125,remapped
326,1108,NA,GLWD,Koitere,Kaltimo,30.7,62.97,NA,NA,NA,ICOLD_LRs,Finland,,Pielisjoki,Joensuu,1958,"cat2, not mr, not fc, station sdd G0108",30.75,62.95,30.65,62.85,30.675,62.875,remapped
327,1467,NA,GLWD,Ross R. Barnett Reservoir,,-90.01,32.47,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0886,-90.05,32.45,-90.05,32.45,-90.025,32.425,remapped
328,3684,NA,GLWD,,Idukki,77.17,9.55,NA,NA,NA,LRs,India,,Periyar,Idukki,1974,"cat2, not mr, not fc",77.15,9.55,77.15,9.55,77.125,9.525,remapped
329,3709,NA,GLWD,,Charvak,70.03,41.65,NA,NA,NA,ICOLD_LRs,Uzbekistan,,Chirchik,Tashkent,1977,"cat2, not mr, not fc, res down.",70.05,41.65,70.05,41.65,69.975,41.625,remapped
330,1462,NA,GLWD,Kalri,,68.06,24.94,NA,NA,NA,Statistics,Pakistan,,,,0,"cat2, all outflow diverted to irrigation cannals",68.05,24.85,68.05,24.95,68.075,24.925,correct position - centered in pixel
331,1454,NA,GLWD,Lake Gaston,,-77.91,36.53,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0802,-77.65,36.45,-77.85,36.45,-77.825,36.525,remapped
332,1587,NA,GLWD,Bhadra,Bhadra,75.58,13.63,NA,NA,NA,ICOLD,India,,Bhadra,Shimoga,1963,"cat2, not mr, not fc",75.65,13.75,75.65,13.75,75.625,13.725,remapped
333,3660,NA,GLWD,,Zhanghe,112.03,31.01,NA,NA,NA,ICOLD,China,,Juzhang He,Jingmen,1965,"cat2, water is directed to E, not rep. in ldd",111.95,31.05,112.05,31.05,111.925,31.075,unsure of position - not on 3arcmin
334,1272,NA,GLWD,Beaver Lake,Beaver,-94.02,36.3,NA,NA,NA,ICOLD_LRs,United States,,White,Beaver,1963,,-93.85,36.45,-93.85,36.45,-93.875,36.425,remapped
335,1921,NA,GLWD,,Wujiangdu,106.61,27.29,NA,NA,NA,ICOLD,China,,Wu Jiang,Zun'yi,1981,,106.75,27.35,106.75,27.35,106.725,27.325,remapped
336,916,NA,GLWD,Oros,Oros,-39.1,-6.24,NA,NA,NA,ICOLD,Brazil,,Jaquaribe,Oros,1962,GloFAS station downstream G1197,-38.95,-6.25,-38.95,-6.25,-38.975,-6.275,remapped
337,2171,NA,GLWD,Navajo Reservoir,Navajo,-107.44,36.93,NA,NA,NA,ICOLD_LRs,United States,,San Juan,Blanco,1963,GloFAS station below G0797,-107.55,36.85,-107.65,36.85,-107.625,36.825,remapped
338,3059,NA,GLWD,,Catalan,35.29,37.09,NA,NA,NA,ICOLD,Turkey,,Seyhan,Adana,1997,,35.35,37.05,35.35,37.05,35.275,37.225,remapped
339,1383,NA,GLWD,,,33.56,-24.37,NA,NA,NA,Statistics,Mozambique,,,,0,"cat2, close to sea",33.45,-24.45,33.45,-24.45,33.525,-24.475,remapped
340,573,NA,GLWD,Meeplaeg,Pudops,-56.62,48.26,NA,NA,NA,ICOLD_LRs,Canada,,Gray,Millertown,1967,"cat2,cat2, Newfoundland",-56.75,48.15,-56.75,48.15,-56.775,48.175,remapped
341,1086,NA,GLWD,Selingue,Selingue,-8.17,11.5,NA,NA,NA,ICOLD_LRs,Mali,,Sankarani,Bamako,1982,"cat2, not mr, not fc",-8.25,11.65,-8.25,11.65,-8.225,11.625,resCorrectImproveStation is in the middle of lake
342,NA,2385,GranD,,Volta Grande,0,0,-48.217917,-20.02625,2170,GranD,Brazil,,Grande,Volta Grande,1974,added from GranD,0,0,-48.25,-20.05,-48.225,-20.025,remapped
343,1100,NA,GLWD,Hawea,Hawea Lake Control,169.4,-44.37,NA,NA,NA,ICOLD_LRs,New Zealand,,Hawea,Dunedin,1959,,169.25,-44.55,169.25,-44.55,169.275,-44.575,remapped
344,713,NA,GLWD,Tobin,Squaw Rapids (Tobin Lake Rec.),-103.49,53.57,NA,NA,NA,LRs,Canada,,Saskatchewan,Prince Albert,1962,,-103.45,53.65,-103.45,53.65,-103.425,53.675,remapped
345,1544,NA,GLWD,,Benmore,170.16,-44.31,NA,NA,NA,ICOLD_LRs,New Zealand,,Waitaki,Oamaru,1965,,170.15,-44.55,170.15,-44.55,170.225,-44.575,remapped
346,534,NA,GLWD,Lake Livingston,Livingston Lake,-95.14,30.8,NA,NA,NA,ICOLD_LRs,United States,,Trinity,Liberty,1969,GloFAS station below G0900,-95.05,30.65,-95.05,30.65,-95.075,30.625,remapped
347,974,NA,GLWD,Kempt,Lake Manouane,-74.33,47.36,NA,NA,NA,ICOLD_LRs,Canada,,Manouane,Arvida,1941,,-74.25,47.45,-74.25,47.45,-74.175,47.525,remapped
348,1603,NA,GLWD,Lake Mohave,Davis,-114.66,35.47,NA,NA,NA,ICOLD,United States,,Colorado,Needles,1950,,-114.55,35.25,-114.55,35.25,-114.575,35.225,remapped
349,603,NA,GLWD,Ubolratna,Ubolratna,102.6,16.69,NA,NA,NA,ICOLD,Thailand,,Nam Pong,Khon Kaen,1965,,102.65,16.75,102.65,16.75,102.625,16.775,remapped
350,1078,NA,GLWD,Massinger Barragen,Massingir,32.01,-23.91,NA,NA,NA,ICOLD_LRs,Mozambique,South Africa,Elefantes,Chokwe,1975,,32.15,-23.85,32.15,-23.85,32.125,-23.875,remapped
351,1329,NA,GLWD,Manapouri,,167.44,-45.51,NA,NA,NA,Statistics,New Zealand,,,,0,,167.55,-45.55,167.55,-45.55,167.625,-45.575,remapped
352,2517,NA,GLWD,Guanting Shuiku,Guanting,115.69,40.33,NA,NA,NA,LRs,China,,Yionding He,Zhangjiakou,1954,,115.55,40.25,115.55,40.25,115.625,40.225,remapped
353,2577,NA,GLWD,,Meishan,115.82,31.59,NA,NA,NA,LRs,China,,Shi He,Lu'an,1956,,115.85,31.65,115.85,31.65,115.875,31.675,remapped
354,1309,NA,GLWD,Cedar Creek Reservoir,,-96.15,32.3,NA,NA,NA,Statistics,United States,,,,0,,-96.05,32.15,-96.05,32.15,-96.125,32.275,efcc2254 moved North to capture small creeks only 
355,943,NA,GLWD,,Tawa,77.94,22.43,NA,NA,NA,ICOLD_LRs,India,,Tawa,Hoshangabad,1975,,77.95,22.55,77.95,22.55,77.975,22.525,remapped
356,1299,NA,GLWD,,,-5.15,6.3,NA,NA,NA,Statistics,Ivory Coast,,,,0,GloFAS station below G1103,-5.05,6.25,-5.05,6.25,-5.125,6.225,remapped
357,202,NA,GLWD,Oulujarvi,Jylhama,27.7,64.35,NA,NA,NA,ICOLD_LRs,Finland,,Oulujoki,Oulu,1950,GloFAS station below G0080,26.75,64.45,26.75,64.45,26.825,64.525,remapped
358,1036,NA,GLWD,Lake Sidney Lanier,Buford,-83.93,34.29,NA,NA,NA,ICOLD_LRs,United States,,Chattahoochee,Buford,1958,,-84.05,34.15,-84.05,34.15,-84.025,34.175,remapped
359,1155,NA,GLWD,Greers Ferry Lake,Grers Ferry,-92.3,35.55,NA,NA,NA,ICOLD_LRs,United States,,Little Red,Heber Springs,1962,,-92.05,35.55,-92.05,35.55,-92.025,35.525,remapped
360,2160,NA,GLWD,,Batang Ai,112.01,1.22,NA,NA,NA,ICOLD_LRs,Malaysia,,Batang Ai,Lubok Antu,1985,,111.95,1.15,111.95,1.25,111.875,1.175,remapped
361,626,NA,GLWD,Lake of the Ozarks,Osage,-92.72,38.15,NA,NA,NA,ICOLD,United States,,Osage,Bagnell,1931,,-93.35,38.25,-93.35,38.25,-92.675,38.225,remapped
362,626,NA,GLWD,Lake of the Ozarks,Osage,-92.72,38.15,NA,NA,NA,ICOLD,United States,,Osage,Bagnell,1931,GloFAS station below G0772,-92.65,38.15,-92.65,38.15,-92.675,38.225,remapped
363,657,NA,GLWD,Rijkavesi,Puntarikoski,29.75,62.87,NA,NA,NA,ICOLD_LRs,Finland,,Canal of Hoytiainen,Joensuu,1957,"cat2,not mr, lots of lakes downstream",29.45,62.85,29.45,62.85,29.675,62.675,remapped
364,1193,NA,GLWD,Canyon Ferry Lake,Canyon Ferry,-111.56,46.5,NA,NA,NA,ICOLD_LRs,United States,,Missouri,Helena,1954,,-111.75,46.65,-111.75,46.65,-111.675,46.625,remapped
365,1996,NA,GLWD,,Iron Gates 1(Portile de Fier 1),22.26,44.6,NA,NA,NA,LRs,Romania,Yugoslavia,Danube,Drobeta-Turnu Severin Foca,1972,,22.55,44.65,22.55,44.35,22.525,44.325,remapped
366,1021,NA,GLWD,,Aqu,-36.9,-5.72,NA,NA,NA,ICOLD,Brazil,,Piranhas,Aqu,0,,-36.85,-5.65,-36.95,-5.75,-36.875,-5.675,recieves water from east too
367,1244,NA,GLWD,Madre,,-97.82,25.86,NA,NA,NA,Statistics,Mexico,,,,0,"remove, no reservoir in google maps nor GranD",-97.85,26.05,-97.85,26.05,-97.775,26.025,res in main river shift to -97.775 and 26_025
368,3714,NA,GLWD,,Ramganga,78.74,29.56,NA,NA,NA,LRs,India,,Ramganga,Dhampur,1978,"cat2, not mr, not fc",78.75,29.55,78.75,29.55,78.775,29.525,remapped
369,3104,NA,GLWD,,Pongolaport,31.96,-27.41,NA,NA,NA,ICOLD,South Africa,,Pongola,Gollela,1973,,32.05,-27.45,32.05,-27.45,32.025,-27.425,remapped
370,361,NA,GLWD,,Dneprodzershinsk,34.17,48.77,NA,NA,NA,ICOLD_LRs,Ukraine,,Dnieper,Dneprodzershinsk,1964,,34.55,48.55,34.55,48.55,34.525,48.575,remapped
371,1581,NA,GLWD,,Paraibuna Dike(Paraibuna Res.),-45.44,-23.44,NA,NA,NA,ICOLD_LRs,Brazil,,,Paraibuna,1978,,-45.65,-23.35,-45.65,-23.35,-45.575,-23.425,remapped
372,3487,NA,GLWD,,Chencun,118.06,30.39,NA,NA,NA,LRs,China,,Qing'yi Jiang,Jingxian,1972,,118.15,30.45,118.15,30.45,118.175,30.475,remapped
373,471,NA,GLWD,,Kanev,31.22,49.98,NA,NA,NA,ICOLD,Ukraine,,Dnieper,Kanev,1976,,31.45,49.85,31.45,49.85,31.475,49.825,remapped
374,3697,NA,GLWD,Don Pedro Reservoir,Don Pedro,-120.39,37.74,NA,NA,NA,ICOLD_LRs,United States,,Tuolumne,La Grange,1971,,-120.35,37.75,-120.35,37.75,-120.425,37.725,remapped
375,3600,NA,GLWD,San Luis Reservoir,San Luis,-121.13,37.05,NA,NA,NA,ICOLD_LRs,United States,,San Luis Creek,Los Banos,1967,,-121.05,37.05,-121.05,37.05,-121.025,37.075,remapped
376,337,NA,GLWD,Stephens,Kettle Rapids,-95.07,56.42,NA,NA,NA,ICOLD_LRs,Canada,,Nelson,Gillam,1970,GloFAS station G0227,-94.65,56.35,-94.75,56.35,-94.675,56.375,remapped
377,562,NA,GLWD,Vaaldam,Vaaldam,28.32,-27.01,NA,NA,NA,ICOLD,South Africa,,Vaal,Vereeniging,1938,"cat2, rd, no fc",28.15,-26.85,28.15,-26.85,28.175,-26.875,remapped
378,1773,NA,GLWD,,Hongshan,119.62,42.54,NA,NA,NA,ICOLD_LRs,China,,Laoha He,Chifeng,1964,,119.75,42.65,119.75,42.75,119.675,42.725,remapped
379,2053,NA,GLWD,,IR. H. Juanda (Jatiluhur),107.29,-6.59,NA,NA,NA,ICOLD,Indonesia,,Tji Titarum,Purwakarta,1967,"cat2, cts",107.35,-6.55,107.35,-6.55,107.375,-6.525,remapped
380,1074,NA,GLWD,Gove,Gove,15.91,-13.24,NA,NA,NA,ICOLD_LRs,Angola,,Cunene,Huambo,1974,"cat2, not mr, not fc",15.85,-13.45,15.85,-13.45,15.875,-13.425,remapped
381,1922,NA,GLWD,,Shuikou,118.87,26.25,NA,NA,NA,ICOLD,China,,Minjiang,Minqing,1995,"cat2, cts",118.95,26.25,118.85,26.25,118.825,26.275,remapped
382,2155,NA,GLWD,Elephant Butte Reservoir,Elephant Butte,-107.16,33.32,NA,NA,NA,ICOLD_LRs,United States,,Rio Gand,Truth or Consequence,1916,,-107.15,33.15,-107.15,33.15,-107.175,33.175,remapped
383,1474,NA,GLWD,,Manso,-56.06,-14.8,NA,NA,NA,ICOLD,Brazil,,Manso,Cuiaba,1991,GloFAS station downstream G1366,-56.15,-14.75,-56.15,-14.75,-55.775,-14.875,remapped
384,1521,NA,GLWD,,Yantan,108.19,23.87,NA,NA,NA,ICOLD,China,,Hongshuihe,Duan,1995,,108.25,23.95,108.25,23.95,108.275,23.925,remapped
385,298,NA,GLWD,Kentucky Lake,Kentucky,-88.09,36.27,NA,NA,NA,ICOLD_LRs,United States,,Tennessee,Calvert City,1944,,-88.25,37.05,-88.25,37.05,-88.225,37.025,remapped
386,298,NA,GLWD,Kentucky Lake,Kentucky,-88.09,36.27,NA,NA,NA,ICOLD_LRs,United States,,Tennessee,Calvert City,1944,,-88.25,36.95,-88.25,36.95,-88.225,37.025,remapped
387,1172,NA,GLWD,,,-105.38,28.86,NA,NA,NA,Statistics,Mexico,,,,0,GloFAS station below G0911,-105.35,28.95,-105.35,28.95,-105.275,28.975,remapped
388,1189,NA,GLWD,,Baie D'Espoir Salmon,-55.99,48.06,NA,NA,NA,ICOLD_LRs,Canada,,Salmon,St.. Albans,1966,"cat2, cts, Newfoundland",-55.95,47.95,-55.95,47.95,-55.775,47.975,remapped
389,2177,NA,GLWD,,Sterkfonten,29.03,-28.47,NA,NA,NA,ICOLD,South Africa,,Nuwe Jaar Spruit,Harrissmith,1980,"cat2, reservoir downstream, not main river",29.05,-28.35,29.05,-28.35,29.025,-28.375,remapped
390,621,NA,GLWD,Baskatong,Mercier,-75.75,46.83,NA,NA,NA,ICOLD_LRs,Canada,,Gatineau,Mt. Laurier,1927,,-75.95,46.75,-75.95,46.75,-75.975,46.725,remapped
391,3609,NA,GLWD,,Xianghongdian,116.07,31.52,NA,NA,NA,LRs,China,,Pi He,Lu'an,1958,,116.05,31.55,116.12234,31.5539,116.125,31.575,remapped
392,874,NA,GLWD,Lake Cumberland,Wolf Creek,-85.03,36.94,NA,NA,NA,ICOLD,United States,,Cumberland,Burkesville,1951,GloFAS station below G0807,-85.15,36.85,-85.15,36.85,-85.125,36.875,remapped
393,866,NA,GLWD,Lake Ouachita,Blakely Mountain (Lake Ouachita),-93.37,34.62,NA,NA,NA,ICOLD_LRs,United States,,Ouachita,Hot springs Arkansas,1953,GloFAS station below G0858,-93.25,34.55,-93.25,34.55,-93.225,34.575,remapped
394,3626,NA,GLWD,,Kajakai,65.26,32.35,NA,NA,NA,ICOLD_LRs,Afghanistan,,Helmand,Kandahar,1952,,65.15,32.35,65.15,32.35,65.125,32.325,remapped
395,1181,NA,GLWD,,Mettur (Stanley),77.78,11.89,NA,NA,NA,ICOLD_LRs,India,,Cauvery,Salem,1934,,77.85,11.85,77.85,11.85,77.825,11.825,remapped
396,1125,NA,GLWD,Victoria,,-57.37,48.32,NA,NA,NA,Statistics,Canada,,,,0,"cat2, Newfoundland",-57.15,48.35,-57.15,48.35,-57.125,48.325,remapped
397,3546,NA,GLWD,,Chung Ju,127.51,36.43,NA,NA,NA,ICOLD_LRs,South Korea,,Han,Chung Ju,1985,,127.45,36.45,127.45,36.45,127.475,36.475,remapped
398,1321,NA,GLWD,,Al Massira,-7.56,32.46,NA,NA,NA,ICOLD,Morocco,,Oumer r'bia,Settat,1979,,-7.65,32.45,-7.65,32.45,-7.625,32.475,remapped
