ResID,GLWD_ID,GRAND_ID,Source,LAKE_NAME,DAM_NAME,LONG_DEG,LAT_DEG,LONG_OUTLE,LAT_OUTLET,VOLUME_Gra,VOL_SRC,COUNTRY,SEC_CNTRY,RIVER,NEAR_CITY,DAM_YEAR,note,X_coord,Y_coord,X_CORRECT,Y_CORRECT,LisfloodX3,LisfloodY3,remap_com
529,600,NA,GLWD,,Shiroro,6.91,9.97,NA,NA,NA,ICOLD_LRs,Nigeria,,Kaduna/Dinya,Minna,1984,"cat2, not mr, not fc",6.85,9.95,6.85,9.95,6.825,9.975,remapped
530,415,NA,GLWD,,Nam Ngum,102.66,18.61,NA,NA,NA,ICOLD_LRs,Laos,,Nam Ngum,Vientiane,1972,"cat2, ldd not rep. canal that drains to mekong",102.55,18.45,102.54875,18.53292,102.575,18.525,remapped
531,466,NA,GLWD,,,118.98,29.59,NA,NA,NA,Statistics,China,,,,0,,119.35,29.55,119.15,29.55,119.175,29.525,remapped
532,3700,NA,GLWD,,El Cajon,-87.74,14.99,NA,NA,NA,ICOLD_LRs,Honduras,,Humuya,San Pedro Sula,1985,,-87.75,15.05,-87.75,15.05,-87.725,15.025,remapped
533,462,NA,GLWD,Itezhi-Tezhi,,25.95,-15.67,NA,NA,NA,Statistics,Zambia,,,,0,,25.95,-15.75,25.95,-15.75,25.975,-15.775,remapped
534,871,NA,GLWD,Lake Koocanusa,Libby,-115.19,48.92,NA,NA,NA,ICOLD_LRs,United States,Canada,Kootenay,Libby,1973,"Glofas station below G0459, above G0418",-115.35,48.45,-115.35,48.45,-115.325,48.475,remapped
535,457,NA,GLWD,Panama,,-79.87,9.17,NA,NA,NA,Statistics,Panama,,,,0,"cat2, cts, 1 pixel",-79.95,9.25,-79.95,9.25,-79.925,9.225,remapped
536,1124,NA,GLWD,Mangla,Mangla,73.74,33.23,NA,NA,NA,ICOLD_LRs,Pakistan,,Jehlum,Dehlum,1967,,73.65,33.15,73.65,33.15,73.625,33.125,remapped
537,452,NA,GLWD,Miguel Aleman,,-96.51,18.26,NA,NA,NA,Statistics,Mexico,,,,0,GloFAS station below G0948,-96.35,18.25,-96.35,18.25,-96.425,18.225,remapped
538,347,NA,GLWD,Gandhi,Gandhi Sagar,75.6,24.43,NA,NA,NA,ICOLD,India,,Chambal,Jhalwar,1960,,75.55,24.65,75.55,24.65,75.575,24.625,remapped
539,306,NA,GLWD,,Lagdo,13.97,8.88,NA,NA,NA,ICOLD_LRs,Cameroon,,Benoue,Garoua,1972,,13.65,9.05,13.65,9.05,13.725,9.025,remapped
540,1504,NA,GLWD,,Zhelin,115.33,29.29,NA,NA,NA,LRs,China,,Xiu He,Yongxiu,1972,"cat2, just upsteam of a big lake",115.45,29.25,115.45,29.25,115.475,29.225,remapped
541,249,NA,GLWD,Hirakud,Hirakud,83.77,21.64,NA,NA,NA,ICOLD,India,,Mahanadi,Sambalpur,1957,,83.85,21.55,83.85,21.55,83.875,21.525,remapped
542,738,NA,GLWD,Habbaniyah,Haditha,43.45,33.29,NA,NA,NA,ICOLD_LRs,Iraq,,Euphrates,Ramadi,1983,cat2 not mr not fc,43.55,33.35,43.45,33.35,43.375,33.325,remapped
543,182,NA,GLWD,,Byuo,-6.98,6.64,NA,NA,NA,ICOLD_LRs,Ivory Coast,,Sassandra,Guiglo,1980,GloFAS station below G1106,-7.05,6.25,-7.05,6.25,-7.075,6.275,remapped
544,477,NA,GLWD,Malpaso,Netzahualcoyotl,-93.58,17.12,NA,NA,NA,ICOLD_LRs,Mexico,,Grijalva,Cardenas,1964,"cat2, ldd downstream not representative",-93.55,17.25,-93.55,17.25,-93.575,17.175,remapped
545,159,NA,GLWD,Low,Barage OA-11,-76.27,52.51,NA,NA,NA,LRs,Canada,,Eastmain,Radisson,1980,,-76.85,52.25,-76.85,52.25,-76.575,52.225,remapped
546,1059,NA,GLWD,Ukal,Ukai Dam,73.79,21.35,NA,NA,NA,ICOLD_LRs,India,,Tapi,Fort Songadh,1972,,73.65,21.25,73.65,21.25,73.625,21.275,remapped
547,118,NA,GLWD,Gouin,Gouin,-74.76,48.54,NA,NA,NA,ICOLD,Canada,,St.Maurice,Sanmaur,1917,,-74.05,48.35,-74.25,48.35,-74.125,48.375,remapped
548,622,NA,GLWD,Beas,Pong Dam (Beas Project),76.07,32,NA,NA,NA,ICOLD_LRs,India,,Beas,Mukerian,1974,,75.95,31.95,75.95,31.95,75.975,31.975,remapped
549,193,NA,GLWD,Gorkovskoye,Gorky,43.13,57.11,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Gorky,1955,,43.35,56.65,43.35,56.65,43.375,56.675,remapped
550,394,NA,GLWD,Dozois,,-77.48,47.59,NA,NA,NA,Statistics,Canada,,,,0,,-77.65,47.55,-77.30625,47.61375,-77.325,47.625,remapped
551,289,NA,GLWD,,Srisailam H. E. Project,78.58,16.04,NA,NA,NA,ICOLD_LRs,India,,Krishna,Karnool,1984,,78.75,16.05,78.75,16.05,78.875,16.075,remapped
552,342,NA,GLWD,Itarare,Xavantes,-49.62,-23.38,NA,NA,NA,ICOLD,Brazil,,Paranapanema,Xavantes,1970,,-49.75,-23.15,-49.73292,-23.12958,-49.725,-23.125,remapped
553,190,NA,GLWD,Novosibirskoye,Novosibirsk,82.03,54.37,NA,NA,NA,ICOLD_LRs,Russia,,Ob,Novosibirsk,1957,,82.95,54.85,82.95,54.85,82.975,54.825,remapped
554,132,NA,GLWD,Negro,Dr. Gabriel Terra(Rincon Del Bonete),-55.93,-32.7,NA,NA,NA,ICOLD_LRs,Uruguay,,Negro,Paso de los Toros,1946,,-56.45,-32.85,-56.45,-32.85,-56.425,-32.825,remapped
555,808,NA,GLWD,,Khao Laem,98.79,15.48,NA,NA,NA,ICOLD_LRs,Thailand,,Quae Noi,Kanchanaburi,1984,,98.85,15.25,98.85,15.25,98.875,15.225,remapped
556,381,NA,GLWD,,,-56.57,4.99,NA,NA,NA,Statistics,Suriname,,,,0,,-56.55,5.15,-56.55,5.15,-56.525,5.125,remapped
557,234,NA,GLWD,Angostura,La Angostura,-92.56,16.12,NA,NA,NA,ICOLD_LRs,Mexico,,Grijalva,Tuxtla Gutierrez,1974,,-92.85,16.35,-92.85,16.35,-92.825,16.325,remapped
558,266,NA,GLWD,Inhernillo,El Infiernillo,-101.72,18.58,NA,NA,NA,ICOLD_LRs,Mexico,,Balsas,Apatzingan,1963,"cat2, cts, 5 pixels",-101.85,18.35,-101.95,18.25,-101.925,18.275,remapped
559,237,NA,GLWD,Votkinskoye,Votkinsk,55.01,57.22,NA,NA,NA,ICOLD_LRs,Russia,,Kama,Votkinsk,1963,,54.05,56.75,54.05,56.75,54.075,56.775,remapped
560,611,NA,GLWD,Sirikit,Sirikit,100.5,17.95,NA,NA,NA,ICOLD,Thailand,,NAN,Uttaradit,1972,,100.45,17.75,100.45,17.85,100.525,17.775,remapped
561,542,NA,GLWD,,Karakaya,38.41,38.52,NA,NA,NA,ICOLD_LRs,Turkey,,Firat,Diyarbakir,1987,,39.05,38.35,39.05,38.35,38.825,38.425,remapped
562,1349,NA,GLWD,Govind,Bhakra Dam (Gobind Sagar),76.47,31.41,NA,NA,NA,ICOLD_LRs,India,,Satluj,Nangal Township,1963,,76.45,31.45,76.45,31.45,76.425,31.425,correct position - centered in pixel
563,57,NA,GLWD,Cedar,Grand Rapids,-100.14,53.33,NA,NA,NA,ICOLD_LRs,Canada,,Saskatchewan,The Pas,1965,,-99.35,53.15,-99.35,53.15,-99.375,53.175,remapped
564,402,NA,GLWD,Diefenbaker,Gardiner,-106.9,50.96,NA,NA,NA,ICOLD_LRs,Canada,,South Saskatchewan,Saskatoon,1968,GloFAS station below G0324,-106.85,51.25,-106.85,51.25,-106.825,51.225,remapped
565,364,NA,GLWD,,Kureisk,88.49,67,NA,NA,NA,ICOLD_LRs,Russia,,Kureika,Norilsk,1989,,88.35,66.95,88.35,66.95,88.325,66.975,remapped
566,816,NA,GLWD,Manic Trois,Manicouagan 3,-68.65,50.1,NA,NA,NA,ICOLD_LRs,Canada,,Manicouagan,Baie Comeau,1975,,-68.65,49.75,-68.65,49.75,-68.625,49.775,remapped
567,3694,NA,GLWD,,Nurek,69.43,38.36,NA,NA,NA,ICOLD_LRs,Tajikistan,,Vakhsh,Nurek,1980,"cat2, not mr, not fc",69.35,38.35,69.35,38.35,69.325,38.375,remapped
568,199,NA,GLWD,Iepe,Capivara,-50.98,-22.83,NA,NA,NA,ICOLD_LRs,Brazil,,Paranapanema,Taciba/Porecatu,1976,,-51.35,-22.65,-51.35,-22.65,-51.325,-22.675,remapped
569,442,NA,GLWD,Govind Ballabah Pant,Rihand (Gobind Ballabh Pant Sagar),82.84,24.07,NA,NA,NA,LRs,India,,Rihand,Mirzapur,1962,,82.95,24.15,82.95,24.15,82.975,24.175,remapped
570,98,NA,GLWD,Argyle,Ord River (Lake Argyle),128.77,-16.43,NA,NA,NA,ICOLD,Australia,,Ord,Wyndham,1972,GloFAS station downstream G1349,128.75,-16.15,128.75,-16.15,128.725,-16.125,remapped
571,177,NA,GLWD,Imandra,Kumskaya,33.07,67.72,NA,NA,NA,ICOLD_LRs,Russia,,Kuma,Kandalaksha,1963,"cat2, cts 3 pixels",32.55,67.45,32.55,67.45,32.575,67.425,remapped
572,216,NA,GLWD,,Itaparica,-38.61,-8.87,NA,NA,NA,LRs,Brazil,,Sao Francisco,Petrolandia,1986,,-38.55,-8.95,-38.31208,-9.13792,-38.325,-9.125,remapped
573,969,NA,GLWD,Ondozero,Onda,33.37,63.78,NA,NA,NA,ICOLD_LRs,Russia,,Onda,Petrozavodsk,1956,GloFAS station sdd G1563 or G0073,33.25,63.85,33.25,63.85,33.625,63.725,remapped
574,494,NA,GLWD,,Agua Vermelha,-50.09,-19.96,NA,NA,NA,ICOLD_LRs,Brazil,,Grande,Guarani D'Oeste,1979,,-50.35,-19.85,-50.35,-19.85,-50.325,-19.875,remapped
575,386,NA,GLWD,,Manantali,-10.34,13.14,NA,NA,NA,ICOLD_LRs,Mali,,Bafing,Bafoulabe (90km),1988,,-10.45,13.15,-10.45,13.15,-10.425,13.175,remapped
576,370,NA,GLWD,,Hugh Keenleyside(Arrow),-117.8,50.19,NA,NA,NA,LRs,Canada,,Columbia,Castlegar,1968,,-117.85,49.35,-117.85,49.35,-117.875,49.325,remapped
577,242,NA,GLWD,Kovdozero,Verkhne-Tulomskaya,31.99,66.68,NA,NA,NA,ICOLD_LRs,Russia,,Tuloma,Murmansk,1965,,32.35,66.75,32.25,66.75,32.275,66.775,remapped
578,498,NA,GLWD,Nagarjuna,Nagarjunasagar Dam,79.22,16.43,NA,NA,NA,ICOLD,India,,Krishna,Hyderabad,1974,,79.35,16.55,79.35,16.55,79.275,16.575,remapped
579,596,NA,GLWD,Han Shui,Huanglongtan,111.2,32.66,NA,NA,NA,ICOLD,China,,Du He,Shiyan,1974,,111.45,32.55,111.45,32.55,111.525,32.525,remapped
580,290,NA,GLWD,Ossokamanuan,,-64.93,53.43,NA,NA,NA,Statistics,Canada,,,,0,,-64.65,53.35,-64.65,53.35,-64.025,53.575,unsure of position - 3arcmin vs 1deg
581,610,NA,GLWD,Franklin D. Roosevelt Lake,Grand Coulee,-118.17,48.32,NA,NA,NA,ICOLD,United States,,Columbia,Coulee Dam,1942,,-118.95,47.95,-118.85,47.95,-118.925,47.925,remapped
582,104,NA,GLWD,Kamskoye,Kama,56.26,58.8,NA,NA,NA,ICOLD_LRs,Russia,,Kama,Perm,1954,,56.35,58.15,56.35,58.15,56.325,58.125,remapped
583,279,NA,GLWD,Assad,,38.1,36.07,NA,NA,NA,Statistics,Syria,,,,0,,38.55,35.85,38.55,35.85,38.525,35.875,remapped
584,223,NA,GLWD,Pipmuacan,Des Roches,-70.12,49.62,NA,NA,NA,LRs,Canada,,Des Roches,Labrieville,1955,,-69.75,49.35,-69.75,49.35,-69.775,49.375,remapped
585,644,NA,GLWD,,Piedra del Aguila,-70.08,-40.33,NA,NA,NA,ICOLD,Argentina,,Limay,Bariloche,1993,,-70.05,-40.25,-70.05,-40.25,-70.075,-40.275,remapped
586,678,NA,GLWD,Gordon,Gordon,146.15,-42.72,NA,NA,NA,ICOLD,Australia,,Gordon,Queenstown,1974,"cat2, cts 5 pixels",145.95,-42.75,145.95,-42.75,145.975,-42.725,see ticket efcc2254
587,274,NA,GLWD,Er Rosieres,,34.5,11.52,NA,NA,NA,Statistics,Sudan,,,,0,,34.35,11.75,34.35,11.75,34.425,11.775,remapped
588,576,NA,GLWD,,Mosul,42.86,36.67,NA,NA,NA,ICOLD_LRs,Iraq,,Tigris,Mosul,1983,,42.85,36.65,42.85,36.65,42.825,36.625,remapped
589,203,NA,GLWD,,Sao Simao,-49.95,-18.62,NA,NA,NA,ICOLD,Brazil,,Paranaiba,Sao Simao,1978,,-50.55,-19.05,-50.55,-19.05,-50.525,-18.975,remapped
590,74,NA,GLWD,,Cheboksary,46.76,56.19,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Cheboksary,0,,47.15,56.15,47.15,56.15,47.425,56.125,remapped
592,113,NA,GLWD,,Saratov,48.36,52.74,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Balskpvp,1967,,47.75,52.05,47.75,52.05,47.775,52.075,duplicate - remapped
593,259,NA,GLWD,,Tres Irmaos,-50.8,-20.86,NA,NA,NA,ICOLD,Brazil,,Tiete,Pereira Barreto,1999,,-51.25,-20.65,-51.25,-20.65,-51.275,-20.675,remapped
594,1439,NA,GLWD,Bhumphol K. K. Nam,Bhumibol,98.87,17.31,NA,NA,NA,ICOLD,Thailand,,Ping,Tak,1964,,98.95,17.25,98.95,17.25,98.975,17.225,remapped
595,87,NA,GLWD,Kremenshugskoye,Kremenchug,32.62,49.28,NA,NA,NA,ICOLD,Ukraine,,Dnieper,Kremenchug,1960,,33.25,49.05,33.25,49.05,33.225,49.075,remapped
596,429,NA,GLWD,Tasik Kenyir,Kenyir Dam,102.72,5,NA,NA,NA,ICOLD_LRs,Malaysia,,S. Trengganu,Kuala Brang,1984,"cat2, cts",102.85,5.05,102.85,5.05,102.875,5.025,remapped
597,743,NA,GLWD,Tarbela,Tarbela,72.86,34.33,NA,NA,NA,ICOLD_LRs,Pakistan,,Indus,Taxila,1976,,72.75,34.15,72.75,34.15,72.725,34.075,remapped
598,60,NA,GLWD,,Nizhne-Kamskaya,52.8,55.89,NA,NA,NA,ICOLD_LRs,Russia,,Kama,Nab. Chelny,0,,52.35,55.75,52.35,55.75,52.275,55.725,remapped
599,658,NA,GLWD,,Shuifeng,125.36,40.67,NA,NA,NA,ICOLD_LRs,China,North Korea,Yalu Jiang,Kuandian,1943,,124.95,40.45,124.95,40.45,124.975,40.475,remapped
600,116,NA,GLWD,Kainji,Kainji,4.56,10.43,NA,NA,NA,ICOLD_LRs,Nigeria,,Niger,Ilorin,1968,,4.65,9.85,4.65,9.85,4.625,9.875,remapped
601,328,NA,GLWD,Mingechaurskoye,Mingechaur,46.79,40.93,NA,NA,NA,ICOLD_LRs,Azerbaijan,,Kura,Mingechaur,1953,GloFAS station below G0728,47.05,40.75,47.05,40.75,47.025,40.775,remapped
602,238,NA,GLWD,,Itumbiara,-49.05,-18.39,NA,NA,NA,ICOLD,Brazil,,Paranaiba,Itumbiara,1980,,-49.15,-18.45,-49.05,-18.35,-49.075,-18.425,correct position - centered in pixel
603,1319,NA,GLWD,,Verkhne-Svirskaya,34.9,61.11,NA,NA,NA,ICOLD_LRs,Russia,,Svir,Leningrad,1952,"cat2, between two big lakes",34.85,61.05,34.85,61.05,34.875,61.075,remapped
604,359,NA,GLWD,,Balbina,-58.25,-2.44,NA,NA,NA,ICOLD,Brazil,,Uatuma,Presidente Figueiredo,1987,GloFAS station far downstream G1156,-57.85,-2.55,-57.85,-2.55,-59.475,-1.875,improve position res near station G1157
605,341,NA,GLWD,,Emborcacao,-47.77,-18.42,NA,NA,NA,ICOLD,Brazil,,Paranaiba,Aragari,1981,,-47.95,-18.45,-47.95,-18.45,-47.975,-18.425,remapped
606,330,NA,GLWD,,Srinagarind,99.04,14.75,NA,NA,NA,ICOLD_LRs,Thailand,,Quae Yai,Kanchanaburi,1981,,99.05,14.45,99.05,14.45,99.125,14.425,remapped
607,79,NA,GLWD,Kakhovskoye,Kakhovskaya,33.95,47.27,NA,NA,NA,ICOLD,Ukraine,,Dnieper,Kakhovka,1955,GloFAS station below G0528,33.35,46.75,33.35,46.75,33.375,46.775,remapped
608,70,NA,GLWD,,Porto Primavera,-54.05,-23.81,NA,NA,NA,ICOLD,Brazil,,Parana,Batai Porta / T. Sampaio,1998,"remove, no reservoir in GranD",-54.15,-23.95,-54.15,-23.95,-54.675,-25.475,remapped - double check note column
609,201,NA,GLWD,Fort Peck Lake,Fort Peck,-107.29,47.68,NA,NA,NA,ICOLD,United States,,Missouri,Frazer,1937,,-106.35,48.05,-106.45,47.95,-106.375,47.975,remapped
610,729,NA,GLWD,Toktogul'skoye,Toktogul,72.91,41.76,NA,NA,NA,ICOLD_LRs,Kyrgyzstan,,Naryn,Naryn,1978,,72.65,41.65,72.65,41.65,72.675,41.675,remapped
611,335,NA,GLWD,,La Grande 4,-73.36,53.88,NA,NA,NA,ICOLD,Canada,,La Grande,Radisson,1984,,-73.55,53.85,-73.55,53.85,-73.475,53.875,remapped
612,180,NA,GLWD,Kafue,,27.16,-15.66,NA,NA,NA,Statistics,Zambia,,,,0,,27.45,-15.75,28.45,-15.85,28.425,-15.825,remapped
613,188,NA,GLWD,Repressa Tres Marias,Tres Marias,-45.21,-18.65,NA,NA,NA,ICOLD,Brazil,,Sao Francisco,Tres Marias,1960,GloFAS station downstream G1335,-45.25,-18.25,-45.25,-18.25,-45.275,-18.225,remapped
614,0,2445,GranD,,Yacyreta,0,0,-56.62625,-27.392083,21000,GranD,Paraguay,NA,Parana,Ituzaingo,1994,added from GranD,0,0,-56.85,-27.45,-56.775,-27.475,remapped
615,129,NA,GLWD,Repressa de Jupia,Ilha Solteira,-50.58,-19.83,NA,NA,NA,ICOLD_LRs,Brazil,,Parana,Ilha Solteira,1973,,-51.35,-20.35,-51.35,-20.35,-51.375,-20.375,remapped
616,220,NA,GLWD,Chocon,El Chocon (Min. E.Ramos Mexia res.),-69.01,-39.46,NA,NA,NA,ICOLD,Argentina,,Limay,Senillosa,1973,,-68.75,-39.25,-68.75,-39.25,-68.775,-39.275,remapped
617,110,NA,GLWD,"Lakes Sakakawea, Audubon",Garrison,-102.32,47.81,NA,NA,NA,ICOLD,United States,,Missouri,River Dale,1956,GloFAS station below G0527,-101.45,47.55,-101.45,47.55,-101.425,47.525,remapped
618,139,NA,GLWD,,Furnas,-46.09,-21.03,NA,NA,NA,ICOLD_LRs,Brazil,,Grande,Passos,1963,,-46.25,-20.65,-46.25,-20.65,-46.275,-20.675,remapped
619,112,NA,GLWD,Khantayskoye,Ust-Khantaika,87.75,67.96,NA,NA,NA,ICOLD_LRs,Russia,,Khantaika,Norilsk,1970,,87.75,68.05,87.75,68.05,87.775,68.075,remapped
620,740,NA,GLWD,Natalkuz,Kenney,-125.34,53.47,NA,NA,NA,ICOLD,Canada,,Nechako,Prince George,1952,GloFAs station below G0278,-124.95,53.55,-124.95,53.55,-124.925,53.575,remapped
621,122,NA,GLWD,Lake Oahe,Oahe,-100.38,45.49,NA,NA,NA,ICOLD,United States,,Missouri,Pierre,1958,,-100.45,44.45,-100.45,44.45,-100.425,44.475,remapped
622,71,NA,GLWD,Tsimlyanskoye,Tsimlyansk,42.98,48.05,NA,NA,NA,ICOLD_LRs,Russia,,Don,Rostov,1952,GloFAS station sdd G0504,42.15,47.65,42.15,47.65,42.125,47.625,remapped
623,437,NA,GLWD,,Mica,-118.44,52.15,NA,NA,NA,ICOLD,Canada,,Columbia,Revelstoke,1973,,-118.55,52.05,-118.55,52.05,-118.525,52.075,remapped
624,47,NA,GLWD,Rybinkskoye,Rybinsk,38.13,58.49,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Rybinsk,1941,GloFAS station G0198,38.85,58.05,38.55,58.15,38.725,58.225,remapped
625,173,NA,GLWD,Bahr al Milh,Raza Dyke,43.66,32.78,NA,NA,NA,ICOLD_LRs,Iraq,,Off Stream,Kerbala,1970,,43.85,32.65,43.85,32.65,43.875,32.675,remapped
626,108,NA,GLWD,Kossou,Kossou,-5.68,7.55,NA,NA,NA,ICOLD_LRs,Ivory Coast,,Bandama,Yamoussokro,1972,,-5.45,7.05,-5.45,7.05,-5.475,7.025,remapped
627,123,NA,GLWD,Brokopondo,,-57.44,4.13,NA,NA,NA,Statistics,Suriname,,,,0,,-57.25,4.35,-57.25,4.35,-57.275,4.375,remapped
628,131,NA,GLWD,KapchagayskoyeVodo.,Kapchagay,77.73,43.82,NA,NA,NA,ICOLD_LRs,Kazakhstan,,Ili,Alma-Ata,1970,,77.15,43.85,77.15,43.85,77.125,43.875,remapped
629,72,NA,GLWD,Southern Indian,Missi Falls Control,-98.61,57.14,NA,NA,NA,ICOLD_LRs,Canada,,Churchill,Lynn Lake,1976,GloFAS station below G0213,-97.75,57.45,-97.75,57.45,-98.875,56.875,see ticket efcc2254
630,65,NA,GLWD,Itaipu,Itaipu,-54.37,-24.74,NA,NA,NA,ICOLD_LRs,Paraguay,Brazil,Parana,Hernandarias,1982,,-54.65,-25.45,-54.55,-25.35,-54.575,-25.425,remapped
631,318,NA,GLWD,Keban Baraji,Keban,39.23,38.87,NA,NA,NA,LRs,Turkey,,Firat,Elazig,1974,,38.75,38.85,38.75,38.85,38.775,38.825,remapped
632,138,NA,GLWD,Sayano-shushenskoye,Sayano-Shushensk,92.41,52.26,NA,NA,NA,ICOLD_LRs,Russia,,Yenisei,Minusinsk,1990,,91.45,52.95,91.45,52.95,91.375,52.825,remapped
633,61,NA,GLWD,Volgogradskoye,Volgograd,45.85,50.35,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Vologograd,1958,GloFAS station G0441,44.65,48.85,44.75,48.95,44.675,48.825,remapped
634,27,NA,GLWD,Smallwood,Churchill Falls,-64.31,54.19,NA,NA,NA,LRs,Canada,,Churchill,Churchill,1971,GloFAS station G0286,-64.65,53.75,-64.35,53.65,-63.975,53.525,remapped
635,276,NA,GLWD,Lake Powell,Glen Cannon,-110.73,37.37,NA,NA,NA,ICOLD_LRs,United States,,Colorado,Lees Ferry,1966,GloFAS station below G0795,-111.45,36.95,-111.45,36.95,-111.475,36.975,remapped
636,19,NA,GLWD,Itaparica,Sobdradinho,-42.01,-10.18,NA,NA,NA,ICOLD_LRs,Brazil,,Sao Francisco,Juazeiro / Petrolina,1978,,-40.85,-9.45,-40.85,-9.45,-40.825,-9.425,remapped
637,107,NA,GLWD,Seul,,-92.05,50.4,NA,NA,NA,Statistics,Canada,,,,0,,-93.25,50.65,-93.15,50.65,-93.175,50.625,remapped
638,278,NA,GLWD,Lake Mead,Hoover (Boulder),-114.39,36.33,NA,NA,NA,ICOLD_LRs,United States,,Colorado,Boulder,1936,,-114.75,36.05,-114.75,36.05,-114.775,36.075,shift 1 pxl west
639,106,NA,GLWD,"Blommesteinmeer, W.J. Van",,-55.07,4.72,NA,NA,NA,Statistics,Suriname,,,,0,,-55.05,4.95,-55.05,4.95,-55.025,4.925,remapped
640,208,NA,GLWD,,Kouilou,12.44,-3.55,NA,NA,NA,LRs,Congo,,Kouilou,,1992,,12.35,-3.65,12.35,-3.65,12.375,-3.625,remapped
641,846,NA,GLWD,,Sanmenxia,110.27,34.96,NA,NA,NA,ICOLD_LRs,China,,Huang He,Samnenxia,1960,,111.25,34.85,111.25,34.85,111.325,34.825,remapped
642,80,NA,GLWD,Vilyuyskoye,Vilyui,111.16,62.73,NA,NA,NA,ICOLD_LRs,Russia,,Vilyui,Mirnyi,1967,"cat2, ldd wrong, ups area underestimated",110.05,62.15,112.25,63.05,112.475,63.025,remapped
643,77,NA,GLWD,Buhayrat ath Tharthar,,43.17,34.11,NA,NA,NA,Statistics,Iraq,,,,0,,43.45,33.65,43.45,33.65,43.275,33.925,Changes needed to LDD see ticket efcc2254
644,727,NA,GLWD,,Ataturk,38.38,37.6,NA,NA,NA,ICOLD_LRs,Turkey,,Firat,Sanliurfa,1992,,38.35,37.45,38.35,37.45,38.325,37.475,remapped
645,52,NA,GLWD,Tucurui,Tucurui (Raul G. Lhano),-49.49,-4.57,NA,NA,NA,ICOLD,Brazil,,Tocantins,Tucurui,1984,GloFAS station G1174,-49.65,-3.85,-49.65,-3.85,-49.625,-3.875,remapped
646,40,NA,GLWD,Zaysan,Bukhtarma,83.44,48.7,NA,NA,NA,ICOLD_LRs,Kazakhstan,,Irtysh,Ust-Kamenogorsk,1960,GloFAS station below G0360,83.45,49.55,83.45,49.55,83.375,49.675,remapped
647,168,NA,GLWD,Caniapiscau,Caniapiscau reservoir / Barrage KA-3,-69.84,54.29,NA,NA,NA,ICOLD_LRs,Canada,,Caniapiscau,Schefferville,1980,,-69.75,55.05,-69.85,54.95,-69.775,54.825,remapped
648,96,NA,GLWD,,Serra da Mesa (Sao Felix),-48.22,-13.77,NA,NA,NA,ICOLD_LRs,Brazil,,Tocantins,Minacu / Cavalcante,1993,GloFAS station below G1306,-48.15,-13.55,-48.15,-13.55,-48.325,-13.825,remapped
649,102,NA,GLWD,Ust-Ilimskoye,Ust-Ilim,102.32,57.15,NA,NA,NA,ICOLD_LRs,Russia,,Angara,Ust-Ilimsk,1977,,102.65,57.95,102.65,57.95,102.675,57.975,remapped
650,63,NA,GLWD,Grande,La Grande 3,-74.87,53.7,NA,NA,NA,ICOLD_LRs,Canada,,La Grande,Radisson,1981,,-75.95,53.75,-75.95,53.75,-75.975,53.725,remapped
651,54,NA,GLWD,Grande,La Grande 2,-76.73,53.86,NA,NA,NA,ICOLD_LRs,Canada,,La Grande,Radisson,1992,,-77.55,53.75,-77.55,53.75,-77.525,53.775,remapped
652,42,NA,GLWD,Cabora  Bassa,Cabora Bassa,31.63,-15.73,NA,NA,NA,LRs,Mozambique,Zimbabwe,Zambeze,Tete,1974,,32.75,-15.55,32.74305,-15.54889,32.675,-15.575,remapped
653,88,NA,GLWD,Zeyskoye,Zeya,127.8,54.26,NA,NA,NA,ICOLD_LRs,Russia,,Zeya,Blagoveshchensk,1978,,127.35,53.85,127.35,53.85,127.325,53.775,remapped
654,93,NA,GLWD,Krasnoyarskoye,Krasnoyarsk,90.94,54.84,NA,NA,NA,ICOLD_LRs,Russia,,Yenisei,Krasnoyarsk,1967,"GloFAS station G0253, other downstream G0191",92.25,55.85,92.25,55.85,92.275,55.925,remapped
655,103,NA,GLWD,Williston,"Bennett, W.A.C.",-123.91,55.95,NA,NA,NA,ICOLD,Canada,,Peace,Hudson Hope,1967,GloFAS station below G0233,-122.25,56.05,-122.25,56.05,-122.225,56.025,remapped
656,154,NA,GLWD,Caroni,Guri (Raul Leoni),-62.83,7.2,NA,NA,NA,ICOLD_LRs,Venezuela,,Caroni,Ciudad Guayana,1986,,-62.95,7.75,-62.95,7.75,-62.975,7.775,remapped
657,82,NA,GLWD,Manicouagan,Daniel Johnson (Manicouagan 5),-69.13,51.35,NA,NA,NA,ICOLD_LRs,Canada,,Manicouagan,Baie Comeau,1968,,-68.75,50.65,-68.75,50.65,-68.725,50.675,remapped
658,24,NA,GLWD,Volta,Akosombo,0.11,7.63,NA,NA,NA,ICOLD,Ghana,,Volta,Accra,1981,"cat2, cts",0.05,6.15,0.05,6.15,0.075,6.325,remapped
659,48,NA,GLWD,Nasser,Aswan High,32.58,22.86,NA,NA,NA,ICOLD_LRs,Egypt,Sudan,Nile,Aswan,1970,,32.85,23.95,32.85,23.95,32.875,23.925,remapped
