station_id,version__origin__name,version__version,StationName,StationLon,StationLat,Alive,CAL_TYPE,Calibration ID,Catchment,Country code,DrainingArea.km2.LDD,DrainingArea.km2.Provider,EC_Catchments,EC_calib,Exclude,FixedRepPoint,HasD,HasHD,HasHWL,HasRTD,HasRTWL,HasWL,Height,LSFCalib,LisfloodX,LisfloodY,MdlStep,ModelFile,Notes,ObsID,PostProcess,Provider ID,RealTime,River,KGE,correlation,bias,variability
466,EFAS,12,Fürstenfeldbruck,11.261473,48.177101,1,HIST_6h,,Danube,DE,1350.0,1230.25,Danube,2.0,0,True,1,1,1,1,1,1,514.23,False,4412500.0,2782500.0,24.0,ID_466.mod,close to 457,466,True,1025,True,Amper,0.774,0.872,1.014,0.814
467,EFAS,12,Harburg,10.692216,48.783017,1,NRT_6h,C442,Danube,DE,1625.0,1568.62,Danube,3.0,0,True,1,1,1,1,1,1,400.65,True,4367500.0,2857500.0,6.0,ID_467.mod,,467,True,1025,True,Wornitz,0.793,0.875,1.011,0.835
468,EFAS,12,Hüttendorf,10.9736,49.5461,1,NRT_6h,C706,Rhine,DE,3875.0,3864.37,Rhine,3.0,0,True,1,1,1,1,1,1,273.72,True,4392500.0,2932500.0,6.0,ID_468.mod,,468,True,1025,True,Regnitz,0.738,0.754,0.912,0.98
469,EFAS,12,Ingolstadt Luitpoldstraße,11.426,48.7574,1,NRT_6h,C357,Danube,DE,20225.0,20001.0,Danube,3.0,0,True,1,1,1,1,1,1,360.35,True,4422500.0,2847500.0,6.0,ID_469.mod,,469,True,1025,True,Danube,0.861,0.869,1.045,1.01
470,EFAS,12,Inkofen,11.8652,48.4607,1,NRT_6h,,Danube,DE,3175.0,3075.62,Danube,3.0,0,True,1,1,1,1,1,1,415.58,True,4452500.0,2817500.0,6.0,ID_470.mod,,470,True,1025,True,Amper,0.741,0.76,1.09,0.963
471,EFAS,12,Kelheim,11.8643,48.9166,1,NRT_6h,,Danube,DE,23075.0,23019.24,Danube,3.0,0,True,1,1,1,1,1,1,337.1,True,4452500.0,2862500.0,6.0,ID_471.mod,,471,True,1025,True,Danube,0.866,0.884,1.065,0.982
472,EFAS,12,Kemmern,10.8741,49.951,1,NRT_6h,C707,Rhine,DE,4150.0,4223.84,Rhine,3.0,0,True,1,1,1,1,1,1,230.22,True,4382500.0,2987500.0,6.0,ID_472.mod,,472,True,1025,True,Main,0.88,0.897,0.938,0.99
473,EFAS,12,Kienhof,12.4951,49.1903,1,NRT_6h,C445,Danube,DE,2150.0,2174.12,Danube,2.0,0,True,1,1,1,1,1,1,354.12,False,4507500.0,2902500.0,6.0,ID_473.mod,close to 903,473,True,1025,True,Regen,0.763,0.78,1.06,1.064
474,EFAS,12,Landau,12.692566,48.675294,1,NRT_6h,C363,Danube,DE,8625.0,8391.54,Danube,2.0,0,True,1,1,1,1,1,1,333.65,False,4512500.0,2842500.0,6.0,ID_474.mod,close to 483,474,True,1025,True,Isar,0.736,0.853,1.118,1.185
475,EFAS,12,Laufen Siegerstetter Keller,12.933,47.9397,1,NRT_6h,,Danube,DE,6100.0,6112.11,Danube,2.0,0,True,1,1,1,1,1,1,387.05,False,4542500.0,2762500.0,6.0,ID_475.mod,close to 461,475,True,1025,True,Salzach,0.884,0.892,0.968,1.026
476,EFAS,12,Mainleus,11.373051,50.099504,1,NRT_6h,,Rhine,DE,1175.0,1165.55,Rhine,2.0,0,True,1,1,1,1,1,1,284.56,False,4417500.0,2997500.0,6.0,ID_476.mod,Close to 486,476,True,1025,True,Main,0.647,0.888,0.831,1.29
477,EFAS,12,Münchshofen,12.084,49.234,1,NRT_6h,,Danube,DE,4025.0,4007.77,Danube,3.0,0,True,1,1,1,1,1,1,344.01,True,4467500.0,2902500.0,6.0,ID_477.mod,,477,True,1025,True,Naab,0.855,0.884,0.972,0.918
478,EFAS,12,Neumühle,10.99117,49.436077,1,NRT_6h,,Rhine,DE,1825.0,1846.64,Rhine,3.0,0,True,1,1,1,1,1,1,28747.0,True,4392500.0,2922500.0,6.0,ID_478.mod,lake,478,True,1025,True,Rednitz,0.536,0.541,0.99,0.937
479,EFAS,12,"Neu Ulm, Bad Held",9.9867,48.3892,1,NRT_6h,,Danube,DE,7600.0,7587.88,Danube,3.0,0,True,1,1,1,1,1,1,464.92,True,4317500.0,2807500.0,6.0,ID_479.mod,,479,True,1025,True,Danube,0.844,0.9,1.095,1.073
480,EFAS,12,Nürnberg,11.052531,49.45582,1,NRT_6h,,Rhine,DE,1225.0,1197.58,Rhine,3.0,0,True,1,1,1,1,1,1,288.8,True,4397500.0,2927500.0,6.0,ID_480.mod,,480,True,1025,True,Pegnitz,0.653,0.675,1.122,0.988
481,EFAS,12,Oberaudorf,12.1961,47.644,1,NRT_6h,C058,Danube,DE,9725.0,9714.85,Danube,2.0,0,True,1,1,1,1,1,1,464.0,False,4482500.0,2722500.0,6.0,ID_481.mod,oscillations close to 484,481,True,1025,True,Inn,,,,
482,EFAS,12,Passau Ingling,13.444142,48.561512,1,NRT_6h,C056,Danube,DE,26100.0,26062.72,Danube,2.0,0,True,1,1,1,1,1,1,289.19,False,4577500.0,2827500.0,6.0,ID_482.mod,exclude peak in 06-2013 for problems to the river gauge  close to 1967,482,True,1025,True,Inn,,,,
483,EFAS,12,Plattling,12.8835,48.771,1,NRT_6h,,Danube,DE,9000.0,8435.03,Danube,3.0,0,True,1,1,1,1,1,1,316.31,True,4532500.0,2852500.0,6.0,ID_483.mod,,483,True,1025,True,Isar,0.762,0.85,1.138,1.123
484,EFAS,12,Rosenheim o.d. Mangfallmündung,12.143314,47.854474,1,NRT_6h,,Danube,DE,10225.0,10180.59,Danube,2.0,0,True,1,1,1,1,1,1,440.0,False,4482500.0,2747500.0,6.0,ID_484.mod,close to 489,484,True,1025,True,Inn,,,,
485,EFAS,12,Salz,10.192633,50.31,1,NRT_6h,,Rhine,DE,1025.0,1041.76,Rhine,2.0,0,True,1,1,1,1,1,1,221.62,False,4337500.0,3022500.0,6.0,ID_485.mod,Close to 459,485,True,1025,True,Franconian Saale,0.712,0.87,1.121,0.774
486,EFAS,12,Schwürbitz,11.1512,50.165,1,NRT_6h,,Rhine,DE,2500.0,2418.68,Rhine,3.0,0,True,1,1,1,1,1,1,263.5,True,4402500.0,3007500.0,6.0,ID_486.mod,,486,True,1025,True,Main,0.847,0.904,0.889,1.045
487,EFAS,12,Seebruck,12.480662,47.934545,1,NRT_6h,,Danube,DE,1500.0,1399.32,Danube,3.0,0,True,1,1,1,1,1,1,517.34,True,4507500.0,2762500.0,6.0,ID_487.mod,lake moved station downstream,487,True,1025,True,Alz,0.847,0.883,1.098,1.012
488,EFAS,12,Unterköblitz,12.154,49.5356,1,NRT_6h,,Danube,DE,1975.0,2010.38,Danube,3.0,0,True,1,1,1,1,1,1,369.63,True,4477500.0,2937500.0,6.0,ID_488.mod,,488,True,1025,True,Naab,0.868,0.882,1.009,0.941
489,EFAS,12,Wasserburg,12.2343,48.0593,1,NRT_6h,C364,Danube,DE,12100.0,11980.37,Danube,3.0,0,True,1,1,1,1,1,1,420.45,True,4482500.0,2767500.0,6.0,ID_489.mod,Oscillations,489,True,1025,True,Inn,0.907,0.915,0.977,0.971
490,EFAS,12,Wolfsmünster,9.7356,50.0877,1,NRT_6h,C709,Rhine,DE,2125.0,2120.89,Rhine,3.0,0,True,1,1,1,1,1,1,155.38,True,4302500.0,2997500.0,6.0,ID_490.mod,,490,True,1025,True,Franconian Saale,0.773,0.904,1.097,0.819
491,EFAS,12,Tokarnia,20.4531,50.7742,0,HIST_24h,,Vistula,PL,1225.0,,Vistula,3.0,0,True,0,1,1,0,0,0,213.1,True,5057500.0,3127500.0,24.0,ID_491.mod,,491,False,1024,False,Czarna Nida,0.534,0.585,0.914,1.194
492,EFAS,12,ŻABNO,20.863611,50.131944,1,HIST_24h,C225,Vistula,PL,6900.0,6740.66,Vistula,3.0,0,True,1,1,1,1,1,1,172.43,True,5097500.0,3052500.0,6.0,ID_492.mod,,492,True,1024,True,Dunajec,0.834,0.835,0.995,0.983
493,EFAS,12,Pinczow,20.5208,50.5139,0,HIST_24h,C564,Vistula,PL,3400.0,,Vistula,3.0,0,True,0,1,1,0,0,0,185.58,True,5062500.0,3097500.0,24.0,ID_493.mod,,493,False,1024,False,Nida,0.517,0.661,0.932,1.338
494,EFAS,12,Stary Sacz,20.66,49.5686,0,HIST_24h,C549,Vistula,PL,2100.0,,Vistula,1.0,0,True,0,1,1,0,0,0,297.57,False,5087500.0,2992500.0,24.0,ID_494.mod,Large outliers Moved on affluent,494,False,1024,False,Poprad,0.764,0.785,0.941,1.08
495,EFAS,12,Proszowki,20.4336,49.9961,0,HIST_24h,C539,Vistula,PL,1475.0,1470.0,Vistula,3.0,0,True,0,1,1,0,0,0,187.16,True,5062500.0,3037500.0,24.0,ID_495.mod,dam,495,False,1024,False,Raba,0.72,0.724,0.958,0.985
496,EFAS,12,JAROSŁAW,22.702778,50.021111,1,HIST_24h,,Vistula,PL,6975.0,7028.16,Vistula,3.0,0,True,1,1,1,1,1,1,172.21,True,5222500.0,3072500.0,6.0,ID_496.mod,,496,True,1024,True,San,0.764,0.81,0.94,1.127
497,EFAS,12,NISKO,22.192778,50.52,1,HIST_24h,C223,Vistula,PL,15575.0,15578.39,Vistula,3.0,0,True,1,1,1,1,1,1,149.67,True,5177500.0,3117500.0,6.0,ID_497.mod,,497,True,1024,True,San,0.81,0.822,0.962,1.055
498,EFAS,12,Zator,19.4456,49.9992,0,HIST_24h,C538,Vistula,PL,1125.0,,Vistula,3.0,0,True,0,1,1,0,0,0,221.67,True,4997500.0,3027500.0,24.0,ID_498.mod,Moved on affluent,498,False,1024,False,Skawa,0.795,0.797,0.992,0.971
499,EFAS,12,PUSTYNIA,19.236389,50.063611,1,HIST_24h,,Vistula,PL,2925.0,3945.78,Vistula,3.0,0,True,1,1,1,1,1,1,223.42,True,4977500.0,3032500.0,24.0,ID_499.mod,,499,True,1024,True,Vistula,,,,
500,EFAS,12,SMOLICE,19.460278,50.031111,1,HIST_24h,C544,Vistula,PL,6750.0,6796.18,Vistula,3.0,0,True,0,1,1,1,1,1,214.1,True,4997500.0,3032500.0,24.0,ID_500.mod,,500,False,1024,False,Vistula,0.823,0.852,0.95,0.916
501,EFAS,12,POPĘDZYNKA,20.549444,50.141389,1,HIST_24h,,Vistula,PL,10650.0,10691.14,Vistula,3.0,0,True,1,1,1,1,1,1,173.44,True,5072500.0,3057500.0,6.0,ID_501.mod,,501,True,1024,True,Vistula,0.86,0.879,0.933,0.984
502,EFAS,12,SZCZUCIN,21.077222,50.326944,1,HIST_24h,,Vistula,PL,24125.0,23876.38,Vistula,3.0,0,True,1,1,1,1,1,1,159.15,True,5102500.0,3082500.0,6.0,ID_502.mod,,502,True,1024,True,Vistula,0.875,0.883,1.009,0.958
503,EFAS,12,SANDOMIERZ,21.746111,50.6725,1,HIST_24h,C217,Vistula,PL,32125.0,31809.9,Vistula,3.0,0,True,1,1,1,1,1,1,139.15,True,5147500.0,3127500.0,6.0,ID_503.mod,,503,True,1024,True,Vistula,0.879,0.885,0.964,0.991
504,EFAS,12,ZAWICHOST,21.862778,50.805833,1,HIST_24h,,Vistula,PL,50650.0,50654.57,Vistula,3.0,0,True,1,1,1,1,1,1,133.38,True,5152500.0,3142500.0,6.0,ID_504.mod,,504,True,1024,True,Vistula,0.87,0.871,0.98,1.005
505,EFAS,12,Rzeszow,22.0156,50.0397,0,HIST_24h,C563,Vistula,PL,2125.0,,Vistula,3.0,0,True,0,1,1,0,0,0,193.21,True,5177500.0,3062500.0,24.0,ID_505.mod,,505,False,1024,False,Wislok,0.751,0.758,1.025,0.95
506,EFAS,12,MIELEC 2,21.430556,50.278889,1,HIST_24h,C224,Vistula,PL,3900.0,3891.69,Vistula,3.0,0,True,1,1,1,1,1,1,161.41,True,5127500.0,3087500.0,6.0,ID_506.mod,,506,True,1024,True,WISLOKA,0.784,0.81,0.897,1.011
507,EFAS,12,Kunow,21.2789,50.9619,0,HIST_24h,,Vistula,PL,1125.0,,Vistula,3.0,0,True,0,1,1,0,0,0,176.11,True,5107500.0,3157500.0,24.0,ID_507.mod,,507,False,1024,False,Kamienna,0.608,0.649,0.845,0.921
508,EFAS,12,Lochow,21.6783,52.51,0,HIST_24h,C555,Vistula,PL,2475.0,2462.0,Vistula,3.0,0,True,0,1,1,0,0,0,95.01,True,5112500.0,3327500.0,24.0,ID_508.mod,,508,False,1024,False,Liwiec,0.534,0.54,1.067,0.97
509,EFAS,12,SULEJÓW (KOPALNIA),19.88611,51.34361,1,HIST_24h,,Vistula,PL,4075.0,3927.69,Vistula,3.0,0,True,1,1,1,1,1,1,166.32,True,5007500.0,3182500.0,6.0,ID_509.mod,,509,True,1024,True,Pilica,0.584,0.635,0.923,1.184
510,EFAS,12,KOŚMIN,22.001389,51.573056,1,HIST_24h,C222,Vistula,PL,10200.0,10292.67,Vistula,3.0,0,True,1,1,1,1,1,1,115.0,True,5142500.0,3227500.0,6.0,ID_510.mod,,510,True,1024,True,Wieprz,0.009,0.415,0.93,1.797
511,EFAS,12,BORKOWO,20.665556,52.561667,1,HIST_24h,C546,Vistula,PL,5175.0,5133.19,Vistula,3.0,0,True,1,1,1,1,1,1,75.31,True,5042500.0,3327500.0,6.0,ID_511.mod,,511,True,1024,True,Wkra,0.583,0.583,1.01,0.99
512,EFAS,12,BURZYN,22.459444,53.273889,1,HIST_24h,C550,Vistula,PL,6975.0,6928.92,Vistula,3.0,0,True,1,1,1,1,1,1,98.84,True,5147500.0,3422500.0,6.0,ID_512.mod,,512,True,1024,True,Biebrza,0.643,0.653,1.041,1.07
513,EFAS,12,Prosna,21.086667,54.2336,0,HIST_24h,C536,Pregolya,PL,1625.0,,Pregolya,3.0,0,True,0,1,1,0,0,0,29.37,True,5042500.0,3512500.0,24.0,ID_513.mod,,513,False,1024,False,Guber,0.63,0.68,1.177,1.052
514,EFAS,12,Sepopol,21.005278,54.2664,0,HIST_24h,C554,Pregolya,PL,3675.0,,Pregolya,3.0,0,True,0,1,1,0,0,0,26.98,True,5032500.0,3512500.0,24.0,ID_514.mod,Moved upstream of confluence,514,False,1024,False,Lyna,0.682,0.722,1.071,1.138
515,EFAS,12,STRĘKOWA GÓRA,22.538889,53.219722,1,HIST_24h,C543,Vistula,PL,6800.0,7205.5,Vistula,3.0,0,True,1,1,1,1,1,1,99.17,True,5157500.0,3417500.0,6.0,ID_515.mod,Moved on the other affluent  Moved East to avoid conflict in inclow point,515,True,1024,True,Narew,0.074,0.286,1.088,1.584
516,EFAS,12,PIĄTNICA-ŁOMŻA,22.093333,53.193333,1,HIST_24h,,Vistula,PL,15050.0,15347.46,Vistula,3.0,0,True,1,1,1,1,1,1,95.34,True,5122500.0,3412500.0,6.0,ID_516.mod,,516,True,1024,True,Narew,0.45,0.499,1.105,1.2
517,EFAS,12,ZAMBSKI KOŚCIELNE,21.206111,52.756111,1,HIST_24h,C218,Vistula,PL,25925.0,27807.5,Vistula,3.0,0,True,1,1,1,1,1,1,79.02,True,5077500.0,3352500.0,6.0,ID_517.mod,,517,True,1024,True,Narew,0.42,0.433,1.084,1.092
518,EFAS,12,Bialobrzeg Blizszy,21.478889,53.1083,0,HIST_24h,C545,Vistula,PL,2100.0,,Vistula,3.0,0,True,0,1,1,0,0,0,94.41,True,5087500.0,3392500.0,24.0,ID_518.mod,,518,False,1024,False,Omulew,0.038,0.143,1.082,1.428
519,EFAS,12,Makow Mazowiecki,21.106944,52.8592,0,HIST_24h,C565,Vistula,PL,1925.0,,Vistula,1.0,0,True,0,1,1,0,0,0,90.87,False,5067500.0,3362500.0,24.0,ID_519.mod,Large outliers,519,False,1024,False,Orzyc,-0.575,0.426,0.994,2.467
520,EFAS,12,DOBRYLAS,21.866944,53.284722,1,HIST_24h,C556,Vistula,PL,4525.0,4082.38,Vistula,3.0,0,True,1,1,1,1,1,1,98.1,True,5102500.0,3422500.0,6.0,ID_520.mod,,520,True,1024,True,Pisa,0.479,0.489,1.06,0.919
521,EFAS,12,Fasty,23.025833,53.1786,0,HIST_24h,,Vistula,PL,1925.0,,Vistula,3.0,0,True,0,1,1,0,0,0,109.51,True,5187500.0,3417500.0,24.0,ID_521.mod,,521,False,1024,False,Suprasl,0.468,0.472,1.057,0.963
522,EFAS,12,Mieduniszki,21.980278,54.3264,0,HIST_24h,,Pregolya,PL,1000.0,,Pregolya,3.0,0,True,0,1,1,0,0,0,86.72,True,5097500.0,3532500.0,24.0,ID_522.mod,,522,False,1024,False,Angrapa,0.474,0.583,0.73,1.173
523,EFAS,12,Krzyzanowice,17.048333,51.171111,0,HIST_24h,,Oder,PL,2000.0,,Oder,1.0,0,True,0,1,1,0,0,0,115.0,False,4812500.0,3142500.0,24.0,ID_523.mod,Large outliers,523,False,1024,False,Widawa,,,,
524,EFAS,12,Piatnica,16.198611,51.227778,0,HIST_24h,,Oder,PL,2050.0,,Oder,1.0,0,True,0,1,1,0,0,0,117.0,False,4752500.0,3142500.0,24.0,ID_524.mod,Difficolt to locate,524,False,1024,False,Kaczawa,,,,
526,EFAS,12,Olawa,17.292778,50.947778,0,HIST_24h,,Oder,PL,800.0,,Oder,3.0,0,True,0,1,1,0,0,0,129.0,True,4832500.0,3112500.0,24.0,ID_526.mod,Moved on affluent,526,False,1024,False,Osława,0.618,0.646,0.905,1.108
527,EFAS,12,Opole,17.920278,50.669444,0,,,Oder,PL,11050.0,,Oder,,0,True,0,1,1,0,0,0,157.0,False,4877500.0,3092500.0,,,No discharge data available for calibration period,527,False,1024,False,Oder,,,,
528,EFAS,12,OPOLE-GROSZOWICE,17.939444,50.634444,1,,,Oder,PL,10975.0,10934.98,Oder,,0,True,0,1,1,0,1,1,147.12,False,4882500.0,3082500.0,,,No discharge data available for calibration period,528,False,1024,False,Oder,,,,
529,EFAS,12,DOBROSZÓW WIELKI,15.256667,51.774444,1,,,Oder,PL,5375.0,5364.52,Oder,,0,True,1,1,1,1,1,1,74.05,False,4687500.0,3192500.0,6.0,ID_529.mod,Not enough discarge data available for calibration period,529,True,1024,True,Bobr,0.768,0.779,0.976,1.069
530,EFAS,12,OŁAWA (MOST),17.306389,50.946389,1,HIST_24h,C182,Oder,PL,20025.0,19791.25,Oder,3.0,0,True,1,1,1,1,1,1,121.98,True,4842500.0,3117500.0,24.0,ID_530.mod,Moved East to avoid conflict in inflow point,530,True,1024,True,Oder,0.693,0.789,1.115,1.19
531,EFAS,12,SKOROGOSZCZ,17.675,50.761944,1,HIST_24h,C190,Oder,PL,4625.0,4489.48,Oder,3.0,0,True,1,1,1,1,1,1,139.85,True,4857500.0,3102500.0,6.0,ID_531.mod,,531,True,1024,True,Eastern Neisse,0.647,0.654,0.976,0.933
532,EFAS,12,NOWA SÓL,15.721667,51.802222,1,HIST_24h,,Oder,PL,37150.0,36839.82,Oder,3.0,0,True,1,1,1,1,1,1,58.82,True,4722500.0,3197500.0,6.0,ID_532.mod,,532,True,1024,True,Oder,0.689,0.694,1.014,1.05
533,EFAS,12,CIGACICE,15.6075,52.033056,1,HIST_24h,,Oder,PL,39025.0,39900.85,Oder,3.0,0,True,1,1,1,1,1,1,47.4,True,4707500.0,3227500.0,6.0,ID_533.mod,,533,True,1024,True,Oder,0.686,0.69,0.949,1.016
534,EFAS,12,Bardo,16.741111,50.503611,0,HIST_24h,,Oder,PL,1750.0,,Oder,3.0,0,True,0,1,1,0,0,0,256.0,True,4797500.0,3067500.0,24.0,ID_534.mod,,534,False,1024,False,Nysa Klodzka,0.644,0.69,1.176,0.985
535,EFAS,12,OSETNO,16.4625,51.631667,1,HIST_24h,C547,Oder,PL,4575.0,4579.55,Oder,0.0,0,True,1,1,1,1,1,1,77.5,False,4762500.0,3192500.0,6.0,ID_535.mod,low discharge maybe wrong LDD,535,True,1024,True,Barycz,-0.118,0.278,1.468,0.285
536,EFAS,12,POŁĘCKO,14.892222,52.052778,1,HIST_24h,C180,Oder,PL,46350.0,47164.75,Oder,3.0,0,True,1,1,1,1,1,1,32.62,True,4652500.0,3227500.0,6.0,ID_536.mod,,536,True,1024,True,Oder,0.723,0.725,1.008,0.971
537,EFAS,12,Korzensko,16.8725,51.539167,0,HIST_24h,,Oder,PL,1150.0,,Oder,0.0,1,False,0,1,1,0,0,0,89.0,False,4797500.0,3182500.0,,,DO NOT USE Wrong LDD,537,False,1024,False,Orla,-0.167,0.216,1.285,0.183
538,EFAS,12,RACIBÓRZ-MIEDONIA,18.230833,50.122778,1,HIST_24h,C183,Oder,PL,6725.0,6728.54,Oder,3.0,0,True,1,1,1,1,1,1,176.28,True,4907500.0,3037500.0,6.0,ID_538.mod,,538,True,1024,True,Oder,0.78,0.798,0.993,1.086
539,EFAS,12,ŚCINAWA,16.443333,51.408889,1,HIST_24h,C181,Oder,PL,29650.0,29611.72,Oder,3.0,0,True,1,1,1,1,1,1,86.72,True,4767500.0,3157500.0,6.0,ID_539.mod,,539,True,1024,True,Oder,0.682,0.739,0.944,1.173
540,EFAS,12,UJŚCIE NYSY KŁODZKIEJ,17.661944,50.818889,1,,,Oder,PL,18375.0,13436.07,Oder,,0,True,0,1,1,0,1,1,135.54,False,4857500.0,3107500.0,,,No discharge data available for calibration period,540,False,1024,False,Oder,,,,
541,EFAS,12,Turawa,18.079167,50.738889,0,HIST_24h,C189,Oder,PL,1475.0,,Oder,0.0,0,True,0,1,1,0,0,0,166.0,False,4892500.0,3102500.0,24.0,ID_541.mod,Low quality data,541,False,1024,False,Mala Panew,,,,
542,EFAS,12,Jarnoltow,16.842778,51.121944,0,HIST_24h,C191,Oder,PL,1675.0,,Oder,3.0,0,True,0,1,1,0,0,0,95.0,True,4797500.0,3132500.0,24.0,ID_542.mod,,542,False,1024,False,Bystrzyca,0.532,0.588,1.191,0.887
543,EFAS,12,SŁUBICE,14.556111,52.348333,1,HIST_24h,C179,Oder,PL,52000.0,53511.26,Oder,2.0,0,True,1,1,1,1,1,1,17.45,False,4627500.0,3262500.0,6.0,ID_543.mod,Close to 21,543,True,1024,True,Oder,0.705,0.715,0.947,1.053
544,EFAS,12,GOZDOWICE,14.317778,52.764167,1,HIST_24h,,Oder,PL,109775.0,109795.07,Oder,2.0,0,True,1,1,1,1,1,1,3.02,False,4607500.0,3307500.0,6.0,ID_544.mod,Close to 26,544,True,1024,True,Oder,0.681,0.685,0.975,1.044
545,EFAS,12,DZIAŁOSZYN,18.873333,51.11,1,HIST_24h,C540,Oder,PL,4050.0,4093.63,Oder,3.0,0,True,1,1,1,1,1,1,172.58,True,4937500.0,3147500.0,6.0,ID_545.mod,,545,True,1024,True,Warta,0.629,0.63,1.024,1.022
546,EFAS,12,SIERADZ,18.7425,51.599444,1,HIST_24h,,Oder,PL,8225.0,8156.15,Oder,3.0,0,True,1,1,1,1,1,1,125.09,True,4922500.0,3202500.0,6.0,ID_546.mod,,546,True,1024,True,Zeglina,0.685,0.693,1.049,1.048
547,EFAS,12,SŁAWSK,18.134722,52.198611,1,HIST_24h,C197,Oder,PL,13750.0,13759.46,Oder,3.0,0,True,1,1,1,1,1,1,75.77,True,4872500.0,3262500.0,6.0,ID_547.mod,,547,True,1024,True,Warta,0.709,0.718,0.968,0.936
548,EFAS,12,POZNAŃ (MOST ROCHA),16.942778,52.398611,1,HIST_24h,C196,Oder,PL,25575.0,25908.89,Oder,3.0,0,True,1,1,1,1,1,1,49.46,True,4792500.0,3282500.0,6.0,ID_548.mod,use data after 1997,548,True,1024,True,Warta,0.666,0.677,0.974,1.081
549,EFAS,12,GORZÓW WIELKOPOLSKI,15.253056,52.73,1,HIST_24h,C194,Oder,PL,53275.0,52362.12,Oder,3.0,0,True,1,1,1,1,1,1,15.51,True,4682500.0,3302500.0,6.0,ID_549.mod,use data after 1997,549,True,1024,True,Warta,0.636,0.66,0.961,1.124
550,EFAS,12,Dabie,18.825278,52.085278,0,HIST_24h,C542,Oder,PL,1825.0,,Oder,3.0,0,True,0,1,1,0,0,0,93.0,True,4922500.0,3257500.0,24.0,ID_550.mod,,550,False,1024,False,Ner,0.556,0.596,0.875,1.135
551,EFAS,12,NOWE DREZDENKO,15.837778,52.850833,1,HIST_24h,C199,Oder,PL,16850.0,15916.27,Oder,3.0,0,True,1,1,1,1,1,1,24.21,True,4717500.0,3322500.0,6.0,ID_551.mod,,551,True,1024,True,Notec,0.439,0.496,0.882,1.215
552,EFAS,12,BOGUSŁAW,17.954722,51.898889,1,HIST_24h,,Oder,PL,4300.0,4282.38,Oder,3.0,0,True,1,1,1,1,1,1,87.9,True,4867500.0,3227500.0,6.0,ID_552.mod,,552,True,1024,True,Prosna,0.607,0.651,0.861,1.117
553,EFAS,12,PIŁA,16.740278,53.151389,1,HIST_24h,C557,Oder,PL,4725.0,4712.57,Oder,0.0,0,True,1,1,1,1,1,1,54.38,False,4772500.0,3362500.0,6.0,ID_553.mod,low quality data  flow is too small compared to catchment size possibly wrong location,553,True,1024,True,Gwda,0.289,0.459,0.851,1.437
554,EFAS,12,Drawiny,15.977778,52.885556,0,HIST_24h,,Oder,PL,3000.0,,Oder,3.0,0,True,0,1,1,0,0,0,30.0,True,4722500.0,3327500.0,24.0,ID_554.mod,,554,False,1024,False,Drawa,0.289,0.441,0.898,1.428
555,EFAS,12,Podgorze,18.943333,51.465,0,HIST_24h,C541,Oder,PL,2425.0,,Oder,3.0,0,True,0,1,1,0,0,0,140.0,True,4942500.0,3187500.0,24.0,ID_555.mod,,555,False,1024,False,Widawka,0.656,0.667,1.061,1.062
556,EFAS,12,Nemcice,15.808156,50.09454,0,HIST_24h,C559,Elbe,CZ,4275.0,4300.51,Elbe,3.0,0,True,0,1,0,0,0,0,216.91,True,4737500.0,3022500.0,24.0,ID_556.mod,Moved North to avoid conflict in inflow point,556,False,1019,False,Labe,0.678,0.773,0.771,1.005
557,EFAS,12,Prelouc,15.573471,50.044538,0,HIST_24h,,Elbe,CZ,6475.0,6435.02,Elbe,3.0,0,True,0,1,0,0,0,0,204.57,True,4712500.0,3007500.0,24.0,ID_557.mod,,557,False,1019,False,Labe,0.667,0.777,0.772,1.097
558,EFAS,12,Predmerice,14.776067,50.248377,0,HIST_24h,,Elbe,CZ,2175.0,2158.71,Elbe,3.0,0,True,0,1,0,0,0,0,174.0,True,4667500.0,3032500.0,24.0,ID_558.mod,Same as 2089  different time period,558,False,1019,False,Jizera,0.771,0.779,0.952,0.964
559,EFAS,12,Ceske Budejovice,14.463986,48.980737,0,HIST_24h,C560,Elbe,CZ,1775.0,2849.82,Elbe,3.0,0,True,0,1,0,0,0,0,377.95,True,4647500.0,2877500.0,24.0,ID_559.mod,,559,False,1019,False,Vltava,0.719,0.748,0.987,1.124
560,EFAS,12,Bechyne,14.471184,49.288757,1,HIST_24h,C159,Elbe,CZ,3875.0,4055.13,Elbe,3.0,0,True,1,1,0,1,1,0,354.07,True,4647500.0,2922500.0,6.0,ID_560.mod,,560,True,1019,True,Luznice,0.439,0.678,1.46,1.003
561,EFAS,12,Pisek,14.145395,49.31291,1,HIST_24h,C315,Elbe,CZ,2925.0,2913.93,Elbe,3.0,0,True,1,1,0,1,1,0,353.9,True,4622500.0,2922500.0,6.0,ID_561.mod,,561,True,1019,True,Otava,0.272,0.571,1.419,1.412
562,EFAS,12,Nespeky,14.650837,49.859529,1,HIST_24h,,Elbe,CZ,4075.0,4038.25,Elbe,3.0,0,True,1,1,0,1,1,0,259.38,True,4652500.0,2982500.0,6.0,ID_562.mod,,562,True,1019,True,Sazava,-0.106,0.419,1.868,1.362
