station_id,version__origin__name,version__version,StationName,StationLon,StationLat,Alive,CAL_TYPE,Calibration ID,Catchment,Country code,DrainingArea.km2.LDD,DrainingArea.km2.Provider,EC_Catchments,EC_calib,Exclude,FixedRepPoint,HasD,HasHD,HasHWL,HasRTD,HasRTWL,HasWL,Height,LSFCalib,LisfloodX,LisfloodY,MdlStep,ModelFile,Notes,ObsID,PostProcess,Provider ID,RealTime,River,KGE,correlation,bias,variability
4142,EFAS,12,Tevere a Foro Italico,12.486,41.939556,1,,,Tiber,IT,17200.0,,Tiber,,0,True,1,1,1,1,1,1,,False,4527500.0,2097500.0,6.0,ID_4142.mod,,4142,True,1072,True,Tiber,,,,
4143,EFAS,12,Sacco a Ceccano,13.337778,41.568778,1,,,Garigliano,IT,1375.0,,Liri-Garigliano,,0,True,1,1,1,1,1,1,,False,4602500.0,2057500.0,6.0,ID_4143.mod,,4143,True,1072,True,Sacco,0.333,0.483,1.244,1.345
4144,EFAS,12,Rapido a Cassino,13.840556,41.486639,1,,,Garigliano,IT,225.0,,Liri-Garigliano,,0,True,1,1,1,1,1,1,,False,4642500.0,2052500.0,6.0,ID_4144.mod,,4144,True,1072,True,Rapido,0.393,0.436,1.109,1.197
4145,EFAS,12,Nera a S.Liberato,12.426306,42.456833,1,,,Tiber,IT,5125.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4522500.0,2152500.0,,,,4145,False,1072,False,Nera,,,,
4146,EFAS,12,Rota,12.01027,42.15343,1,,,Mignone,IT,250.0,,Mignone,,0,True,1,0,0,1,1,1,,False,4487500.0,2117500.0,,,,4146,False,1072,True,Mignone,,,,
4147,EFAS,12,San Giorgio a Liri,13.772944,41.419528,1,,,Garigliano,IT,3275.0,,Garigliano,,0,False,0,0,1,0,1,1,,False,4637500.0,2042500.0,,,,4147,False,1072,False,Liri,,,,
4148,EFAS,12,Treia a Civita Castellana,12.427917,42.291889,1,,,Tiber,IT,500.0,,Tiber,,0,True,1,1,1,1,1,1,,False,4522500.0,2137500.0,6.0,ID_4148.mod,,4148,True,1072,True,Treia,-0.104,0.452,0.929,1.956
4149,EFAS,12,Sora,13.619472,41.722389,1,,,Garigliano,IT,425.0,1166.0,Liri-Garigliano,,0,True,1,1,1,1,1,1,,False,4622500.0,2077500.0,6.0,ID_4149.mod,,4149,True,1072,True,Liri,0.586,0.668,0.797,0.858
4150,EFAS,12,Tevere a Capo due Rami,12.279194,41.781833,1,,,Tiber,IT,,,Tiber,,1,False,0,0,1,0,1,1,,False,,,,,,4150,False,1072,False,Tiber,,,,
4151,EFAS,12,Salto a San Martino,12.9915,42.326778,1,,,Tiber,IT,1725.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4567500.0,2137500.0,,,,4151,False,1072,False,Salto,,,,
4152,EFAS,12,Falvaterra,13.528361,41.514361,0,,,Garigliano,IT,1500.0,1526.0,Garigliano,,0,False,0,0,0,0,0,1,,False,4612500.0,2052500.0,,,,4152,False,1072,False,Sacco,,,,
4153,EFAS,12,Aniene a Ponte Lucano,12.763111,41.955861,1,,,Aniene - Tiber,IT,900.0,,Tiber,,0,True,1,0,0,0,1,1,,False,4552500.0,2097500.0,,,,4153,False,1072,True,Aniene,,,,
4154,EFAS,12,Fosso di Pantanello ad Ostia,12.360833,41.717111,1,,,Santola,IT,,,Santola,,1,False,0,0,1,0,1,1,,False,,,,,,4154,False,1072,False,Pantanello,,,,
4155,EFAS,12,S.Angelo Theodice,13.834611,41.443583,0,,,Garigliano,IT,325.0,,Garigliano,,0,False,0,0,0,0,0,1,,False,4642500.0,2047500.0,,,,4155,False,1072,False,Rapido,,,,
4156,EFAS,12,Sisto a Pontinia,13.026972,41.41075,1,,,Sisto,IT,200.0,,Sisto,,0,True,1,1,1,1,1,1,,False,4577500.0,2037500.0,6.0,ID_4156.mod,,4156,True,1072,True,Sisto,,,,
4157,EFAS,12,Moscarello a Borgo S.Maria,12.811083,41.463056,1,,,High Water Channel / Moscarello,IT,700.0,,Moscarello,,0,True,1,1,1,1,1,1,,False,4557500.0,2042500.0,6.0,ID_4157.mod,,4157,True,1072,True,Moscarello,,,,
4158,EFAS,12,Fosso Cremera a Labaro,12.493167,41.987083,1,,,Tiber,IT,175.0,,Tiber,,0,True,1,0,1,1,1,1,,False,4522500.0,2102500.0,,,,4158,False,1072,True,Mola,,,,
4159,EFAS,12,Amaseno a Fossanova,13.1945,41.433389,1,,,Badino,IT,450.0,374.0,Amaseno,,0,True,1,1,1,1,1,1,,False,4587500.0,2042500.0,,,,4159,False,1072,True,Amaseno,,,,
4160,EFAS,12,Liri a Ceprano,13.518167,41.552694,1,,,Garigliano,IT,850.0,,Garigliano,,0,True,1,0,1,0,1,1,,False,4617500.0,2057500.0,,,,4160,False,1072,True,Liri,,,,
4161,EFAS,12,Liri a Madonna Della Pace,13.6075,41.762639,1,,,Garigliano,IT,350.0,,Liri-Garigliano,,0,True,1,1,1,1,1,1,,False,4622500.0,2082500.0,6.0,ID_4161.mod,,4161,True,1072,True,Liri,,,,
4162,EFAS,12,Marana a Villa Livia,12.495194,41.9995,1,,,Tiber,IT,75.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4527500.0,2107500.0,,,,4162,False,1072,False,Torraccia,,,,
4163,EFAS,12,Sacco a Colleferro,12.978694,41.7595,1,,,Garigliano,IT,375.0,,Garigliano,,0,True,1,1,1,1,1,1,,False,4567500.0,2077500.0,6.0,ID_4163.mod,,4163,True,1072,True,Sacco,-178.311,0.364,180.309,0.422
4164,EFAS,12,Marana di Prima Porta,12.491972,41.99875,1,,,Tiber,IT,50.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4527500.0,2112500.0,,,,4164,False,1072,False,Torraccia,,,,
4165,EFAS,12,Malafede,12.407222,41.783528,1,,,Tiber,IT,100.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4522500.0,2077500.0,,,,4165,False,1072,False,Malafede,,,,
4166,EFAS,12,Cosa a Frosinone,13.357028,41.647694,1,,,Garigliano,IT,300.0,,Garigliano,,0,False,0,0,0,0,1,1,,False,4602500.0,2067500.0,,,,4166,False,1072,False,Cosa,,,,
4167,EFAS,12,Fosso Corese a Passo Corese,12.652194,42.151778,1,,,Tiber,IT,200.0,,Tiber,,0,True,1,0,1,1,1,1,,False,4542500.0,2122500.0,,,,4167,False,1072,True,Corese,,,,
4168,EFAS,12,Fibreno a Broccostella,13.665167,41.697222,0,,,Garigliano,IT,50.0,,Liri-Garigliano,,0,True,1,1,0,0,0,1,,False,4627500.0,2072500.0,,,,4168,False,1072,False,Fibreno,,,,
4169,EFAS,12,Amatrice - Ponte Tre Occhi,13.292611,42.6175,1,,,Tronto,IT,75.0,,Tronto,,0,False,0,0,0,0,1,1,,False,4592500.0,2172500.0,,,,4169,False,1072,False,Castellano,,,,
4170,EFAS,12,Melfa ad Atina,13.769833,41.629444,1,,,Garigliano,IT,150.0,160.0,Liri-Garigliano,,0,True,1,1,1,1,1,1,,False,4637500.0,2067500.0,6.0,ID_4170.mod,,4170,True,1072,True,Melfa,0.499,0.507,0.913,1.024
4171,EFAS,12,Fosso di Vallerano,12.445972,41.821694,1,,,Tiber,IT,100.0,,Tiber,,0,False,0,0,1,0,1,1,,False,4527500.0,2082500.0,,,,4171,False,1072,False,Tiber,,,,
4172,EFAS,12,Rio Galeria,12.341806,41.817,1,,,Tiber,IT,17700.0,,Tiber,,0,True,1,0,1,1,1,1,,False,4517500.0,2082500.0,,,,4172,False,1072,True,Galeria,,,,
4173,EFAS,12,Arrone a Maccarese,12.233194,41.882639,1,,,Arrone,IT,425.0,268.0,Arrone,,0,True,1,0,0,1,1,1,,False,4507500.0,2087500.0,,,,4173,False,1072,True,Arrone,,,,
4174,EFAS,12,Turano a Rocca Sinibalda,12.910722,42.298306,1,,,Tiber,IT,525.0,502.0,Tiber,,0,True,1,1,1,1,1,1,,False,4562500.0,2137500.0,6.0,ID_4174.mod,,4174,True,1072,True,Turano,0.313,0.427,1.339,1.17
4175,EFAS,12,Incastro ad Ardea,12.53255,41.60017,1,,,Incastro,IT,225.0,,Incastro,,0,False,0,0,1,0,1,1,,False,4532500.0,2057500.0,,,,4175,False,1072,False,Incastro,,,,
4176,EFAS,12,Cosa ad Alatri,13.360194,41.724778,1,,,Garigliano,IT,225.0,,Garigliano,,0,True,1,0,0,1,1,1,,False,4602500.0,2077500.0,,,,4176,False,1072,True,Cosa,,,,
4177,EFAS,12,Torrente Tafone,11.557389,42.37475,1,,,Tafone,IT,125.0,,Tafone,,0,False,0,0,1,0,1,1,,False,4447500.0,2142500.0,,,,4177,False,1072,False,Ponte Roto,,,,
4178,EFAS,12,Melfa a Roccasecca,13.64775,41.536389,1,,,Garigliano,IT,375.0,361.0,Garigliano,,0,True,1,0,1,0,1,1,,False,4627500.0,2057500.0,,,,4178,False,1072,True,Melfa,,,,
4179,EFAS,12,Astura ad Acciarella,12.76175,41.451278,1,,,Astura,IT,,,Astura,,1,False,0,0,0,0,1,1,,False,,,,,,4179,False,1072,False,Astura,,,,
4180,EFAS,12,Velino ad Antrodoco,13.07935,42.42091,0,,,Tiber,IT,200.0,,Tiber,,0,False,1,0,1,0,0,1,,False,4572500.0,2152500.0,,,,4180,False,1072,False,Velino,,,,
4181,EFAS,12,Rota at Verginese,12.008528,42.152667,0,,,Mignone,IT,275.0,,Mignone,,0,False,0,0,1,0,0,1,,False,4487500.0,2122500.0,,,,4181,False,1072,False,Mignone,,,,
4182,EFAS,12,Tevere a Porta Portese,12.470556,41.880722,1,,,Tiber,IT,17300.0,,Tiber,,0,True,1,0,1,0,1,1,,False,4527500.0,2087500.0,,,,4182,False,1072,True,TIber,,,,
4183,EFAS,12,Anagni,13.092056,41.711889,0,,,Garigliano,IT,600.0,458.0,Liri-Garigliano,,0,False,0,0,0,0,0,1,,False,4577500.0,2072500.0,,,,4183,False,1072,False,Sacco,,,,
4184,EFAS,12,Marta a Piantata,11.881222,42.409806,1,,,Marta,IT,425.0,,Marta,,0,False,0,0,1,0,1,1,,False,4477500.0,2147500.0,,,,4184,False,1072,False,Marta,,,,
4185,EFAS,12,Ceccano,13.296806,41.601083,0,,,Sacco - Liri,IT,975.0,,Liri-Garigliano,,0,False,0,0,0,0,0,1,,False,4597500.0,2062500.0,,,,4185,False,1072,False,Garigliano,,,,
4186,EFAS,12,Petanjci,16.0543,46.64849,1,,,Danube,SI,10475.0,10391.44,Sava,,0,True,1,1,1,1,1,1,193.65,False,4782500.0,2632500.0,6.0,ID_4186.mod,,4186,True,1005,True,Mur,,,,
4187,EFAS,12,Pristava,16.23177,46.5186,1,,,Danube,SI,300.0,272.77,Sava,,0,True,1,1,1,1,1,1,169.37,False,4797500.0,2622500.0,6.0,ID_4187.mod,,4187,True,1005,True,Ščavnica,,,,
4188,EFAS,12,Polana I,16.13712,46.67804,1,,,Danube,SI,250.0,209.37,Sava,,0,True,1,1,1,1,1,1,191.35,False,4787500.0,2637500.0,6.0,ID_4188.mod,,4188,True,1005,True,Ledava,,,,
4189,EFAS,12,Čentiba,16.47757,46.53526,1,,,Danube,SI,900.0,861.67,Sava,,0,True,1,1,1,1,1,1,154.31,False,4817500.0,2627500.0,6.0,ID_4189.mod,,4189,True,1005,True,Ledava,,,,
4190,EFAS,12,Hodoš I,16.333,46.81418,1,,,Danube,SI,125.0,106.13,Sava,,0,True,1,1,1,1,1,1,224.82,False,4802500.0,2652500.0,6.0,ID_4190.mod,,4190,True,1005,True,Kerka,,,,
4191,EFAS,12,Črna,14.84842,46.47039,1,,,Danube,SI,150.0,95.17,Sava,,0,True,1,1,1,1,1,1,573.45,False,4692500.0,2607500.0,,,,4191,False,1005,True,Meza,,,,
4192,EFAS,12,Otiški Vrh I,15.02594,46.57775,1,,,Danube,SI,625.0,552.6,Sava,,0,True,1,1,1,1,1,1,334.0,False,4707500.0,2617500.0,6.0,ID_4192.mod,,4192,True,1005,True,Meza,0.603,0.666,0.998,0.784
4193,EFAS,12,Dovže II,15.14748,46.45663,1,,,Danube,SI,100.0,72.76,Sava,,0,True,1,1,1,1,1,1,507.59,False,4717500.0,2607500.0,6.0,ID_4193.mod,,4193,True,1005,True,Mislinja,,,,
4194,EFAS,12,Otiški Vrh I,15.03725,46.56751,1,,,Danube,SI,200.0,231.56,Sava,,0,True,1,1,1,1,1,1,344.75,False,4712500.0,2612500.0,6.0,ID_4194.mod,,4194,True,1005,True,Mislinja,0.389,0.615,0.591,0.76
4195,EFAS,12,Stari Trg I,15.07253,46.50439,1,,,Danube,SI,50.0,59.45,Sava,,0,True,1,1,1,1,1,1,404.86,False,4712500.0,2607500.0,6.0,ID_4195.mod,,4195,True,1005,True,Suhodolnica,,,,
4196,EFAS,12,Ruta,15.42351,46.55865,1,,,Drava,SI,50.0,74.48,Sava,,0,True,1,1,1,1,1,1,296.0,False,4732500.0,2617500.0,6.0,ID_4196.mod,,4196,True,1005,True,Radoljna,,,,
4197,EFAS,12,Loče,15.49369,46.30155,1,,,Danube,SI,200.0,175.67,Sava,,0,True,1,1,1,1,1,1,266.46,False,4742500.0,2592500.0,6.0,ID_4197.mod,,4197,True,1005,True,Dravinja,,,,
4198,EFAS,12,Makole,15.67041,46.31928,1,,,Danube,SI,300.0,303.21,Sava,,0,True,1,1,1,1,1,1,240.22,False,4757500.0,2592500.0,6.0,ID_4198.mod,,4198,True,1005,True,Dravinja,0.232,0.616,0.926,0.338
4199,EFAS,12,Videm,15.90297,46.36835,1,,,Danube,SI,925.0,767.34,Sava,,0,True,1,1,1,1,1,1,209.04,False,4772500.0,2602500.0,6.0,ID_4199.mod,,4199,True,1005,True,Dravinja,0.286,0.618,1.306,0.48
4200,EFAS,12,Spodnja Ložnica,15.65073,46.33705,1,,,Danube,SI,100.0,99.86,Sava,,0,True,1,1,1,1,1,1,241.67,False,4752500.0,2597500.0,6.0,ID_4200.mod,,4200,True,1005,True,Loznica,,,,
4201,EFAS,12,Podlehnik I,15.87844,46.33248,1,,,Danube,SI,50.0,57.26,Sava,,0,True,1,1,1,1,1,1,223.24,False,4772500.0,2592500.0,6.0,ID_4201.mod,,4201,True,1005,True,Rogatnica,,,,
4202,EFAS,12,Tržec,15.87807,46.36367,1,,,Danube,SI,325.0,189.16,Sava,,0,True,1,1,1,1,1,1,214.07,False,4767500.0,2602500.0,6.0,ID_4202.mod,,4202,True,1005,True,Polskava,-0.092,0.511,1.947,0.765
4203,EFAS,12,Ranca,15.68148,46.59942,1,,,Danube,SI,150.0,84.27,Sava,,0,True,1,1,1,1,1,1,250.27,False,4757500.0,2627500.0,6.0,ID_4203.mod,,4203,True,1005,True,Pesnica,,,,
4204,EFAS,12,Gočova,15.8686,46.55677,1,,,Danube,SI,300.0,281.77,Sava,,0,True,1,1,1,1,1,1,225.46,False,4772500.0,2622500.0,6.0,ID_4204.mod,,4204,True,1005,True,Pesnica,,,,
4205,EFAS,12,Zamušani I,16.03396,46.41413,1,,,Danube,SI,550.0,479.76,Sava,,0,True,1,1,1,1,1,1,201.85,False,4782500.0,2607500.0,6.0,ID_4205.mod,,4205,True,1005,True,Pesnica,0.216,0.685,1.332,0.363
4206,EFAS,12,Jesenice,14.05432,46.43386,1,,,Danube,SI,275.0,259.42,Sava,,0,True,1,1,1,0,1,1,564.81,False,4632500.0,2597500.0,,,,4206,False,1005,True,Sava Dolinka,,,,
4207,EFAS,12,Podhom,14.08572,46.39349,1,,,Sava,SI,100.0,166.8,Sava,,0,True,1,1,1,1,1,1,566.07,False,4632500.0,2592500.0,6.0,ID_4207.mod,,4207,True,1005,True,Radovna,,,,
4208,EFAS,12,Bodešče,14.14188,46.34193,1,,,Danube,SI,475.0,363.9,Sava,,0,True,1,1,1,1,1,1,413.9,False,4637500.0,2592500.0,6.0,ID_4208.mod,,4208,True,1005,True,Sava Bohinjka,,,,
4209,EFAS,12,Ukanc,13.82957,46.28096,1,,,Danube,SI,75.0,66.76,Sava,,0,True,1,1,1,1,1,1,527.43,False,4617500.0,2582500.0,6.0,ID_4209.mod,,4209,True,1005,True,Sava Bohinjka,,,,
4210,EFAS,12,Stara Fužina II,13.8892,46.28284,1,,,Danube,SI,50.0,74.26,Sava,,0,True,1,1,1,1,1,1,527.2,False,4622500.0,2587500.0,6.0,ID_4210.mod,,4210,True,1005,True,Mostnica,,,,
4211,EFAS,12,Litija,14.8288,46.05674,1,,,Danube,SI,4800.0,4849.67,Sava,,0,True,1,1,1,1,1,1,230.55,False,4692500.0,2562500.0,6.0,ID_4211.mod,,4211,True,1005,True,Sava,,,,
4212,EFAS,12,Čatež I,15.61,45.89319,1,,,Danube,SI,9800.0,10232.42,Sava,,0,True,1,1,1,1,1,1,137.37,False,4757500.0,2547500.0,6.0,ID_4212.mod,,4212,True,1005,True,Sava,,,,
4213,EFAS,12,Ovsiše II,14.25821,46.28856,1,,,Danube,SI,975.0,40.25,Danube,,0,True,1,1,1,1,1,1,375.17,False,4647500.0,2587500.0,6.0,ID_4213.mod,DO NOT USE  This station cannot be located on LDD Set to FALSE,4213,True,1005,True,Lipnica,,,,
4214,EFAS,12,Preska,14.29958,46.35785,1,,,Danube,SI,125.0,121.5,Sava,,0,True,1,1,1,1,1,1,488.76,False,4652500.0,2592500.0,6.0,ID_4214.mod,,4214,True,1005,True,Trziska Bistrica,,,,
4215,EFAS,12,Kokra I,14.49888,46.30586,1,,,Danube,SI,125.0,113.1,Sava,,0,True,1,1,1,1,1,1,523.0,False,4667500.0,2587500.0,6.0,ID_4215.mod,,4215,True,1005,True,Kokra,,,,
4216,EFAS,12,Suha I,14.32602,46.16203,1,,,Danube,SI,600.0,568.86,Sava,,0,True,1,1,1,1,1,1,329.47,False,4657500.0,2567500.0,6.0,ID_4216.mod,,4216,True,1005,True,Sora,0.82,0.875,1.128,1.023
4217,EFAS,12,Žiri III,14.10678,46.0436,1,,,Danube,SI,100.0,63.28,Sava,,0,True,1,1,1,1,1,1,474.77,False,4637500.0,2557500.0,6.0,ID_4217.mod,,4217,True,1005,True,Poljanska Sora,,,,
4218,EFAS,12,Zminec,14.29013,46.15302,1,,,Danube,SI,275.0,306.52,Sava,,0,True,1,1,1,1,1,1,343.33,False,4652500.0,2567500.0,6.0,ID_4218.mod,,4218,True,1005,True,Poljanska Sora,0.867,0.872,0.993,0.964
4219,EFAS,12,Železniki,14.16183,46.22196,1,,,Danube,SI,175.0,104.1,Sava,,0,True,1,1,1,1,1,1,447.37,False,4642500.0,2577500.0,6.0,ID_4219.mod,,4219,True,1005,True,Selska Sora,,,,
4220,EFAS,12,Vešter,14.28519,46.1722,1,,,Danube,SI,225.0,358.26,Sava,,0,True,1,1,1,1,1,1,358.26,False,4647500.0,2572500.0,6.0,ID_4220.mod,,4220,True,1005,True,SelSka Sora,,,,
4221,EFAS,12,Kamnik I,14.61311,46.2241,1,,,Danube,SI,300.0,195.5,Sava,,0,True,1,1,1,1,1,1,370.65,False,4677500.0,2577500.0,6.0,ID_4221.mod,,4221,True,1005,True,Kamnik Bistrica,,,,
4222,EFAS,12,Bišče,14.61581,46.10385,1,,,Danube,SI,475.0,382.55,Sava,,0,True,1,1,1,1,1,1,274.31,False,4677500.0,2567500.0,6.0,ID_4222.mod,,4222,True,1005,True,Kamnik Bistrica,,,,
4223,EFAS,12,Nevlje I,14.62489,46.23288,1,,,Danube,SI,100.0,82.21,Sava,,0,True,1,1,1,1,1,1,379.78,False,4682500.0,2577500.0,6.0,ID_4223.mod,,4223,True,1005,True,Nevljica,,,,
4224,EFAS,12,Vir,14.61682,46.14401,1,,,Danube,SI,75.0,161.41,Sava,,0,True,1,1,1,1,1,1,299.04,False,4682500.0,2572500.0,6.0,ID_4224.mod,,4224,True,1005,True,Raca,0.366,0.717,0.564,0.637
4225,EFAS,12,Topole,14.56263,46.17373,1,,,Danube,SI,125.0,93.92,Sava,,0,True,1,1,1,1,1,1,320.27,False,4672500.0,2572500.0,6.0,ID_4225.mod,,4225,True,1005,True,Psata,,,,
4226,EFAS,12,Zagorje,14.99631,46.12758,1,,,Danube,SI,75.0,96.4,Sava,,0,True,1,1,1,1,1,1,232.21,False,4707500.0,2572500.0,6.0,ID_4226.mod,,4226,True,1005,True,Medija,,,,
4227,EFAS,12,Žebnik,15.13483,46.063,1,,,Danube,SI,75.0,48.38,Sava,,0,True,1,1,1,1,1,1,256.47,False,4717500.0,2562500.0,6.0,ID_4227.mod,,4227,True,1005,True,Sopota,,,,
4228,EFAS,12,Martinja vas II,15.13739,45.95999,1,,,Danube,SI,300.0,186.02,Sava,,0,True,1,1,1,1,1,1,228.45,False,4717500.0,2552500.0,6.0,ID_4228.mod,,4228,True,1005,True,Mirna,,,,
4229,EFAS,12,Jelovec,15.23025,45.98862,1,,,Danube,SI,375.0,271.21,Sava,,0,True,1,1,1,1,1,1,208.49,False,4727500.0,2557500.0,6.0,ID_4229.mod,,4229,True,1005,True,Mirna,0.492,0.692,1.368,0.836
4230,EFAS,12,Metni Vrh,15.29774,46.02575,1,,,Danube,SI,50.0,42.03,Sava,,0,True,1,1,1,1,1,1,199.86,False,4732500.0,2562500.0,6.0,ID_4230.mod,,4230,True,1005,True,Sevnicna,,,,
4231,EFAS,12,Rogatec,15.69975,46.22308,1,,,Danube,SI,75.0,39.47,Sava,,0,True,1,1,1,1,1,1,219.02,False,4762500.0,2587500.0,6.0,ID_4231.mod,,4231,True,1005,True,Sutla,,,,
4232,EFAS,12,Rakovec,15.70428,45.92091,1,,,Danube,SI,625.0,561.3,Sava,,0,True,1,1,1,1,1,1,140.12,False,4762500.0,2552500.0,6.0,ID_4232.mod,,4232,True,1005,True,Sutla,0.813,0.829,0.96,1.064
4233,EFAS,12,Sodna vas II,15.60119,46.17286,1,,,Danube,SI,100.0,132.82,Sava,,0,True,1,1,1,1,1,1,192.56,False,4752500.0,2582500.0,6.0,ID_4233.mod,,4233,True,1005,True,Mestinjscica,,,,
4234,EFAS,12,Zagaj II,15.65146,46.0483,1,,,Danube,SI,175.0,94.03,Sava,,0,True,1,1,1,1,1,1,190.36,False,4757500.0,2562500.0,6.0,ID_4234.mod,,4234,True,1005,True,Bistrica,,,,
4235,EFAS,12,Petrina,14.85176,45.46389,1,,,Danube,SI,525.0,467.31,Sava,,0,True,1,1,1,1,1,1,219.31,False,4697500.0,2497500.0,6.0,ID_4235.mod,,4235,True,1005,True,Kupa,0.733,0.829,0.835,0.879
4236,EFAS,12,Sodevci,15.07558,45.48469,1,,,Danube,SI,1275.0,1136.46,Sava,,0,True,1,1,1,1,1,1,180.84,False,4712500.0,2497500.0,6.0,ID_4236.mod,,4236,True,1005,True,Kupa,0.845,0.856,0.947,1.019
4237,EFAS,12,Gradac I,15.24517,45.6135,1,,,Danube,SI,275.0,218.89,Sava,,0,True,1,1,1,1,1,1,133.46,False,4727500.0,2512500.0,6.0,ID_4237.mod,,4237,True,1005,True,Lahinja,,,,
4238,EFAS,12,Borovnica,14.36973,45.9163,1,,,Danube,SI,50.0,35.84,Sava,,0,True,1,1,1,1,1,1,295.28,False,4662500.0,2542500.0,6.0,ID_4238.mod,,4238,True,1005,True,Borovniscica,,,,
4239,EFAS,12,Iška vas,14.51459,45.93616,1,,,Danube,SI,100.0,69.69,Sava,,0,True,1,1,1,1,1,1,323.18,False,4672500.0,2547500.0,6.0,ID_4239.mod,,4239,True,1005,True,Iska,,,,
4240,EFAS,12,Ig,14.53459,45.95744,1,,,Danube,SI,75.0,18.92,Sava,,0,True,1,1,1,1,1,1,287.59,False,4677500.0,2547500.0,6.0,ID_4240.mod,,4240,True,1005,True,Iscica,,,,
4241,EFAS,12,Bokalce,14.44644,46.04521,1,,,Danube,SI,200.0,154.5,Sava,,0,True,1,1,1,1,1,1,296.63,False,4662500.0,2557500.0,6.0,ID_4241.mod,,4241,True,1005,True,Gradascica,0.473,0.758,1.403,0.762
4242,EFAS,12,Dvor,14.34494,46.06228,1,,,Danube,SI,125.0,78.88,Sava,,0,True,1,1,1,1,1,1,341.12,False,4657500.0,2557500.0,6.0,ID_4242.mod,,4242,True,1005,True,Gradascica,,,,
4243,EFAS,12,Razori,14.43773,46.0481,1,,,Danube,SI,175.0,46.95,Sava,,0,True,1,1,1,1,1,1,298.37,False,4662500.0,2562500.0,6.0,ID_4243.mod,,4243,True,1005,True,Sujica,,,,
4244,EFAS,12,Cerknica I,14.36474,45.79389,1,,,Danube,SI,100.0,49.5,Sava,,0,True,1,1,1,1,1,1,559.44,False,4662500.0,2532500.0,6.0,ID_4244.mod,,4244,True,1005,True,Cerkniscica,,,,
4245,EFAS,12,Logatec,14.20468,45.91097,1,,,Danube,SI,750.0,16.46,Danube,,0,True,1,1,1,1,1,1,481.34,False,4647500.0,2542500.0,6.0,ID_4245.mod,DO NOT USE This stations could not be located on LDD  Set to FALSE,4245,True,1005,True,Logascica,,,,
4246,EFAS,12,Solčava I,14.69316,46.41967,1,,,Danube,SI,75.0,63.41,Sava,,0,True,1,1,1,1,1,1,635.84,False,4682500.0,2602500.0,6.0,ID_4246.mod,,4246,True,1005,True,Savinja,,,,
4247,EFAS,12,Letuš I,15.00442,46.32624,1,,,Danube,SI,500.0,529.53,Sava,,0,True,1,1,1,1,1,1,313.44,False,4702500.0,2592500.0,6.0,ID_4247.mod,,4247,True,1005,True,Savinja,,,,
4248,EFAS,12,Celje II - brv,15.26002,46.22807,1,,,Danube,SI,1550.0,1191.84,Sava,,0,True,1,1,1,1,1,1,230.31,False,4727500.0,2582500.0,6.0,ID_4248.mod,DO NOT USE it cannot be located on the LDD,4248,True,1005,True,Savinja,0.812,0.843,1.069,1.075
4249,EFAS,12,Luče,14.74591,46.35428,1,,,Danube,SI,50.0,57.39,Sava,,0,True,1,1,1,1,1,1,509.79,False,4682500.0,2592500.0,6.0,ID_4249.mod,,4249,True,1005,True,Lucnica,,,,
4250,EFAS,12,Kraše,14.89933,46.28495,1,,,Danube,SI,100.0,100.82,Sava,,0,True,1,1,1,1,1,1,365.55,False,4697500.0,2587500.0,6.0,ID_4250.mod,,4250,True,1005,True,Dreta,,,,
4251,EFAS,12,Rečica,15.03834,46.3211,1,,,Danube,SI,175.0,206.07,Sava,,0,True,1,1,1,1,1,1,305.01,False,4707500.0,2597500.0,6.0,ID_4251.mod,,4251,True,1005,True,Paka,,,,
4252,EFAS,12,Dolenja vas II,15.09288,46.23922,1,,,Danube,SI,225.0,170.47,Sava,,0,True,1,1,1,1,1,1,267.87,False,4712500.0,2582500.0,6.0,ID_4252.mod,,4252,True,1005,True,Bolska,0.566,0.729,1.336,1.047
4253,EFAS,12,Levec I,15.22014,46.24388,1,,,Danube,SI,100.0,102.89,Sava,,0,True,1,1,1,1,1,1,240.95,False,4722500.0,2587500.0,6.0,ID_4253.mod,,4253,True,1005,True,Loznica,,,,
4254,EFAS,12,Celje II,15.28322,46.23203,1,,,Danube,SI,200.0,202.89,Sava,,0,True,1,1,1,1,1,1,234.23,False,4732500.0,2582500.0,6.0,ID_4254.mod,,4254,True,1005,True,Voglajna,0.779,0.825,0.868,1.03
4255,EFAS,12,Škofja vas,15.2867,46.26469,1,,,Danube,SI,200.0,155.92,Sava,,0,True,1,1,1,1,1,1,242.23,False,4727500.0,2587500.0,6.0,ID_4255.mod,,4255,True,1005,True,Hudinja,0.702,0.804,1.216,1.06
4256,EFAS,12,Podbukovje I,14.78498,45.87675,1,,,Danube,SI,150.0,346.92,Sava,,0,True,1,1,1,1,1,1,258.49,False,4692500.0,2542500.0,6.0,ID_4256.mod,,4256,True,1005,True,Krka,,,,
4257,EFAS,12,Soteska,15.0192,45.77941,1,,,Danube,SI,1075.0,950.12,Sava,,0,True,1,1,1,1,1,1,167.59,False,4712500.0,2532500.0,6.0,ID_4257.mod,,4257,True,1005,True,Krka,0.826,0.882,1.127,1.02
