id,name,river,subcatchment,catchment,country,area,strahler,pfafstetter,calibrated,X,Y,notes,KGE,correlation,bias,variability
1031,Unsetåa,Unsetaa,"Glomma, headwaters",Glomma,NO,625,2.0,314.0,True,4377500,4317500,,0.492,0.58,0.783,0.813
1032,Ulvåa v/Storhølen,Ulvaa,,Rauma,NO,400,,,False,4222500,4352500,Provider upArea too small to be included in calibration,0.68,0.856,0.719,0.95
1033,Trangen,Sanddola,Namsen,Namsen,NO,875,2.0,2.0,True,4447500,4597500,,0.685,0.831,0.738,1.05
1034,Båtsfjord,Storelva,,Storelva,NO,25,,,False,5052500,5372500,Provider upArea too small to be included in calibration,,,,
1035,Tora,Tora,,Glomma,NO,275,,,False,4207500,4327500,Provider upArea too small to be included in calibration,,,,
1036,Syrstad,Orkla,Orkla,Orkla,NO,2275,1.0,1.0,True,4307500,4437500,outlier  oscillations,0.497,0.602,0.697,0.953
1037,Bertnem,Namsen,Namsen,Namsen,NO,5175,1.0,1.0,True,4427500,4597500,outlier removed with qc,0.553,0.818,0.664,1.233
1038,Bjørnegårdssvingen,Sandviskelva,,Sandvikselva,NO,175,,,False,4347500,4087500,Provider upArea too small to be included in calibration,0.398,0.677,0.924,0.498
1039,Svarttjørnbekken,Vikelva,,Vikelva,NO,25,,,False,4352500,4467500,Provider upArea too small to be included in calibration,,,,
1040,Svartfossberget,Reisaelva,Reisaelva,Reisaelva,NO,1950,1.0,1.0,True,4767500,5192500,,0.7,0.768,0.867,0.864
1041,Blaker,Glomma,"Glomma, below Lagen",Glomma,NO,38650,1.0,131.0,True,4387500,4097500,Negative discharge  and zeros,0.761,0.804,0.929,1.117
1042,Svartavatn,Tysse,,Vosso,NO,75,,,False,4097500,4182500,Provider upArea too small to be included in calibration,,,,
1043,Bøyumselv,Storelvi,,Storelvi,NO,150,,,False,4147500,4262500,Provider upArea too small to be included in calibration,,,,
1044,Brekke bru,Flamselvi,,Flamselvi,NO,275,,,False,4162500,4197500,Provider upArea too small to be included in calibration,0.294,0.548,0.461,1.055
1047,Sula,Laerdalselva,,Laerdalselva,NO,100,,,False,4217500,4232500,Provider upArea too small to be included in calibration,,,,
1048,Stuvane,Laerdalselva,Laerdalselva,Laerdalselva,NO,975,1.0,1.0,True,4192500,4217500,,0.509,0.858,0.544,0.888
1049,Strandå,Elv i strandvassbotn,,Elv i strandvassbotn,NO,75,,,False,4532500,4942500,Provider upArea too small to be included in calibration,,,,
1050,Bruhaug,Numedalslagen,Lagen,Lagen,NO,3500,1.0,1.0,False,4277500,4102500,outlier removed with qc dam  close to 2906,0.227,0.531,0.858,1.597
1051,Stortorp,Rakkestadelva,,Glomma,NO,150,,,False,4407500,4027500,Provider upArea too small to be included in calibration,,,,
1052,Brustuen,Bovri,,Glomma,NO,250,,,False,4227500,4292500,Provider upArea too small to be included in calibration,0.53,0.831,0.564,0.951
1053,Stordalsvatn,Stordalselva,,Etneelva,NO,125,,,False,4097500,4072500,Provider upArea too small to be included in calibration,,,,
1054,Støafoss,Ogna,,Byaelva,NO,450,,,False,4407500,4547500,Provider upArea too small to be included in calibration,0.461,0.707,0.559,1.102
1055,Songedalsåi,Songedalsai,,Nidelva,NO,125,,,False,4207500,4022500,Provider upArea too small to be included in calibration,,,,
1056,Bulken (Vangsvatnet),Vosso,Vosso,Vosso,NO,1075,1.0,1.0,True,4117500,4177500,,0.747,0.871,0.782,0.995
1057,Søgne,Sogneelva,,Sogneelva,NO,275,,,False,4192500,3887500,Provider upArea too small to be included in calibration,0.536,0.755,1.063,0.611
1058,Djupadalsvatn,Vormo,,Vormo,NO,25,,,False,4112500,4027500,Provider upArea too small to be included in calibration,,,,
1059,Djupevad,Handalandselva,,Handalandselva,NO,50,,,False,4087500,4087500,Provider upArea too small to be included in calibration,,,,
1060,Driva v/Elverhøy bru,Driva,Driva,Driva,NO,2425,1.0,1.0,True,4252500,4392500,,0.803,0.855,0.867,1.009
1061,Driva v/Risefoss,Driva,Driva,Driva,NO,725,1.0,1.0,True,4297500,4377500,,0.556,0.763,0.752,0.718
1062,Eggafoss,Gaula (Melhus),Gaula (Melhus),Gaula,NO,675,1.0,1.0,True,4382500,4417500,,0.558,0.653,0.746,0.896
1063,Sogndalsvatn,Sogndalselvi,,Sogndalselvi,NO,125,,,False,4162500,4247500,Provider upArea too small to be included in calibration,,,,
1064,Sneisvatn,Sneiselva,,Sneiselva,NO,25,,,False,4557500,5042500,Provider upArea too small to be included in calibration,,,,
1065,Skogsfjordvatn,Skogsfjordelva,,Skogsfjordelva,NO,125,,,False,4672500,5227500,Provider upArea too small to be included in calibration,,,,
1066,Skjerdalselv,Storelva ( (Hunviksfjorden),,Storelva,NO,50,,,False,4107500,4307500,Provider upArea too small to be included in calibration,,,,
1067,Skarsvatn,Lakselva (Misvaer),,Lakselva,NO,200,,,False,4537500,4892500,Provider upArea too small to be included in calibration,0.414,0.568,0.784,0.668
1068,Selfors bru,Beiarelva,Beiarelva,Beiarelva,NO,775,1.0,1.0,True,4527500,4882500,,0.637,0.791,0.704,1.018
1069,Sandvenvatn,Sandvinvadnet,,Opo,NO,425,,,False,4127500,4107500,Provider upArea too small to be included in calibration,0.484,0.716,0.576,0.918
1070,Salsvatn,Salsvatnet,,Moelva,NO,475,,,False,4392500,4622500,Provider upArea too small to be included in calibration,0.515,0.758,0.606,1.145
1071,Sæternbekken,Overland,,Sandvikselva,NO,50,,,False,4352500,4092500,Provider upArea too small to be included in calibration,,,,
1072,Røykenes,Teinebekken,,Oselva,NO,75,,,False,4067500,4137500,Provider upArea too small to be included in calibration,,,,
1073,Rinna,Rinna,,Surna,NO,125,,,False,4292500,4432500,Provider upArea too small to be included in calibration,,,,
1074,Rysna,Rysna,,Drammen,NO,75,,,False,4252500,4232500,Provider upArea too small to be included in calibration,,,,
1075,Rauma v/Horgheim,Rauma,Rauma,Rauma,NO,1125,1.0,1.0,True,4212500,4372500,negative values,0.816,0.877,0.869,0.961
1076,Rathe,Nea,Nea,Nea,NO,3050,1.0,1.0,True,4342500,4472500,Dam strongly regulated,0.338,0.399,0.722,1.02
1077,Polmak nye,Tana,Tana,Tana,NO,13850,1.0,1.0,True,5002500,5307500,,0.715,0.846,0.784,0.897
1078,Øyungen,Meung,,Argards,NO,250,,,False,4372500,4572500,Provider upArea too small to be included in calibration,0.249,0.654,0.609,0.461
1080,Øye ndf.,Bygda,,Bygda,NO,200,,,False,4157500,4332500,Provider upArea too small to be included in calibration,,,,
1081,Øvstevatn (Litlevatnet),Hakvik,,Hakvik,NO,50,,,False,4632500,5042500,Provider upArea too small to be included in calibration,,,,
1082,Øvrevatn,Svartdalsbekken,Salangs,Salangs,NO,525,1.0,1.0,True,4647500,5102500,,0.574,0.876,0.598,0.934
1083,Omnesfoss,Heddola,Skien,Skien,NO,875,3.0,34.0,True,4262500,4057500,,0.575,0.662,0.751,1.069
1084,Farstadelva v/Farstad,Farstad,,Farstad,NO,25,,,False,4177500,4432500,Provider upArea too small to be included in calibration,,,,
1085,Fetvatn (Fitjavatnet),Velledals,,Velledals,NO,100,,,False,4142500,4362500,Provider upArea too small to be included in calibration,,,,
1086,Flaksvatn,Tovdal,Tovdal,Tovdal,NO,1825,,1.0,True,4217500,3917500,,0.805,0.887,0.843,1.017
1087,Nordre Osa,Northern osa,,Glomma,NO,425,,,False,4412500,4257500,Provider upArea too small to be included in calibration,0.241,0.486,0.62,0.59
1088,Fustvatn,Fusta,Fusta,Fusta,NO,550,1.0,1.0,True,4472500,4757500,,0.745,0.895,0.777,0.937
1089,Nigardsbrevatn,Breelvi,,Jostedola,NO,75,,,False,4172500,4287500,Provider upArea too small to be included in calibration,,,,
1090,Nessedalselv,Nesselvi,,Nesselvi,NO,75,,,False,4122500,4232500,Provider upArea too small to be included in calibration,,,,
1091,Nervoll,Vefsna,Vefsna,Vefsna,NO,650,2.0,3.0,True,4507500,4707500,,0.659,0.865,0.687,0.993
1092,Nedre Sjodalsvatn,Sjoa,Lagen,Glomma,NO,500,3.0,221.0,False,4262500,4272500,Provider upArea too small to be included in calibration,0.469,0.783,0.572,1.228
1093,Nautsundvatn,Guddals,,Guddals,NO,275,,,False,4072500,4247500,Provider upArea too small to be included in calibration,0.48,0.727,1.05,0.56
1094,Myrkdalsvatn,Vosso,,Vosso,NO,225,,,False,4132500,4192500,Provider upArea too small to be included in calibration,0.825,0.827,1.017,1.014
1095,Myglevatn ndf.,Kosana,,Mandal,NO,175,,,False,4177500,3932500,Provider upArea too small to be included in calibration,0.728,0.835,0.842,0.853
1096,Møska (Skolandsvatnet),Moska,,Lygna,NO,75,,,False,4147500,3902500,Provider upArea too small to be included in calibration,,,,
1097,Mørsvik bru,Marsvik,,Marsvik,NO,25,,,False,4572500,4967500,Provider upArea too small to be included in calibration,,,,
1098,Mevatnet,Mevatnet,,Sausvatn,NO,150,,,False,4437500,4697500,Provider upArea too small to be included in calibration,,,,
1099,Gaulfoss,Gaula (Melhus),Gaula (Melhus),Gaula,NO,3200,1.0,1.0,True,4332500,4447500,,0.774,0.819,0.88,0.935
1100,Gisnås,Gisna,,Orkla,NO,75,,,False,4312500,4402500,Provider upArea too small to be included in calibration,,,,
1101,Masi,Kautokeinoelva,Altaelva,Altaelva,NO,5675,1.0,1.0,True,4857500,5197500,,0.758,0.787,0.914,0.924
1102,Manndalen bru,Manndal,,Manndal,NO,250,,,False,4737500,5182500,Provider upArea too small to be included in calibration,0.245,0.519,0.425,1.095
1103,Gjedlakleiv,Bjerkreim,Bjerkreim,Bjerkreim,NO,600,1.0,1.0,True,4087500,3942500,,0.69,0.859,0.724,0.991
1104,Gjerstad,Gjerstad,,Gjerstad,NO,250,,,False,4262500,3977500,Provider upArea too small to be included in calibration,0.421,0.697,0.96,0.508
1105,Gjuvå,Gjuva,,Skien,NO,225,,,False,4252500,4072500,Provider upArea too small to be included in calibration,,,,
1106,Grosettjern,Grosetae,,Skien,NO,25,,,False,4227500,4087500,Provider upArea too small to be included in calibration,,,,
1107,Malangsfoss,Malselv,Malselv,Malselv,NO,2975,1.0,1.0,True,4672500,5122500,,0.504,0.88,0.532,1.115
1108,Magnor,Vrang,,Gota,NO,375,,,False,4442500,4097500,Provider upArea too small to be included in calibration,0.556,0.822,0.987,0.594
1109,Lovatn,Loelva,,Loelva,NO,275,,,False,4157500,4312500,Provider upArea too small to be included in calibration,0.351,0.489,0.64,1.175
1110,Grunnfoss,Helgaa,Verdal,Verdal,NO,900,1.0,1.0,True,4412500,4522500,,0.563,0.754,0.639,1.008
1111,Lislefjødd,Lislefjoddanne,,Otra,NO,25,,,False,4177500,4057500,Provider upArea too small to be included in calibration,,,,
1112,Lilleelv,Lillelva,,Nidelva,NO,25,,,False,4242500,3927500,Provider upArea too small to be included in calibration,,,,
1113,Leirbotnvatn,Leirbotn,,Leirbotn,NO,150,,,False,4837500,5267500,Provider upArea too small to be included in calibration,,,,
1114,Laksfors,Vefsna,Vefsna,Vefsna,NO,3575,1.0,1.0,True,4472500,4727500,,0.785,0.881,0.822,1.011
1115,Kvenna,Kvenna,Skien,Skien,NO,825,3.0,36.0,True,4202500,4102500,,0.627,0.808,0.681,0.989
1116,Kvarstadseter,Asta,,Glomma,NO,375,,,False,4367500,4232500,Provider upArea too small to be included in calibration,,,,
1117,Krinsvatn (Kringsvatnet),Nordelva,,Nordelva,NO,250,,,False,4332500,4522500,Provider upArea too small to be included in calibration,0.381,0.696,0.802,0.498
1118,Kråkfoss,Leira,"Glomma, below Lagen",Glomma,NO,500,2.0,121.0,False,4382500,4117500,Provider upArea too small to be included in calibration,0.514,0.687,1.345,0.861
1119,Kjølemo,Mandal,Mandal,Mandal,NO,1750,1.0,1.0,True,4177500,3897500,,0.768,0.848,0.825,1.006
1120,Kjeldstad i Garbergelva,Garbergselva,,Nea,NO,200,,,False,4377500,4462500,Provider upArea too small to be included in calibration,0.18,0.548,0.642,0.416
1121,Kirkevoll bru,Tinne,Skien,Skien,NO,3850,2.0,35.0,False,4272500,4062500,low quality data dam but not in lsf,,,,
1122,Karpelva,Karpelva,,Karpelva,NO,200,,,False,5107500,5287500,Provider upArea too small to be included in calibration,0.596,0.791,0.702,0.826
1123,Junkerdalselv,Junkerdal,,Saltelva,NO,400,,,False,4562500,4867500,Provider upArea too small to be included in calibration,0.341,0.704,0.415,1.059
1124,Gryta,Grytebekken,,Aker,NO,25,,,False,4367500,4097500,Provider upArea too small to be included in calibration,,,,
1125,Hagadrag,Boelva,Skien,Skien,NO,750,3.0,32.0,False,4252500,4037500,low quality data,,,,
1126,Jondalselv,Jondalselva,,LÃ¥gen,NO,125,,,False,4292500,4067500,Provider upArea too small to be included in calibration,,,,
1127,Jogla,Jogla,,Ana,NO,25,,,False,4147500,3987500,Provider upArea too small to be included in calibration,,,,
1128,Hugdal bru,Sogna,,Gaula,NO,475,,,True,4332500,4432500,,0.605,0.648,0.82,0.99
1129,Hovefoss,Nausta,,Nausta,NO,250,,,False,4092500,4277500,Provider upArea too small to be included in calibration,,,,
1130,Hørte,Horte,,Skien,NO,175,,,False,4272500,4037500,Provider upArea too small to be included in calibration,0.234,0.567,0.596,0.514
1131,Holmfoss i Numedalslågen,Lagen,Lagen,Lagen,NO,5150,1.0,1.0,True,4317500,4017500,,0.67,0.693,0.885,0.969
1132,Håkkadalbrua,Byaelva,Byaelva,Byaelva,NO,2125,1.0,1.0,True,4397500,4547500,,0.658,0.774,0.747,1.046
1133,Hølervatn,Holera,,Drammen,NO,100,,,False,4292500,4177500,Provider upArea too small to be included in calibration,,,,
1134,Halsnes,Halselva,,Halselva,NO,225,,,False,4817500,5257500,Provider upArea too small to be included in calibration,,,,
1135,Hølen,Kinso,,Kinso,NO,300,,,False,4142500,4142500,Provider upArea too small to be included in calibration,0.774,0.779,0.953,1.003
1136,Høggås bru,Forra,,Stjordal,NO,475,,,False,4387500,4487500,Provider upArea too small to be included in calibration,0.516,0.687,0.644,0.906
1137,Hamar (Mjøsa),Mjosa,Lagen,Glomma,NO,1200,3.0,212.0,False,4377500,4187500,No discharge data available for calibration period Possible wrong uparea,,,,
1138,Haugland,Haelva,,Haelva,NO,225,,,False,4067500,3962500,Provider upArea too small to be included in calibration,,,,
1139,Høgfoss,Hobolelva,,Mosse,NO,375,,,False,4367500,4047500,Provider upArea too small to be included in calibration,0.469,0.809,1.237,0.564
1140,Hegra bru,Stjordal,Stjordal,Stjordal,NO,1900,1.0,1.0,True,4372500,4482500,,0.361,0.502,0.609,0.911
1141,Heisel,Otra,Otra,Otra,NO,3600,1.0,1.0,True,4197500,3902500,,0.538,0.605,0.781,1.099
1142,Helleland,Storana,,Storana,NO,200,,,False,4097500,3942500,Provider upArea too small to be included in calibration,0.638,0.741,0.861,0.789
1145,Daugavpils,Daugava,"Daugava, below Dysna",Daugava,LV,63700,1.0,33.0,True,5342500,3757500,,0.896,0.903,0.965,1.007
1148,Jēkabpils,Daugava,"Daugava, below Dysna",Daugava,LV,69075,1.0,31.0,True,5287500,3822500,,0.773,0.798,1.063,0.919
1152,Sīļi,Dubna,"Daugava, below Dysna",Daugava,LV,2750,2.0,32.0,False,5322500,3807500,Not enough discarge data available for calibration period,,,,
1153,Lubāna,Aiviekste,Aiviekste,Daugava,LV,7150,2.0,21.0,False,5327500,3872500,Not enough discarge data available for calibration period,,,,
1154,Aiviekstes HES,Aiviekste,Aiviekste,Daugava,LV,8700,2.0,21.0,True,5292500,3837500,,0.812,0.849,0.982,1.111
1155,Lielpeči,Ogre,"Daugava, below Aiviekste",Daugava,LV,1600,2.0,14.0,True,5217500,3837500,,0.689,0.76,0.807,0.956
1157,Cardona (tunel),Cardoner,Llobregat,Llobregat,ES,775,2.0,4.0,False,3632500,2127500,Not enough discarge data available for calibration period,0.186,0.629,1.516,1.509
1158,Sant Sadurni d Anoia,Anoia,Llobregat,Llobregat,ES,725,2.0,2.0,False,3632500,2077500,Not enough discarge data available for calibration period,,,,
1159,Castellbell i el Vilar,Llobregat,Llobregat,Llobregat,ES,3350,1.0,3.0,False,3642500,2097500,Not enough discarge data available for calibration period,0.252,0.791,1.714,1.076
1160,Sant Quinti de Mediona,Mediona,,Llobregat,ES,100,,,False,3622500,2077500,Provider upArea too small to be included in calibration,,,,
1161,Sant Joan Despi,Llobregat,Llobregat,Llobregat,ES,4900,1.0,1.0,False,3652500,2062500,Not enough discarge data available for calibration period,-0.497,0.712,2.435,0.684
1162,Berga (Olvan),Llobregat,Llobregat,Llobregat,ES,525,1.0,5.0,False,3647500,2147500,Not enough discarge data available for calibration period,,,,
1163,Balsareny,Llobregat,Llobregat,Llobregat,ES,1025,1.0,5.0,False,3647500,2122500,Not enough discarge data available for calibration period,0.476,0.664,1.39,0.908
1164,Suria,Cardoner,Llobregat,Llobregat,ES,1025,2.0,4.0,False,3637500,2117500,Not enough discarge data available for calibration period,0.045,0.696,1.902,0.928
1165,Martorell,Anoia,Llobregat,Llobregat,ES,875,2.0,2.0,False,3642500,2077500,Not enough discarge data available for calibration period,-0.955,0.65,2.92,1.107
1166,Sallent,Riera Gavarresa,,Llobregat,ES,450,,,False,3652500,2112500,Provider upArea too small to be included in calibration,,,,
1167,Guardiola de Bergueda,Llobregat,,Llobregat,ES,350,,,False,3647500,2157500,Provider upArea too small to be included in calibration,0.504,0.748,0.946,0.576
1168,Sant Vicenc dels Horts (Canal de la Dreta),Llobregat,Llobregat,Llobregat,ES,4850,1.0,1.0,False,3652500,2067500,Not enough discarge data available for calibration period,,,,
1169,Castellbisbal (Assut de Salzers),Llobregat,Llobregat,Llobregat,ES,3550,1.0,3.0,False,3642500,2082500,Not enough discarge data available for calibration period,-0.004,0.773,1.977,1.045
1170,Santa Maria de Merles,Riera de Merles,,Llobregat,ES,175,,,False,3652500,2132500,Provider upArea too small to be included in calibration,,,,
1172,Ciudad Rodrigo,Agueda,Agueda,Douro,ES,1100,2.0,10111.0,True,2922500,2097500,,0.235,0.416,1.343,1.355
1173,Covarrubias,Arlanza,Pisuerga,Douro,ES,1200,4.0,18621.0,True,3207500,2207500,,0.512,0.531,1.114,1.07
1174,Peral De Arlanza,Arlanza,Pisuerga,Douro,ES,2450,4.0,18621.0,True,3162500,2217500,,0.529,0.564,1.173,0.961
1175,Villavieja De Muño,Arlanzon,Pisuerga,Douro,ES,1575,3.0,18631.0,True,3182500,2237500,,0.744,0.85,0.838,0.871
1176,Cascantes,Bernesga,,Duero,ES,450,,,False,3047500,2322500,Provider upArea too small to be included in calibration,0.308,0.657,1.385,1.461
1177,Celadilla Del Río,Carrion,Pisuerga,Douro,ES,575,3.0,18411.0,False,3112500,2287500,Provider upArea too small to be included in calibration,-0.345,0.559,0.524,2.178
1178,Palencia,Carrion,Pisuerga,Douro,ES,2275,3.0,18411.0,True,3127500,2227500,,0.801,0.852,1.074,1.111
1179,Garray,Douro,Douro,Douro,ES,1525,1.0,19511.0,True,3287500,2157500,,0.685,0.723,0.861,1.054
1180,Villamarciel,Douro,Douro,Douro,ES,36775,1.0,15111.0,True,3077500,2167500,,0.74,0.896,1.229,0.936
1181,Zamora,Douro,Douro,Douro,ES,46025,1.0,15111.0,True,3007500,2182500,,0.79,0.872,1.163,1.035
1182,Quintanilla De Onésimo,Douro,Douro,Douro,ES,12225,1.0,19111.0,False,3122500,2172500,Not enough discarge data available for calibration period,0.402,0.761,1.403,1.372
1183,Las Vencías,Duraton,Duraton,Douro,ES,1125,2.0,19211.0,True,3157500,2147500,,-0.212,0.431,1.853,1.647
1184,Segovia,Eresma,,Duero,ES,325,,,False,3132500,2097500,Provider upArea too small to be included in calibration,0.502,0.733,0.671,0.739
1185,Castropepe,Esla,Esla,Douro,ES,7000,1.0,14711.0,True,3032500,2232500,,0.676,0.724,1.125,1.114
1186,Benamariel 2,Esla,Esla,Douro,ES,4125,1.0,14911.0,True,3047500,2272500,,0.702,0.763,1.181,0.982
1187,Cebrones,Orbigo,Esla,Douro,ES,3125,3.0,14611.0,True,3017500,2267500,,0.811,0.826,1.041,0.938
1188,Cordovilla,Pisuerga,Pisuerga,Douro,ES,4200,2.0,18711.0,True,3147500,2222500,,0.655,0.769,1.177,1.185
1189,Valladolid-Pisuerga,Pisuerga,Pisuerga,Douro,ES,15575,2.0,18111.0,True,3097500,2177500,,0.788,0.85,1.124,1.085
1190,Herrera De Pisuerga,Pisuerga,Pisuerga,Douro,ES,1525,2.0,18711.0,True,3152500,2272500,,0.68,0.797,1.086,1.232
1191,Secos,Porma,Esla,Douro,ES,950,3.0,14921.0,True,3062500,2297500,,0.586,0.684,0.911,1.252
1192,Rabal,Tamega,Tamega,Douro,ES,775,2.0,1211.0,True,2882500,2247500,,0.727,0.747,1.09,1.053
1193,Puebla De Sanabria,Tera,,Duero,ES,450,,,True,2952500,2257500,,0.601,0.666,0.822,0.873
1194,Tormes,Tormes,Tormes,Douro,ES,825,2.0,12111.0,True,3007500,2057500,,0.719,0.741,0.953,0.902
1195,Stenudden,Tjeggelvas,Pitealven,Pitealven,SE,2375,1.0,1.0,True,4667500,4842500,,0.725,0.887,0.754,0.952
1196,Mörrum,Morrumsan,Morrumsan,Morrumsan,SE,3425,1.0,1.0,True,4617500,3692500,,0.841,0.853,1.007,0.941
1197,Munkedal 2,Orekilsalven,Orekilsalven,Orekilsalven,SE,1350,1.0,1.0,True,4417500,3927500,,0.83,0.866,0.897,0.978
1198,Ersbo,Goralven,Vasterdal,Dal,SE,1075,3.0,22.0,True,4477500,4247500,,0.745,0.793,0.89,1.1
1199,Getebro,Alsteran,Alsteran,Alsteran,SE,1350,1.0,1.0,True,4702500,3782500,,0.526,0.575,0.941,0.798
1200,Möckeln,Helge a,Helge a,Helge,SE,1025,1.0,1.0,True,4572500,3732500,,0.395,0.578,1.385,0.799
1201,Ytterholmen,Livasalven,Ranealven,Ranealven,SE,1000,2.0,2.0,True,4857500,4827500,,0.665,0.764,0.842,0.823
1202,Kukasjärvi,Kukasjarvi,,Kukasjarvi,SE,450,,,False,4927500,4832500,Provider upArea too small to be included in calibration,0.331,0.361,0.805,0.965
1203,Moholm,Tidan,Gota,Gota,SE,875,2.0,6.0,True,4552500,3947500,,0.49,0.672,0.61,1.025
1204,Tänndalen,Tannan,,Ljusnan,SE,250,,,False,4442500,4382500,Provider upArea too small to be included in calibration,,,,
1205,Sundstorp,Lidan,Gota,Gota,SE,650,2.0,4.0,True,4492500,3917500,,0.797,0.835,1.044,0.89
1206,Hallbosjön,Vrenaan,Nykopingsan,Nykopingsan,SE,2325,1.0,1.0,True,4697500,3992500,,0.477,0.531,1.12,1.198
1207,Kaalasjärvi,Kaalasjarvi,Kalix,Kalix,SE,1450,1.0,1.0,True,4742500,4992500,,0.788,0.838,0.867,1.029
1208,Simlången,Fyllean,,Fyllean,SE,300,,,False,4512500,3737500,Provider upArea too small to be included in calibration,,,,
1209,Västersel,Moalven,Moalven,Moalven,SE,1450,1.0,1.0,True,4737500,4507500,,0.705,0.759,0.856,0.91
1210,Strömfors,Malan,Skelleftealven,Skelleftealven,SE,875,2.0,2.0,True,4732500,4697500,,0.699,0.728,0.89,0.93
1211,Brusafors,Brusaan,,Eman,SE,200,,,False,4652500,3847500,Provider upArea too small to be included in calibration,,,,
1212,Tängvattnet,Tangvattnet,,Umealven,SE,200,,,False,4542500,4752500,Provider upArea too small to be included in calibration,0.372,0.844,0.639,0.51
1213,Långsjön,Langsjonbacken,,Luleaeleven,SE,175,,,False,4847500,4802500,Provider upArea too small to be included in calibration,,,,
1214,Mertajärvi,Idijoki,,Torne,SE,350,,,False,4822500,5072500,Provider upArea too small to be included in calibration,0.51,0.615,0.929,0.705
1215,Stormyra,Stormyra,,Stormyra,SE,25,,,False,4797500,4037500,Provider upArea too small to be included in calibration,,,,
1216,Skällnora,Oxundaan,,Fyris,SE,75,,,False,4777500,4067500,Provider upArea too small to be included in calibration,,,,
1217,Liffedarve,Ida,,Ida,SE,100,,,False,4812500,3847500,Provider upArea too small to be included in calibration,,,,
1218,Svedala,Sege a,,Sege a,SE,50,,,False,4527500,3602500,Provider upArea too small to be included in calibration,,,,
1219,Arödån,Arod a,,Arod a,SE,25,,,False,4432500,3907500,Provider upArea too small to be included in calibration,,,,
1220,Nissafors 2,Nissan,Nissan,Lagan,SE,1150,1.0,1.0,True,4542500,3822500,,0.832,0.837,0.968,0.978
1221,Nolsjön nedre,Mossan,,Gota,SE,25,,,False,4567500,3972500,Provider upArea too small to be included in calibration,,,,
1222,Källstorp 2,Ljungbyan,,Ljungbyan,SE,250,,,False,4692500,3747500,Provider upArea too small to be included in calibration,0.228,0.416,1.307,0.598
1223,Fyrås,Ammeran,Indalsalven,Indalsalven,SE,2275,2.0,2.0,True,4592500,4497500,,0.604,0.671,0.907,0.8
1224,Krokbräcke,Angebacken,,Anrasalven,SE,25,,,False,4402500,3947500,Provider upArea too small to be included in calibration,,,,
1225,Ellinge,Braan,,Kavlingean,SE,100,,,False,4532500,3637500,Provider upArea too small to be included in calibration,,,,
1226,Tånemölla,Skivarpsan,,Skivarpsan,SE,175,,,False,4547500,3597500,Provider upArea too small to be included in calibration,,,,
1227,Bivarödsmölla,Bivarodsan,,Helge a,SE,175,,,False,4582500,3687500,Provider upArea too small to be included in calibration,,,,
1228,Hammarby 2,Jarlean,Arbogaan,Arbogaan,SE,900,1.0,1.0,True,4607500,4057500,,0.75,0.755,0.984,0.954
1229,Ryttarbacken,Hestadbacken,,Lillan,SE,25,,,False,4672500,3942500,Provider upArea too small to be included in calibration,,,,
1230,Gredeby,Nattrabyan,,Nattrabyan,SE,475,,,False,4662500,3692500,Provider upArea too small to be included in calibration,0.38,0.532,1.259,0.686
1231,Åsbro 3,Viskan,Viskan,Viskan,SE,2150,1.0,1.0,True,4462500,3797500,,0.877,0.894,0.939,0.984
1232,Krokfors kvarn,Toftedalsan,,Orekilsalven,SE,125,,,False,4422500,3972500,Provider upArea too small to be included in calibration,,,,
1233,Åkesta Kvarn,Svartan,,Arbogaan,SE,250,,,False,4687500,4077500,remove from calib - Error in LDD,,,,
1234,Kringlan,Rastalven,,Arbogaan,SE,275,,,False,4592500,4072500,Provider upArea too small to be included in calibration,,,,
1235,Konstdalsströmmen,Ostersjon,Testeboan,Testeboan,SE,1025,1.0,1.0,True,4692500,4207500,,0.673,0.779,0.818,0.841
1236,Vattholma 2,Fyris,,Fyris,SE,225,,,False,4752500,4132500,Provider upArea too small to be included in calibration,0.241,0.55,0.701,1.533
1237,Ransta,Saevaan,,Fyris,SE,200,,,False,4737500,4097500,Provider upArea too small to be included in calibration,0.497,0.731,0.593,1.123
1238,Hassela,Edean,Harmangersan,Harmangersan,SE,650,1.0,1.0,True,4672500,4352500,,0.606,0.745,0.777,0.797
1239,Skirknäs,juktan,,Umealven,SE,400,,,False,4607500,4747500,Provider upArea too small to be included in calibration,0.391,0.743,0.813,0.481
1240,Byske,Byske,Byske,Byske,SE,3675,1.0,1.0,True,4847500,4692500,,0.629,0.648,0.885,1.007
1241,Melby,Vindan,Vindan,Vindan,SE,700,1.0,1.0,False,4712500,3902500,Provider upArea too small to be included in calibration  Wrong LDD Do not use,-0.479,0.428,2.345,1.226
1242,Grea,Mangslidalven,,Gota,SE,325,,,False,4487500,4142500,Provider upArea too small to be included in calibration,,,,
1243,Kvarntorp,Lerbodaalven,,Gota,SE,25,,,False,4497500,4057500,Provider upArea too small to be included in calibration,,,,
1244,Boasjöbäck,Ronneby,,Ronneby,SE,75,,,False,4642500,3717500,Provider upArea too small to be included in calibration,,,,
1245,Ärrarp,Rossjoholmsan,,Ronne,SE,150,,,False,4497500,3692500,Provider upArea too small to be included in calibration  Possibly wrong location,0.27,0.723,0.373,0.749
1246,Göstad,Torpan,,Motala strom,SE,75,,,False,4657500,3957500,Provider upArea too small to be included in calibration,,,,
