id,name,river,subcatchment,catchment,country,area,strahler,pfafstetter,calibrated,X,Y,notes,KGE,correlation,bias,variability
1247,Nytorp,Storan,Motala Stroem,Motala Stroem,SE,2500,2.0,2.0,False,4657500,3892500,Provider upArea too small to be included in calibration  Wrong location or wrong uparea from provider,-6.676,0.674,8.662,0.67
1248,Lissbro,Pukastrom,,Morrumsan,SE,25,,,False,4597500,3752500,Provider upArea too small to be included in calibration,,,,
1249,Pepparforsen,Hogvadsan,,Atran,SE,350,,,False,4482500,3782500,Provider upArea too small to be included in calibration,0.774,0.884,0.93,0.819
1250,Fryele,Haran,Lagan,Lagan,SE,1475,2.0,2.0,True,4572500,3802500,Moved on Haran river,0.441,0.762,1.502,0.936
1251,Hörsne,Gothemsan,,Gothemsan,SE,400,,,False,4827500,3857500,Provider upArea too small to be included in calibration,,,,
1252,Risnäs,Gokdalsb.,,Gadean,SE,100,,,False,4712500,4417500,Provider upArea too small to be included in calibration,,,,
1253,Mariefors,Lyckebyan,Lyckebyan,Lyckebyan,SE,800,1.0,1.0,True,4677500,3697500,small oscillations,0.601,0.649,0.922,0.826
1254,Saxbro,Saxbroan,,Saxbroan,SE,75,,,False,4767500,4032500,Provider upArea too small to be included in calibration,,,,
1255,Skogsliden,Tronoan,,Lotan,SE,225,,,False,4692500,4267500,Provider upArea too small to be included in calibration,0.336,0.513,0.636,0.731
1256,Nordmark 2,Nordmarksaelven,,Gota,SE,175,,,False,4547500,4087500,Provider upArea too small to be included in calibration,,,,
1257,Dalkarlså,Dalkarlsan,,Dalkarlsan,SE,275,,,False,4852500,4587500,Provider upArea too small to be included in calibration,,,,
1259,Hällered,Soran,,Rolfsan,SE,50,,,False,4487500,3857500,Provider upArea too small to be included in calibration,,,,
1260,Torrböle 2,Ore,Ore,Ore,SE,2875,1.0,1.0,True,4792500,4547500,,0.682,0.702,0.938,0.905
1261,Río Azumara en Beguntillo,Azumara,,Minho,ES,125,,,False,2917500,2392500,Provider upArea too small to be included in calibration,,,,
1262,Río Miño en Pontevilar,Minho,Minho,Minho,ES,725,1.0,351.0,False,2902500,2392500,close to 1263,0.852,0.876,0.994,1.082
1263,Río Miño en Cela Brazo derecho,Minho,Minho,Minho,ES,1075,1.0,351.0,True,2897500,2392500,,0.661,0.895,1.322,0.994
1264,Río Miño en Cela Brazo Izquierdo,Minho,Minho,Minho,ES,1050,1.0,351.0,False,2902500,2397500,Location coincides with 1263 and data are very simular  use 1263,,,,
1265,Río Parga en Guitiriz,Parga,,Minho,ES,300,,,False,2882500,2402500,Provider upArea too small to be included in calibration,0.807,0.812,1.028,0.965
1266,Río Ladra en Begonte,Ladra,Minho,Minho,ES,825,2.0,341.0,True,2892500,2397500,,0.781,0.819,0.881,1.033
1267,Río Narla en Gondai,Narla,,Minho,ES,175,,,False,2892500,2387500,Provider upArea too small to be included in calibration,0.633,0.766,0.887,0.74
1268,Río Sarria en Pobra de S. Xulian,Sarria,,Minho,ES,325,,,False,2907500,2357500,Provider upArea too small to be included in calibration,,,,
1269,Río Neira en Paramo (o),Neira,Minho,Minho,ES,800,2.0,321.0,True,2902500,2362500,,0.735,0.825,1.103,0.83
1270,Río Boeza en Boeza,Boeza,,Minho,ES,125,,,False,2992500,2317500,Provider upArea too small to be included in calibration,,,,
1271,Río Cua en Fabero,Cua,,Minho,ES,250,,,False,2967500,2332500,Provider upArea too small to be included in calibration,0.726,0.728,1.027,0.994
1272,Río Cua en Quilos,Cua,Sil,Minho,ES,500,3.0,261.0,False,2957500,2322500,Provider upArea too small to be included in calibration,,,,
1273,Río Burbia Villafranca Bierzo,Burbia,,Minho,ES,475,,,False,2947500,2322500,Provider upArea too small to be included in calibration,0.771,0.771,1.012,1.015
1274,Río Cabrera Pte Domingo Florez,Cabrera,Sil,Minho,ES,550,3.0,241.0,True,2952500,2297500,,,,,
1275,Río Lor en Parada,Lor,,Minho,ES,350,,,False,2902500,2317500,Provider upArea too small to be included in calibration,0.637,0.79,0.707,1.038
1276,Río Cabe en Incio,Cabe,,Minho,ES,25,,,False,2907500,2332500,Provider upArea too small to be included in calibration,,,,
1277,Río Cabe en Monforte de Lemos,Cabe,,Minho,ES,375,,,False,2897500,2327500,Provider upArea too small to be included in calibration,0.556,0.857,1.374,0.807
1278,Río Arenteiro en Carballiño,Arenteiro,,Minho,ES,175,,,False,2847500,2327500,Provider upArea too small to be included in calibration,,,,
1279,Río Arnoia en Arnoia,Arnoia,Minho,Minho,ES,750,2.0,121.0,True,2837500,2307500,,0.791,0.819,1.103,1.016
1280,Río Louro en Tui,Louro,,Minho,ES,125,,,False,2792500,2302500,Provider upArea too small to be included in calibration,,,,
1281,Río Limia en Ponteliñares,Lima,Limia,Lima,ES,700,1.0,1.0,True,2852500,2277500,,0.036,0.775,1.932,0.906
1282,Río Burbia en Veguellina,Burbia,,Minho,ES,150,,,False,2952500,2332500,Provider upArea too small to be included in calibration,,,,
1283,Río Sarria en Sarria,Sarria,,Minho,ES,175,,,False,2907500,2347500,Provider upArea too small to be included in calibration,0.727,0.816,0.932,0.81
1284,Río Sil en Ponferrada,Sil,Sil,Minho,ES,850,2.0,271.0,False,2972500,2317500,dam close to 1306,,,,
1285,Río Cua en Cacabelos,Cua,Sil,Minho,ES,525,3.0,261.0,True,2957500,2317500,,0.662,0.741,0.912,0.802
1286,Río Barredos en Camponaraya,Barredos,,Minho,ES,100,,,False,2962500,2317500,Provider upArea too small to be included in calibration,,,,
1287,Río Selmo en Oencia,Selmo,,Minho,ES,150,,,False,2937500,2312500,Provider upArea too small to be included in calibration,,,,
1288,Río Bibei en Porto,Bibei,,Minho,ES,75,,,False,2932500,2272500,Provider upArea too small to be included in calibration,,,,
1289,Río Avia en Leiro,Avia,Minho,Minho,ES,600,2.0,141.0,True,2837500,2322500,,,,,
1290,Río Avia en Ribadavia,Avia,Minho,Minho,ES,625,2.0,141.0,False,2837500,2317500,Location uncertain low quality data,0.619,0.812,0.674,1.059
1291,Río Miño en Salvaterra do Miño,Minho,Minho,Minho,ES,15550,1.0,111.0,False,2807500,2297500,Not enough discarge data available for calibration period  Extremely large oscillations,0.806,0.833,0.911,0.958
1292,Río Tea en Mondariz,Tea,,Minho,ES,150,,,False,2812500,2312500,Provider upArea too small to be included in calibration,0.472,0.836,0.566,0.748
1293,Río Uma en Ponteareas,Uma,,Minho,ES,75,,,False,2807500,2307500,Provider upArea too small to be included in calibration,,,,
1294,Río Louro en Porriño,Louro,,Minho,ES,100,,,False,2792500,2307500,Provider upArea too small to be included in calibration,,,,
1295,Río Caldo en Bubaces,Caldo,,Lima,ES,25,,,False,2827500,2262500,Provider upArea too small to be included in calibration,,,,
1296,Río Barxas en Regueiro,Barxas,,Minho,ES,25,,,False,2827500,2292500,Provider upArea too small to be included in calibration,,,,
1297,Río Anllo en Redemuiños,Anllo,,Minho,ES,100,,,False,2912500,2407500,Provider upArea too small to be included in calibration,,,,
1298,Río Tea en Bouza do Viso,Tea,,Minho,ES,400,,,False,2802500,2302500,Provider upArea too small to be included in calibration,0.662,0.865,0.822,0.746
1299,Río Ferreira en Guntín,Ferreira,,Minho,ES,125,,,False,2882500,2372500,Provider upArea too small to be included in calibration,0.586,0.798,0.647,0.923
1300,Río Arnoia en Pontefreixo,Arnoia,Minho,Minho,ES,550,2.0,121.0,False,2847500,2297500,Close to 1279,0.777,0.825,1.135,0.969
1301,Río Limia en Xinzo de Limia,Limia,,Lima,ES,325,,,False,2862500,2277500,Provider upArea too small to be included in calibration,0.161,0.69,1.741,0.755
1302,Río Neira en Neira do Rei,Neira,,Minho,ES,100,,,False,2927500,2362500,Provider upArea too small to be included in calibration,,,,
1303,Río Labrada en Fraga,Labrada,,Minho,ES,100,,,False,2892500,2412500,Provider upArea too small to be included in calibration,,,,
1304,Río Ladra en Ínsua,Ladra,,Minho,ES,175,,,False,2897500,2412500,Provider upArea too small to be included in calibration,,,,
1305,Río Tremor en Almagarinos,Tremor,,Minho,ES,50,,,False,3002500,2322500,Provider upArea too small to be included in calibration,,,,
1306,Río Sil en Matarrosa del Sil,Sil,Sil,Minho,ES,650,2.0,271.0,True,2977500,2332500,,,,,
1308,Crnece,Drava,Drava,Danube,SI,12150,,143171.0,False,4702500,2627500,dams  large oscillations,0.628,0.785,0.99,1.304
1311,Rahiv,Tisza,Tisa,Danube,UA,1175,,129707.0,True,5377500,2877500,,0.807,0.84,1.038,1.1
1316,Vylok,Tisza,Tisa,Danube,UA,9050,,129311.0,True,5267500,2862500,,,,,
1321,Mukacheve,Latorica,Tisa,Danube,UA,1350,,128231.0,True,5257500,2897500,,0.775,0.799,0.906,1.041
1322,Chop,Latorica,Tisa,Danube,UA,2300,,128231.0,True,5222500,2892500,,0.735,0.736,0.974,0.991
1324,Zaricheve,Uzh,Tisa,Danube,UA,1325,,128222.0,False,5232500,2932500,close to 1325,0.825,0.826,1.011,0.989
1325,Yzgorod,Uzh,Tisa,Danube,UA,1975,,128222.0,True,5227500,2912500,,,,,
1327,Chernivtsi,Prut,Prut,Danube,UA,7100,,21111.0,True,5497500,2927500,,0.773,0.81,1.019,1.122
1328,Usteriky,Cheremosh,Prut,Danube,UA,1525,,22111.0,True,5427500,2892500,,0.714,0.724,1.011,0.926
1330,Rozdol,Dniester,"Dniester, headwaters",Dniester,UA,5550,1.0,71.0,True,5332500,3022500,,0.772,0.822,0.946,1.132
1331,Zhyravne,Dniester,"Dniester, below Stryi",Dniester,UA,9900,1.0,55.0,True,5352500,3012500,,0.883,0.883,1.013,1.002
1332,Galych,Dniester,"Dniester, below Stryi",Dniester,UA,14950,1.0,51.0,True,5387500,2997500,,0.826,0.87,0.946,0.897
1334,Zalishyky,Dniester,"Dniester, below Stryi",Dniester,UA,24725,1.0,51.0,True,5467500,2962500,,0.837,0.878,0.93,1.083
1335,Mogilyv Podilskyi,Dniester,"Dniester, below Seret",Dniester,UA,42975,1.0,31.0,True,5617500,2972500,,0.789,0.789,0.986,1.003
1337,Verhne Synyovydne,Stryi,Stryi,Dniester,UA,2425,2.0,61.0,True,5307500,2977500,,0.71,0.722,0.944,1.063
1339,Yasenytsya,Stryi,Stryi,Dniester,UA,1025,2.0,61.0,True,5272500,2987500,,0.811,0.812,1.007,1.017
1340,Zarichne,Svicha,"Dniester, below Stryi",Dniester,UA,1325,2.0,54.0,True,5337500,2992500,,0.686,0.722,1.13,0.933
1341,Perevozets,Limnytsya,"Dniester, below Stryi",Dniester,UA,1500,2.0,52.0,True,5382500,2992500,,0.68,0.726,0.869,1.1
1342,Chortkiv,Seret,Seret,Dniester,UA,3150,2.0,41.0,True,5462500,3007500,,0.506,0.557,1.091,1.198
1343,Lytovezh,Bug,Narew,Vistula,UA,6800,3.0,2419.0,True,5322500,3152500,,0.789,0.797,0.978,1.053
1344,Kamyanka Buzhska,Bug,Narew,Vistula,UA,2425,3.0,2419.0,True,5342500,3097500,,0.746,0.776,0.882,1.016
1345,Lubeshiv,Stokhid,Pripyat,Dnieper,UA,2850,3.0,674.0,True,5387500,3302500,,0.527,0.685,0.842,1.315
1346,Lutsk,Styr,Pripyat,Dnieper,UA,7150,3.0,661.0,True,5397500,3182500,,0.638,0.683,1.14,1.101
1348,Mlynok,Styr,Pripyat,Dnieper,UA,11200,3.0,661.0,False,5427500,3287500,moved on mainstream,,,,
1349,Yampil,Horyn,Pripyat,Dnieper,UA,1425,4.0,644.0,True,5477500,3112500,,0.499,0.537,1.166,1.094
1350,Ozenin,Horyn,Pripyat,Dnieper,UA,5850,4.0,644.0,True,5487500,3167500,,0.561,0.561,1.013,0.99
1351,Derazhne,Horyn,Pripyat,Dnieper,UA,9150,4.0,644.0,True,5442500,3202500,,0.632,0.637,1.047,1.037
1353,Novograd-Volynskyi,Sluch,Pripyat,Dnieper,UA,7525,4.0,642.0,True,5557500,3202500,,0.524,0.596,1.203,0.852
1354,Sarny,Sluch,Pripyat,Dnieper,UA,13250,4.0,642.0,True,5472500,3267500,,0.719,0.742,0.959,0.897
1355,Plauen,United Weisseritz,,Elbe,DE,375,,,False,4577500,3107500,Provider upArea too small to be included in calibration,,,,
1356,Chooz,Meuse,Meuse,Rhine,BE,10225,,2731.0,True,3942500,3012500,,0.884,0.917,0.926,0.97
1357,Amay,Meuse,Meuse,Rhine,BE,16750,,2511.0,True,3982500,3057500,,0.916,0.927,0.959,1.008
1358,Vise-Lixhe,Meuse,Meuse,Rhine,BE,20825,,2331.0,False,4012500,3072500,Close to 953 older data,0.806,0.936,1.115,0.857
1359,Angleur,Ourthe,Meuse,Rhine,BE,3725,,2411.0,True,4012500,3062500,,0.828,0.877,0.888,0.956
1360,Salzinnes-Ronet,Sambre,Meuse,Rhine,BE,2900,,2611.0,True,3947500,3052500,,0.872,0.879,1.035,0.977
1361,Tournai,Scheldt,Scheldt,Scheldt,BE,4975,,71.0,True,3852500,3077500,,0.772,0.836,1.152,1.046
1362,Ballathie,Tay,Tay,Tay,UK,4550,1.0,3.0,True,3497500,3782500,,0.797,0.875,0.852,1.062
1363,Boat O Brig,Spey,Spey,Spey,UK,2850,1.0,1.0,True,3532500,3892500,,0.795,0.818,1.022,1.093
1364,Brigde of Teith,Teith,Teith,Forth,UK,625,2.0,2.0,False,3452500,3762500,Not enough discarge data available for calibration period,0.709,0.859,1.242,0.921
1365,Camisky,Lochy,Lochy,Lochy,UK,1250,1.0,1.0,False,3412500,3847500,Not enough discarge data available for calibration period,,,,
1366,Craigforth,Forth,Forth,Forth,UK,1175,1.0,1.0,False,3457500,3757500,Not enough discarge data available for calibration period,0.648,0.893,1.194,0.726
1367,Daldowie,Clyde,Clyde,Clyde,UK,1975,1.0,1.0,False,3442500,3722500,close to 2292,0.823,0.844,0.935,0.949
1368,Ellon,Ythan,Ythan,Ythan,UK,650,1.0,1.0,False,3597500,3867500,Not enough discarge data available for calibration period,0.793,0.816,1.042,1.086
1369,Forres,Findhorn,Findhor,Findhor,UK,875,1.0,1.0,True,3507500,3907500,,0.684,0.688,1.05,1.004
1370,Friars Carse,Nith,Nith,Nith,UK,775,1.0,1.0,False,3452500,3642500,Not enough discarge data available for calibration period,0.345,0.678,0.69,0.522
1371,Kinkell Bridge,Earn,Earn,Tay,UK,600,2.0,2.0,False,3477500,3772500,Not enough discarge data available for calibration period,,,,
1372,Moy Bridge,Conon,Conon,Conon,UK,975,1.0,1.0,True,3457500,3917500,lake regulated,0.776,0.802,0.9,0.968
1373,Muiresk,Deveron,Deveron,Deveron,UK,950,1.0,1.0,True,3577500,3892500,,0.576,0.654,1.227,1.095
1374,Ness-side,Ness,Ness,Ness,UK,1850,1.0,1.0,False,3472500,3902500,Not enough discarge data available for calibration period,0.664,0.736,0.794,0.978
1375,Norham,Tweed,Tweed,Tweed,UK,4400,1.0,3.0,True,3562500,3692500,,0.822,0.838,1.011,0.928
1376,Parkhill,Don,Don,Don,UK,1275,1.0,1.0,True,3582500,3857500,,0.553,0.666,1.144,1.261
1377,Sprouston,Tweed,Tweed,Tweed,UK,3375,1.0,3.0,False,3542500,3677500,Not enough discarge data available for calibration period,0.805,0.829,1.063,0.929
1378,Woodend,Dee,Dee,Dee,UK,1350,1.0,1.0,True,3557500,3842500,,0.745,0.748,1.002,1.041
1399,Nava Weir,Boyne,Boyne,Boyne,IE,1725,1.0,3.0,False,3227500,3517500,close to 2266,,,,
1400,Liscarton,Blackwater (Kells),Kells Blackwater,Boyne,IE,625,2.0,2.0,True,3222500,3527500,,0.767,0.873,0.809,1.039
1401,Slane Castle,Boyne,Boyne,Boyne,IE,2475,1.0,1.0,True,3232500,3522500,,0.82,0.866,1.024,0.881
1402,Scarawalsh,Slaney,Slaney,Slaney,IE,1000,1.0,1.0,True,3207500,3402500,,0.638,0.765,0.725,0.995
1403,Royal Oak,Barrow,Barrow,Barrow,IE,2425,1.0,5.0,True,3187500,3427500,,0.766,0.898,1.09,0.81
1404,Levitstown,Barrow,Barrow,Barrow,IE,1725,1.0,5.0,True,3192500,3452500,,,,,
1405,Graiguenamanagh,Barrow,Barrow,Barrow,IE,2825,1.0,5.0,True,3187500,3407500,,0.865,0.901,1.022,0.912
1406,John's Bridge,Nore,Nore,Barrow,IE,1600,2.0,4.0,True,3162500,3427500,,,,,
1407,Brownsbarn,Nore,Nore,Barrow,IE,2450,2.0,4.0,True,3172500,3402500,,0.76,0.847,1.144,0.883
1408,Cahir Park,Suir,Suir,Barrow,IE,1625,2.0,2.0,True,3112500,3402500,,0.798,0.922,1.017,0.814
1409,Clonmel,Suir,Suir,Barrow,IE,2150,2.0,2.0,True,3127500,3397500,,0.81,0.897,0.908,0.869
1410,Ballyduff,Munster Blackwater,Munster Blackwater,Blackwater,IE,2325,1.0,1.0,True,3092500,3382500,,0.724,0.828,1.169,0.866
1411,Kilavullen,Munster Blackwater,Munster Blackwater,Blackwater,IE,1250,1.0,1.0,True,3062500,3387500,,,,,
1412,Castleroberts,Maigue,Maigue,Shannon,IE,875,2.0,21.0,True,3067500,3432500,,0.702,0.873,1.195,0.815
1413,Annacotty,Mulkear,"Shannon, below Brosna",Shannon,IE,650,2.0,32.0,True,3082500,3442500,,,,,
1414,Ferbane,Brosna,Brosna,Shannon,IE,1175,2.0,41.0,True,3147500,3497500,,0.769,0.847,0.843,1.072
1415,Banagher,Shannon,"Shannon, below Brosna",Shannon,IE,7950,1.0,33.0,True,3127500,3492500,low flow is missing peaks are there,0.901,0.931,0.934,0.973
1416,Bellagill,Suck,Suck,Shannon,IE,1500,2.0,61.0,True,3122500,3512500,moved downstream,0.897,0.949,0.929,1.054
1417,Ballymahon,Inny,Inny,Shannon,IE,1125,2.0,81.0,True,3157500,3527500,,0.895,0.946,1.065,0.937
1418,Cong Weir,Cong,Robe,Corrib,IE,675,2.0,4.0,True,3057500,3562500,lake moved station upstream,,,,
1419,Rahans,Moy,Moy,Moy,IE,1925,1.0,1.0,True,3082500,3607500,,0.917,0.943,1.003,0.939
1420,Butlers Bridge,Annalee,Erne,Erne,IE,775,2.0,2.0,True,3197500,3572500,,0.778,0.955,1.103,0.809
1421,Belturbet,Erne,Erne,Erne,IE,1525,1.0,1.0,True,3192500,3582500,,,,,
1422,Açude Do Arrabalde,Lis,,Lis,PT,275,,,False,2717500,2047500,Provider upArea too small to be included in calibration,,,,
1423,Agroal,Nabao,Zezere,Tagus,PT,650,3.0,321.0,False,2747500,2032500,close to 1434,0.662,0.766,1.14,0.799
1424,Albernoa,Cobres,,Guadiana,PT,175,,,False,2742500,1822500,Provider upArea too small to be included in calibration,0.4,0.417,0.911,0.891
1426,Azibo (RIO),Azibo,,Duero,PT,275,,,False,2922500,2197500,Provider upArea too small to be included in calibration,0.8,0.858,0.999,0.86
1427,Bodega,Ribeira de Alportel,,Ribeiras do Algarve,PT,125,,,False,2752500,1752500,Provider upArea too small to be included in calibration,,,,
1428,Castelo Bom,Coa,Coa,Douro,PT,950,2.0,8111.0,True,2897500,2102500,,0.693,0.743,1.168,0.982
1429,Castro Daire,Paiva,,Duero,PT,300,,,False,2822500,2157500,Provider upArea too small to be included in calibration,0.614,0.765,1.291,0.907
1430,Cidadelhe,Coa,Coa,Douro,PT,1775,2.0,8111.0,True,2887500,2142500,,0.546,0.774,1.387,0.928
1431,Couto De Andreiros,Ribeira da Raia,,Tajo,PT,250,,,False,2812500,1972500,Provider upArea too small to be included in calibration,0.356,0.548,1.278,0.635
1432,Cunhas,Beca,,Duero,PT,350,,,False,2847500,2227500,Provider upArea too small to be included in calibration,0.683,0.759,1.073,0.808
1433,Escalhão,Agueda,Agueda,Douro,PT,2550,2.0,10111.0,True,2902500,2147500,,0.642,0.683,1.155,0.938
1434,Fábrica Da Matrena,Nabao,Zezere,Tagus,PT,1050,3.0,321.0,True,2747500,2017500,,0.784,0.851,1.098,0.879
1435,Fragas Da Torre,Paiva,Paiva,Douro,PT,650,2.0,4111.0,True,2797500,2167500,,0.785,0.791,0.958,0.974
1436,Fridão,Tamega,Tamega,Douro,PT,2575,2.0,2111.0,True,2822500,2207500,,0.839,0.846,0.977,0.961
1437,Fronhas,Alva,Mondego,Mondego,PT,675,2.0,4.0,False,2787500,2087500,Low quality data,-2.681,0.474,4.609,0.499
1438,Gimonde,Sabor,,Duero,PT,425,,,False,2942500,2232500,Provider upArea too small to be included in calibration,0.623,0.862,0.685,1.155
1439,Moinho Da Gamitinha,Sado,Sado,Sado,PT,2650,1.0,1.0,True,2712500,1857500,,0.173,0.65,1.748,0.96
1440,Moinho Da Ponte Nova,Tavora,,Duero,PT,425,,,False,2852500,2162500,Provider upArea too small to be included in calibration,-13.941,0.702,15.935,0.69
1441,Moinho Novo,Sor,Sorraia,Tagus,PT,650,3.0,221.0,True,2767500,1972500,,0.73,0.773,0.885,0.911
1442,Monforte,Ribeira Grande,,Tajo,PT,150,,,False,2817500,1947500,Provider upArea too small to be included in calibration,,,,
1443,Monte Da Ponte,Cobres,Cobres,Guadiana,PT,750,2.0,141.0,False,2752500,1822500,Low quality data change in hydrometric zero,,,,
1444,Monte Dos Fortes,Ribeira de Odeleite,,Guadiana,PT,275,,,False,2757500,1772500,Provider upArea too small to be included in calibration,0.383,0.673,0.84,0.501
1445,Monte Pisão,Caia,,Guadiana,PT,225,,,False,2832500,1952500,Provider upArea too small to be included in calibration,,,,
1446,Murça,Tinhela,,Duero,PT,275,,,False,2867500,2207500,Provider upArea too small to be included in calibration,0.429,0.875,1.481,0.718
1447,Nelas,Mondego,Mondego,Mondego,PT,1100,1.0,5.0,True,2822500,2112500,,0.268,0.816,1.699,0.889
1448,Oeiras,Ribera de Oeiras,Guadiana,Guadiana,PT,500,2.0,121.0,False,2762500,1802500,Provider upArea too small to be included in calibration,0.114,0.608,1.598,0.477
1449,Ponte Águeda,Agueda,,Vouga,PT,400,,,False,2762500,2127500,Provider upArea too small to be included in calibration,,,,
