ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD5k,LisfloodX5k,LisfloodY5k,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,HasOpWL,HasOpD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude5k,CAL_TYPE5k,Notes5k,EC_calib5k,Notes,QC,EC_issue,EC_calib,send_to_partners,first_valid_date_24H,last_valid_date_24H,data_count_24H,first_valid_date_6H,last_valid_date_6H,data_count_6H,HRES_cal_step_24,HRES_cal_step_6,first_valid_date_calib,last_valid_date_calib,data_count_calib,CAL_TYPE,Spinup_days,Min_calib_days,Cal_head,Cal_single,Cal_area,CalRes,CalLakes,DP_comment,calc_start_date,calc_end_date,calc_steps,KGE,KGE_r,KGE_B,KGE_y,NS,NSLOG,MAE,RMSE,CORR,BIAS,PC_BIAS,PC_BIAS2,APB,APB2,RSR,VR
4222,4445,Bišče,1005,SI,14.61581,46.10385,274.31,382.55,Kamnik Bistrica,Danube,Sava,-,475,4677500.0,2567500.0,395.5,14.60833,46.10833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,05/11/2021,1028.0,01/01/2017 00:00,12/11/2021 12:00,4256.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4223,4480,Nevlje I,1005,SI,14.62489,46.23288,379.78,82.21,Nevljica,Danube,Sava,-,100,4682500.0,2577500.0,81.0,14.625,46.225,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1090.0,01/01/2017 00:00,31/12/2021 18:00,4520.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4224,4515,Vir,1005,SI,14.61682,46.14401,299.04,161.41,Raca,Danube,Sava,-,75,4682500.0,2572500.0,162.2,14.625,46.14167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1452.0,01/01/2017 00:00,31/12/2021 18:00,5985.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1496.25,6.0,1095.0,1280.0,1.0,0.0,162.165408,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5985.0,0.3664441258191543,0.7174815988886037,0.5639671310414208,0.6374372662141539,0.28764064861460736,0.5330220043813723,1.4991679707953753,3.565171612079695,0.7174815988886037,-1.328963384649189,-43.60328689585781,-43.60328689585792,49.187699142612246,43.60328689585792,0.8440138336457466,0.6374372662141539
4225,4570,Topole,1005,SI,14.56263,46.17373,320.27,93.92,Psata,Danube,Sava,-,125,4672500.0,2572500.0,116.7,14.55833,46.175,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,02/01/2017,31/12/2021,1434.0,01/01/2017 12:00,31/12/2021 18:00,5938.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4226,4626,Zagorje,1005,SI,14.99631,46.12758,232.21,96.4,Medija,Danube,Sava,-,75,4707500.0,2572500.0,64.4,14.99167,46.14167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1449.0,01/01/2017 00:00,31/12/2021 18:00,5980.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4227,4650,Žebnik,1005,SI,15.13483,46.063,256.47,48.38,Sopota,Danube,Sava,-,75,4717500.0,2562500.0,47.8,15.14167,46.05833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1459.0,01/01/2017 00:00,31/12/2021 18:00,5993.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4228,4671,Martinja vas II,1005,SI,15.13739,45.95999,228.45,186.02,Mirna,Danube,Sava,-,300,4717500.0,2552500.0,313.5,15.14167,45.95833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,use 4229,3,close,0,0,01/01/2017,31/12/2021,1451.0,01/01/2017 00:00,31/12/2021 18:00,5972.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4229,4695,Jelovec,1005,SI,15.23025,45.98862,208.49,271.21,Mirna,Danube,Sava,-,375,4727500.0,2557500.0,392.4,15.225,45.99167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1451.0,01/01/2017 00:00,31/12/2021 18:00,5984.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1496.0,6.0,1095.0,1280.0,1.0,0.0,392.417664,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5984.0,0.4923063344854036,0.6915403099000274,1.368219773370103,0.8356233712283109,0.2059945393281648,0.38069448207742507,2.423357890003953,4.876291468739719,0.6915403099000274,1.428409953008537,36.821977337010324,36.82197733701029,62.47004168323463,36.82197733701029,0.891069840512979,0.8356233712283109
4230,4706,Metni Vrh,1005,SI,15.29774,46.02575,199.86,42.03,Sevnicna,Danube,Sava,-,50,4732500.0,2562500.0,35.8,15.29167,46.025,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1094.0,01/01/2017 00:00,31/12/2021 18:00,4523.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4231,4710,Rogatec,1005,SI,15.69975,46.22308,219.02,39.47,Sutla,Danube,Sava,-,75,4762500.0,2587500.0,50.0,15.69167,46.225,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1436.0,01/01/2017 00:00,31/12/2021 18:00,5932.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4232,4750,Rakovec,1005,SI,15.70428,45.92091,140.12,561.3,Sutla,Danube,Sava,-,625,4762500.0,2552500.0,553.6,15.70833,45.925,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1445.0,01/01/2017 00:00,31/12/2021 18:00,5968.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1492.0,6.0,1095.0,1280.0,1.0,0.0,553.616768,,,,2017-01-01 00:00:00,2021-12-31 18:00:00,5968.0,0.8134721372213419,0.829225939061864,0.9604517058943094,1.063755753754477,0.6497780702349458,0.6550646373282802,2.9905330054337687,6.171372300448285,0.829225939061864,-0.29434589295372093,-3.95482941056905,-3.954829410569058,40.18078106843672,3.954829410569058,0.5917955134715455,0.9362442462455229
4233,4770,Sodna vas II,1005,SI,15.60119,46.17286,192.56,132.82,Mestinjscica,Danube,Sava,-,100,4752500.0,2582500.0,128.7,15.60833,46.175,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1426.0,01/01/2017 00:00,31/12/2021 18:00,5920.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4234,4791,Zagaj II,1005,SI,15.65146,46.0483,190.36,94.03,Bistrica,Danube,Sava,-,175,4757500.0,2562500.0,100.3,15.65833,46.04167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1083.0,01/01/2017 00:00,31/12/2021 18:00,4509.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4235,4820,Petrina,1005,SI,14.85176,45.46389,219.31,467.31,Kupa,Danube,Sava,-,525,4697500.0,2497500.0,412.5,14.84167,45.45833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1449.0,01/01/2017 00:00,31/12/2021 18:00,5988.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1497.0,6.0,1095.0,1280.0,1.0,0.0,412.465152,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5988.0,0.7327917348682824,0.828546073828926,0.8347933533720292,0.8787128528443059,0.6657219267543159,0.6859822059871448,8.764995187448008,19.84563568383799,0.828546073828926,-3.7193536845901995,-16.520664662796985,-16.52066466279708,38.93244863020135,16.52066466279708,0.5781678590562465,0.8787128528443059
4236,4828,Sodevci,1005,SI,15.07558,45.48469,180.84,1136.46,Kupa,Danube,Sava,-,1275,4712500.0,2497500.0,1127.3,15.075,45.49167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1452.0,01/01/2017 00:00,31/12/2021 18:00,5985.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1496.25,6.0,1095.0,1280.0,0.0,,714.846528,1.0,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5985.0,0.8453979586373264,0.8559297380372025,0.9472069812521308,1.0189327225449458,0.7194228239960387,0.6687104837520053,18.076962306221066,34.84387239455831,0.8559297380372025,-2.3405178474653145,-5.279301874786897,-5.2793018747869205,40.77462647722849,5.2793018747869205,0.5296953615088233,0.9810672774550542
4237,4969,Gradac I,1005,SI,15.24517,45.6135,133.46,218.89,Lahinja,Danube,Sava,-,275,4727500.0,2512500.0,250.7,15.24167,45.60833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1080.0,01/01/2017 00:00,31/12/2021 18:00,4506.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4238,5330,Borovnica,1005,SI,14.36973,45.9163,295.28,35.84,Borovniscica,Danube,Sava,-,50,4662500.0,2542500.0,43.1,14.375,45.90833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1067.0,01/01/2017 00:00,31/12/2021 18:00,4445.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4239,5425,Iška vas,1005,SI,14.51459,45.93616,323.18,69.69,Iska,Danube,Sava,-,100,4672500.0,2547500.0,86.3,14.50833,45.94167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1044.0,01/01/2017 00:00,31/12/2021 18:00,4312.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4240,5440,Ig,1005,SI,14.53459,45.95744,287.59,18.92,Iscica,Danube,Sava,-,75,4677500.0,2547500.0,19.2,14.54167,45.94167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1087.0,01/01/2017 00:00,31/12/2021 18:00,4504.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4241,5479,Bokalce,1005,SI,14.44644,46.04521,296.63,154.5,Gradascica,Danube,Sava,-,200,4662500.0,2557500.0,155.3,14.44167,46.04167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1453.0,01/01/2017 00:00,31/12/2021 18:00,5988.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1497.0,6.0,1095.0,1280.0,1.0,0.0,155.314784,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5988.0,0.47336465378974546,0.7584290160654155,1.4026580868776735,0.7615577372383759,0.39509503064367435,0.48131908891316877,2.7191699104405656,4.548300422392496,0.7584290160654155,1.696500782386909,40.26580868776771,40.26580868776733,64.538476221206,40.26580868776733,0.7777563688947362,0.7615577372383759
4242,5500,Dvor,1005,SI,14.34494,46.06228,341.12,78.88,Gradascica,Danube,Sava,-,125,4657500.0,2557500.0,76.4,14.34167,46.05833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1092.0,01/01/2017 00:00,31/12/2021 18:00,4530.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4243,5540,Razori,1005,SI,14.43773,46.0481,298.37,46.95,Sujica,Danube,Sava,-,175,4662500.0,2562500.0,45.4,14.40833,46.04167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1088.0,01/01/2017 00:00,31/12/2021 18:00,4534.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4244,5770,Cerknica I,1005,SI,14.36474,45.79389,559.44,49.5,Cerkniscica,Danube,Sava,-,100,4662500.0,2532500.0,98.4,14.35833,45.79167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1075.0,01/01/2017 00:00,31/12/2021 18:00,4484.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4245,5940,Logatec,1005,SI,14.20468,45.91097,481.34,16.46,Logascica,Danube,Danube,-,750,4647500.0,2542500.0,146.1,14.20833,45.90833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,mapped on 5km grid,-,on tiny river cannot be mapped,-,exclude,0,0,01/01/2017,31/12/2021,1066.0,01/01/2017 00:00,31/12/2021 18:00,4499.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,6020,Solčava I,1005,SI,14.69316,46.41967,635.84,63.41,Savinja,Danube,Sava,-,75,4682500.0,2602500.0,64.1,14.69167,46.425,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1046.0,01/01/2017 00:00,31/12/2021 18:00,4350.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4247,6068,Letuš I,1005,SI,15.00442,46.32624,313.44,529.53,Savinja,Danube,Sava,-,500,4702500.0,2592500.0,546.6,15.00833,46.325,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1091.0,01/01/2017 00:00,31/12/2021 18:00,4533.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4248,6140,Celje II - brv,1005,SI,15.26002,46.22807,230.31,1191.84,Savinja,Danube,Sava,-,1550,4727500.0,2582500.0,1200.8,15.25833,46.225,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,mapped on 5km grid - recheck as station is before confluence - surrounding pixels filled,-,sorted error in efas4,3,,1,0,01/01/2017,31/12/2021,1456.0,01/01/2017 00:00,31/12/2021 18:00,5994.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1498.5,6.0,1095.0,1280.0,0.0,,561.088512,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5994.0,0.8124666266021892,0.8427783576459438,1.0691402974612596,1.0752976797811493,0.6127055876252865,0.47425363291385736,12.025380368681148,21.94408533561801,0.8427783576459438,2.0570299546126636,6.914029746125958,6.914029746125969,40.41936160973286,6.914029746125969,0.6223298260365773,0.9247023202188507
4249,6220,Luče,1005,SI,14.74591,46.35428,509.79,57.39,Lucnica,Danube,Sava,-,50,4682500.0,2592500.0,54.7,14.725,46.34167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1086.0,01/01/2017 00:00,31/12/2021 18:00,4523.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4250,6240,Kraše,1005,SI,14.89933,46.28495,365.55,100.82,Dreta,Danube,Sava,-,100,4697500.0,2587500.0,107.1,14.89167,46.29167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1091.0,01/01/2017 00:00,31/12/2021 18:00,4526.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4251,6340,Rečica,1005,SI,15.03834,46.3211,305.01,206.07,Paka,Danube,Sava,-,175,4707500.0,2597500.0,204.2,15.04167,46.325,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1092.0,01/01/2017 00:00,31/12/2021 18:00,4531.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4252,6550,Dolenja vas II,1005,SI,15.09288,46.23922,267.87,170.47,Bolska,Danube,Sava,-,225,4712500.0,2582500.0,173.9,15.09167,46.24167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1455.0,01/01/2017 00:00,31/12/2021 18:00,5986.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1496.5,6.0,1095.0,1280.0,1.0,0.0,173.866784,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5986.0,0.5655625923145357,0.7286729241203158,1.336077306341271,1.0465781413695516,0.017494013089749738,0.1997680366954402,2.338040972687424,4.674934755732239,0.7286729241203158,1.2029735796842043,33.607730634127066,33.607730634127094,65.31835158196786,33.607730634127094,0.9912144000720801,0.9534218586304484
4253,6630,Levec I,1005,SI,15.22014,46.24388,240.95,102.89,Loznica,Danube,Sava,-,100,4722500.0,2587500.0,80.9,15.20833,46.25833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1066.0,01/01/2017 00:00,31/12/2021 18:00,4492.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4254,6720,Celje II,1005,SI,15.28322,46.23203,234.23,202.89,Voglajna,Danube,Sava,-,200,4732500.0,2582500.0,204.9,15.29167,46.225,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1443.0,01/01/2017 00:00,31/12/2021 18:00,5978.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1494.5,6.0,1095.0,1280.0,1.0,0.0,204.890288,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5978.0,0.7787546907031574,0.8247355797651191,0.8682983679660999,1.0297749895918338,0.6692626338653411,0.5411492518701296,1.3289294571996026,2.834144197385155,0.8247355797651191,-0.38513452048282315,-13.170163203389974,-13.170163203390011,45.44442761238221,13.170163203390011,0.5750977013818228,0.9702250104081662
4255,6790,Škofja vas,1005,SI,15.2867,46.26469,242.23,155.92,Hudinja,Danube,Sava,-,200,4727500.0,2587500.0,159.2,15.29167,46.25833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,02/07/2021,1319.0,01/01/2017 00:00,01/07/2021 06:00,5370.0,False,False,01/01/2017 00:00,01/07/2021 06:00,1342.5,6.0,1095.0,1280.0,1.0,0.0,159.229696,,,recommended,2017-01-01 00:00:00,2021-07-01 06:00:00,5370.0,0.7020532037368052,0.8038705893750874,1.2161391985564134,1.059911555970592,0.3882655098983089,0.14258654609333,1.4006725654511785,2.5516807253494886,0.8038705893750874,0.49036676318209554,21.613919855641196,21.61391985564134,61.737513320035184,21.61391985564134,0.7821345728848026,0.9400884440294079
4256,7029,Podbukovje I,1005,SI,14.78498,45.87675,258.49,346.92,Krka,Danube,Sava,-,150,4692500.0,2542500.0,134.1,14.79167,45.875,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1095.0,01/01/2017 00:00,31/12/2021 18:00,4540.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4257,7060,Soteska,1005,SI,15.0192,45.77941,167.59,950.12,Krka,Danube,Sava,-,1075,4712500.0,2532500.0,929.4,15.025,45.775,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1459.0,01/01/2017 00:00,31/12/2021 18:00,6000.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1500.0,6.0,1095.0,1280.0,1.0,0.0,929.394752,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,6000.0,0.8256036278771777,0.8822079290449334,1.1269872662014206,1.0203311793167045,0.6931739012699674,0.6601561963117766,9.874317643617735,15.94573278440224,0.8822079290449334,3.3395241916213614,12.698726620142047,12.698726620142073,37.54764245497764,12.698726620142073,0.5539188557271133,0.9796688206832955
4258,7110,Gorenja Gomila,1005,SI,15.28555,45.86751,148.67,1873.63,Krka,Danube,Sava,-,1425,4732500.0,2542500.0,1414.6,15.29167,45.875,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1458.0,01/01/2017 00:00,31/12/2021 18:00,5982.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1495.5,6.0,1095.0,1280.0,0.0,,485.16128,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5982.0,0.8234370999466327,0.8873214690674428,0.8665199080502937,0.9742886912967453,0.7712596781043599,0.6968922853036665,14.07928829937789,22.391991401111596,0.8873214690674428,-5.583780552004633,-13.348009194970539,-13.348009194970633,33.656492752257186,13.348009194970633,0.4782680439833275,0.9742886912967453
4259,7272,Meniška vas I,1005,SI,15.03548,45.75961,167.88,289.81,Radesca,Danube,Sava,-,100,4712500.0,2527500.0,96.2,15.04167,45.74167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1454.0,01/01/2017 00:00,31/12/2021 18:00,5995.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4260,8031,Kršovec I,1005,SI,13.59865,46.33697,401.57,158.07,Soca,Soca-Isonzo,Isonzo,-,175,4602500.0,2587500.0,175.9,13.59167,46.34167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1093.0,01/01/2017 00:00,31/12/2021 18:00,4537.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4261,8060,Log Čezsoški,1005,SI,13.49462,46.31483,340.3,324.76,Soca,Soca-Isonzo,Isonzo,-,325,4592500.0,2587500.0,396.9,13.49167,46.30833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1092.0,01/01/2017 00:00,31/12/2021 18:00,4536.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4262,8080,Kobarid I,1005,SI,13.5864,46.24736,194.68,437.06,Soca,Soca-Isonzo,Isonzo,-,450,4597500.0,2577500.0,451.6,13.59167,46.25833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1092.0,01/01/2017 00:00,31/12/2021 18:00,4533.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4263,8242,Kal-Koritnica I,1005,SI,13.57567,46.3415,-,86.03,Koritnica,Soca-Isonzo,Isonzo,-,50,4597500.0,2592500.0,85.5,13.575,46.34167,True,False,True,False,1,1,1,1,1,1,0,1,1,0,-,-,-,,-,,0,0,01/01/2017,01/01/2019,730.0,01/01/2017 00:00,01/01/2019 00:00,2914.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4264,8270,Žaga,1005,SI,13.47775,46.30979,341.56,50.19,Ucja,Soca-Isonzo,Isonzo,-,25,4582500.0,2582500.0,54.7,13.475,46.30833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1437.0,01/01/2017 00:00,31/12/2021 18:00,5954.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4265,8332,Tolmin I,1005,SI,13.74055,46.18403,161.43,74.46,Tolminka,Soca-Isonzo,Isonzo,-,75,4612500.0,2572500.0,64.3,13.74167,46.19167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1060.0,01/01/2017 00:00,31/12/2021 18:00,4408.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4266,8350,Podroteja I,1005,SI,14.03071,45.98676,327.05,111.25,Idrijca,Soca-Isonzo,Isonzo,-,100,4632500.0,2552500.0,79.0,14.025,45.99167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,basin_area,0,0,01/01/2017,31/12/2021,1435.0,01/01/2017 00:00,31/12/2021 18:00,5970.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4267,8450,Hotešk,1005,SI,13.79371,46.12835,160.86,443.51,Idrijca,Soca-Isonzo,Isonzo,-,425,4617500.0,2562500.0,430.1,13.79167,46.125,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,3,,1,0,01/01/2017,31/12/2021,1448.0,01/01/2017 00:00,31/12/2021 18:00,5977.0,False,False,01/01/2017 00:00,31/12/2021 18:00,1494.25,6.0,1095.0,1280.0,1.0,0.0,430.072416,,,recommended,2017-01-01 00:00:00,2021-12-31 18:00:00,5977.0,0.7108555474385121,0.8384914286247478,1.1471783251209768,0.8106378167796123,0.6868721319236013,0.26358630963522944,10.961163990818454,20.45774128516482,0.8384914286247478,3.2353933558226826,14.717832512097752,14.717832512097694,49.86243031752813,14.717832512097694,0.55957829485819,0.8106378167796123
4268,8454,Cerkno,1005,SI,13.97884,46.12137,295.96,40.18,Cerknica,Soca-Isonzo,Isonzo,-,50,4627500.0,2567500.0,40.6,13.975,46.125,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1090.0,01/01/2017 00:00,31/12/2021 18:00,4530.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4269,8478,Dolenja Trebuša I,1005,SI,13.83208,46.0939,187.04,55.26,Trebusa,Soca-Isonzo,Isonzo,-,75,4617500.0,2557500.0,64.5,13.825,46.09167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1081.0,01/01/2017 00:00,31/12/2021 18:00,4512.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4270,8500,Bača pri Modreju,1005,SI,13.77555,46.15561,164.04,143.06,Baca,Soca-Isonzo,Isonzo,-,150,4617500.0,2567500.0,135.9,13.775,46.15833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1091.0,01/01/2017 00:00,31/12/2021 18:00,4531.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4271,8565,Dolenje,1005,SI,13.90134,45.86633,81.36,316.73,Vipava,Soca-Isonzo,Isonzo,-,250,4622500.0,2537500.0,266.1,13.89167,45.875,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1087.0,01/01/2017 00:00,31/12/2021 18:00,4527.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
4272,8591,Zalošče,1005,SI,13.74346,45.88819,53.9,467.16,Vipava,Soca-Isonzo,Isonzo,-,525,4612500.0,2537500.0,472.4,13.74167,45.89167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,-,-,-,,-,,0,0,01/01/2017,31/12/2021,1086.0,01/01/2017 00:00,31/12/2021 18:00,4535.0,False,False,,,,,,,,,,,,recommended,,,,,,,,,,,,,,,,,,,
